unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent outliers H1975 H2228 HCC827 poor_quality traj total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RaceID
28876 2594 27745 18648 870 110 1468 2905 7505 0.995736174555981 0.851698866286877 0.848766357406586 FALSE 0 8 1 NO NO 2827 3.45147940512486 7424 3.87069645798925 17.5646551724138 26.4412715517241 37.4730603448276 55.3609913793103 2791 3.44591541395112 7086 3.85046243276152 95.4471982758621 16.9630256844482 25.5997742026531 36.339260513689 54.3748235958228 36 1.56820172406699 338 2.53019969820308 4.55280172413793 100 100 7 0.903089986991944 32 1.51851393987789 0.431034482758621 17 1.25527250510331 286 2.45788189673399 3.85237068965517 12 1.11394335230684 20 1.32221929473392 0.269396551724138 100 FALSE 1
90424 8016 98528 35373 2799 80 14371 5887 25022 0.998801054672368 0.821117416345169 0.870593529456666 FALSE 0 8 1 NO NO 5663 3.75312324468171 24775 4.39403119234873 19.5640766902119 27.5237134207871 37.263370332997 51.6326942482341 5606 3.74873055609849 22558 4.35331984424271 91.0514631685166 14.8639063746786 22.7724089014984 32.7023672311375 47.9120489405089 57 1.76342799356294 2217 3.34596154181314 8.94853683148335 99.6842580063148 100 8 0.954242509439325 30 1.49136169383427 0.12108980827447 20 1.32221929473392 2120 3.32654066851656 8.55701311806256 29 1.47712125471966 67 1.83250891270624 0.270433905146317 100 FALSE 1
22556 1467 29674 8703 1162 52 1793 3074 8546 0.998127777909984 0.83606365453304 0.841913360737935 FALSE 0 7 2 NO NO 3004 3.47784447633876 8472 3.92803720640688 18.7559017941454 27.7148253068933 38.4560906515581 55.9608120868744 2967 3.47246389660699 8068 3.90681971546655 95.2313503305005 17.7615270203272 26.3014377788795 37.010411502231 54.9454635597422 37 1.57978359661681 404 2.60745502321467 4.76864966949953 100 100 7 0.903089986991944 16 1.23044892137827 0.188857412653447 17 1.25527250510331 364 2.56229286445647 4.29650613786591 13 1.14612803567824 24 1.39794000867204 0.28328611898017 100 FALSE 1
24460 2345 22839 12247 793 48 2394 2812 7138 0.99677780751362 0.831045109511004 0.858082294645146 FALSE 0 7 2 NO NO 2730 3.43632170013973 7047 3.84806589540399 19.8524194692777 28.3241095501632 38.7256988789556 56.406981694338 2687 3.42942926438179 6489 3.81224469680037 92.0817369093231 16.5510864539991 24.9036831561103 35.5832948065958 54.060718138388 43 1.64345267648619 558 2.74741180788642 7.91826309067688 100 100 9 1 23 1.38021124171161 0.32638001986661 19 1.30102999566398 508 2.70671778233676 7.20874130835817 15 1.20411998265592 27 1.44715803134222 0.383141762452107 100 FALSE 1
40672 3350 54037 17920 1577 148 7085 4317 15263 0.99744480049961 0.822839546076892 0.856253124383722 FALSE 0 7 2 NO NO 4194 3.62273196516472 15129 4.17983892802319 20.2260559190958 28.6998479740895 38.7005089563091 54.2468107607905 4144 3.61752453488629 13844 4.14129296008159 91.5063784784189 16.4331118173938 24.6532793990176 34.8670904362901 51.1990754117307 50 1.70757017609794 1285 3.1092409685882 8.49362152158107 100 100 7 0.903089986991944 39 1.60205999132796 0.257783065635534 20 1.32221929473392 1193 3.07700432679335 7.88551787956904 23 1.38021124171161 53 1.73239375982297 0.350320576376495 100 FALSE 1
34940 2377 49449 14928 1567 116 6014 3871 13243 0.998036697879607 0.824737596598401 0.865060133610108 FALSE 0 7 2 NO NO 3760 3.5753033334224 13126 4.11816548524312 20.2651226573213 28.7520950784702 39.1055919548987 55.2262684747829 3714 3.56995881809659 12106 4.08303654241197 92.2291634923053 16.9007103915414 25.1197753180241 35.6517429373864 52.5359325954072 46 1.67209785793572 1020 3.00902574208691 7.77083650769465 100 100 9 1 26 1.43136376415899 0.19808014627457 16 1.23044892137827 955 2.9804578922761 7.27563614200823 21 1.34242268082221 39 1.60205999132796 0.297120219411854 100 FALSE 1
43477 4755 52627 26019 1818 153 5263 4398 13811 0.997103757152195 0.832307580311123 0.866989452617875 FALSE 0 6 3 NO NO 4263 3.62981719601852 13663 4.13557785334493 16.9069750420845 24.8188538388348 34.1725828880919 49.6084315304106 4213 3.62469453127208 12675 4.10298223051826 92.7687916270219 13.7435897435897 21.3806706114398 30.879684418146 46.9112426035503 50 1.70757017609794 988 2.99519629159718 7.23120837297812 100 100 10 1.04139268515822 40 1.61278385671974 0.292761472590207 17 1.25527250510331 903 2.95616843047536 6.60909024372393 23 1.38021124171161 45 1.66275783168157 0.329356656663983 100 FALSE 1
46735 4573 57278 28908 2216 61 2230 4629 15700 0.99872611401355 0.862292993081342 0.847897549109841 FALSE 0 6 3 NO NO 4483 3.65166560392294 15542 4.19153484700678 16.767468794235 25.1190322995753 35.2528632093682 50.8621798996268 4436 3.64708942871655 15011 4.17643855574104 96.5834512932698 16.5811738058757 24.701885284125 34.5946306042236 50.1965225501299 47 1.68124123737559 531 2.72591163229505 3.41654870673015 100 100 7 0.903089986991944 20 1.32221929473392 0.12868356710848 16 1.23044892137827 441 2.64542226934909 2.83747265474199 24 1.39794000867204 70 1.85125834871908 0.450392484879681 100 FALSE 1
48351 3817 60284 25909 2380 39 3174 4799 16563 0.998913239751909 0.845861256507963 0.855581201726015 FALSE 0 6 3 NO NO 4657 3.66819948419866 16408 4.21508211501317 16.8820087762067 25.5241345685032 35.7813261823501 50.9568503169186 4609 3.66370092538965 15732 4.19681154266268 95.8800585080449 16.4124078311721 24.6058988049835 34.5982710399186 49.9110094075769 48 1.69019608002851 676 2.83058866868514 4.11994149195514 100 100 6 0.845098040014257 18 1.27875360095283 0.109702584105314 18 1.27875360095283 594 2.77451696572855 3.62018527547538 24 1.39794000867204 64 1.81291335664286 0.390053632374452 100 FALSE 1
61856 5536 88978 34058 2700 130 5938 5816 23619 0.998010076210674 0.849104534125448 0.86176346934101 FALSE 0 6 3 NO NO 5592 3.74764481932825 23369 4.36865871239223 15.8072660362018 24.1644914202576 34.1135692584193 48.9751380033378 5529 3.7427251313047 22267 4.3476812126349 95.2843510633746 14.8246283738267 22.7870840256882 32.5683747249293 47.5456954237212 63 1.80617997398389 1102 3.04257551244019 4.71564893662544 98.8203266787659 100 10 1.04139268515822 47 1.68124123737559 0.201121143395096 20 1.32221929473392 953 2.9795483747041 4.07805212033035 33 1.53147891704226 102 2.01283722470517 0.436475672899996 100 FALSE 1
46209 3918 64925 18416 2433 87 5175 4847 17392 0.998332566123314 0.839926402460944 0.852575406752871 FALSE 0 5 4 NO NO 4669 3.66931688056611 17197 4.23547794461295 17.6949467930453 26.7837413502355 36.9308600337268 52.1602605105542 4613 3.66407759018507 16225 4.21021147164183 94.3478513694249 16.2465331278891 24.788906009245 34.8228043143297 50.3913713405239 56 1.75587485567249 972 2.98811284026835 5.6521486305751 99.3827160493827 100 10 1.04139268515822 29 1.47712125471966 0.168634064080944 18 1.27875360095283 879 2.94448267215017 5.11135663197069 28 1.46239799789896 64 1.81291335664286 0.372157934523463 100 FALSE 1
48990 4564 69249 19882 2225 123 8326 4726 18026 0.99816931044149 0.833851103498363 0.853267029142889 FALSE 1 0 8 NO NO 4588 3.66171805769466 17877 4.25231893294165 19.8075739777368 28.6121832522235 39.1173015606645 54.1925378978576 4536 3.65676877926602 16484 4.21708895147917 92.207864854282 16.5129822858529 25.1334627517593 35.6891531181752 51.4074253821888 52 1.72427586960079 1393 3.14426277376199 7.79213514571796 99.8564249820531 100 8 0.954242509439325 33 1.53147891704226 0.184594730659507 20 1.32221929473392 1312 3.11826472608948 7.33903898864463 24 1.39794000867204 48 1.69019608002851 0.268501426413828 100 FALSE 1
34828 3271 39697 15607 1388 34 6962 3747 11872 0.99848382665222 0.807361859158219 0.874578104297419 FALSE 1 0 8 NO NO 3654 3.56288738129388 11776 4.07103467505415 22.9194972826087 31.4538043478261 41.40625 56.7510190217391 3597 3.55606115900953 10383 4.01636467945629 88.1708559782609 16.4595974188578 25.108350187807 35.5484927284985 52.2488683424829 57 1.76342799356294 1393 3.14426277376199 11.8291440217391 99.4974874371859 100 10 1.04139268515822 18 1.27875360095283 0.152853260869565 22 1.36172783601759 1329 3.12385164096709 11.2856657608696 25 1.41497334797082 46 1.67209785793572 0.390625 100 FALSE 1
69326 5358 94261 36411 3268 151 3753 5733 23915 0.997825632031016 0.858540664495697 0.855989606527449 FALSE 1 0 8 NO NO 5540 3.7435881501599 23712 4.37498650130111 15.7852564102564 23.8782051282051 34.0038798920378 48.9119433198381 5478 3.73870130043471 22919 4.36021461329535 96.655701754386 15.642043719185 23.5481478249487 33.3740564597059 48.2656311357389 62 1.79934054945358 793 2.8998205024271 3.34429824561404 98.4867591424969 100 8 0.954242509439325 52 1.72427586960079 0.219298245614035 22 1.36172783601759 647 2.81157500587059 2.72857624831309 32 1.51851393987789 94 1.97772360528885 0.39642375168691 100 FALSE 1
30109 2742 35930 13537 996 72 3380 3423 10131 0.998223274110924 0.830816305566266 0.855689610413967 FALSE 0 9 0 NO YES 3325 3.5219222448835 10023 4.00104105798609 20.1137384016761 29.2427416941036 39.5290831088496 55.6619774518607 3279 3.51587384371168 9306 3.96880971391286 92.8464531577372 17.7734794756071 26.4238125940254 36.8042123361272 53.5675908016334 46 1.67209785793572 717 2.8561244442423 7.1535468422628 100 100 5 0.778151250383644 18 1.27875360095283 0.179586950014966 21 1.34242268082221 655 2.81690383937566 6.53496956998903 20 1.32221929473392 44 1.65321251377534 0.438990322258805 100 FALSE 1
35887 2663 47311 17529 1493 57 2277 4326 14006 0.998215049979855 0.846351563011316 0.870769048429924 FALSE 0 9 0 NO YES 4179 3.62117628177504 13847 4.14138705486734 15.8012565898751 24.3446233841265 34.3467899183939 50.9424424062974 4133 3.61637047229127 13321 4.12456942932084 96.2013432512458 15.1114781172585 23.414158096239 33.255761579461 50.026274303731 46 1.67209785793572 526 2.72181061521255 3.79865674875424 100 100 6 0.845098040014257 25 1.41497334797082 0.180544522279194 16 1.23044892137827 464 2.66745295288995 3.35090633350184 24 1.39794000867204 37 1.57978359661681 0.267205892973207 100 FALSE 1
52876 4352 63474 21303 2108 73 5129 4973 17930 0.998382598439274 0.840267707283732 0.879252158810843 FALSE 0 9 0 NO YES 4780 3.67951874369579 17717 4.24841469734872 17.5932719986454 26.2290455494723 36.157362984704 51.5945137438618 4735 3.67541169371486 16698 4.22269046471134 94.2484619292205 15.8342316445083 24.0507845250928 33.8603425559947 49.7604503533357 45 1.66275783168157 1019 3.00860017176192 5.75153807077948 100 100 5 0.778151250383644 29 1.47712125471966 0.163684596715019 18 1.27875360095283 935 2.97127584873811 5.27741716994977 22 1.36172783601759 55 1.7481880270062 0.310436304114692 100 FALSE 1
63110 5365 78133 33811 2410 114 4972 5383 21184 0.998914274452929 0.849792295671359 0.861073989296644 FALSE 0 9 0 NO YES 5203 3.71633728788955 20992 4.32207450577378 16.9540777439024 25.5335365853659 35.4277820121951 50.562118902439 5153 3.71214441421489 20053 4.30220101060538 95.5268673780488 16.0424874083678 24.1509998503964 33.8054156485314 49.1896474342991 50 1.70757017609794 939 2.9731278535997 4.47313262195122 100 100 9 1 23 1.38021124171161 0.109565548780488 19 1.30102999566398 864 2.93701610746481 4.11585365853659 22 1.36172783601759 52 1.72427586960079 0.247713414634146 100 FALSE 1
35195 2976 36083 13487 1216 151 4168 3337 10205 0.995884369430785 0.827437529811428 0.865653242867964 FALSE 0 9 0 NO YES 3221 3.5081255360832 10087 4.00380507356503 20.600773272529 29.7015961138099 40.2399127589967 57.1825121443442 3178 3.50229052791477 9284 3.9677819080758 92.0392584514722 17.4924601464886 26.4541146057734 37.0422231796639 54.760878931495 43 1.64345267648619 803 2.90525604874845 7.96074154852781 100 100 9 1 42 1.63346845557959 0.416377515614157 19 1.30102999566398 729 2.86332286012046 7.22712402101715 15 1.20411998265592 32 1.51851393987789 0.3172400118965 100 FALSE 1
24858 1904 32587 11970 910 69 1781 3154 9091 0.997360025302651 0.846551533553458 0.857660479968672 FALSE 0 9 0 NO YES 3065 3.48657215051836 8998 3.95419425181586 17.9484329851078 27.2282729495443 38.3640809068682 55.6345854634363 3034 3.48215869541128 8641 3.93661426197521 96.0324516559235 17.4516838328897 26.3858349728041 37.3915056127763 54.8084712417544 31 1.50514997831991 357 2.55388302664387 3.96754834407646 100 100 6 0.845098040014257 24 1.39794000867204 0.266725939097577 14 1.17609125905568 315 2.4996870826184 3.5007779506557 11 1.07918124604762 18 1.27875360095283 0.200044454323183 100 FALSE 1
150122 16548 181850 88687 5610 92 15110 7975 44262 0.999367402964311 0.851836789830591 0.873457847937769 FALSE 1 1 7 NO YES 7571 3.87921060529176 43817 4.64165255102509 16.2699408905219 23.9998174224616 33.3135541000068 47.139238195221 7494 3.8747716371843 41487 4.61792249942528 94.6824291941484 14.5539566611228 21.994841757659 31.1157712054378 45.221394653747 77 1.89209460269048 2330 3.36754227352058 5.31757080585161 98.3690987124464 100 9 1 28 1.46239799789896 0.0639021384394185 21 1.34242268082221 2126 3.32776748990273 4.85199808293585 47 1.68124123737559 176 2.24797326636181 0.401670584476345 100 FALSE 1
44845 3756 59865 19259 1761 39 4836 4493 16200 0.99870370308722 0.833148147633859 0.864073540695345 FALSE 0 9 0 NO YES 4345 3.63808972198451 16041 4.20525851200406 18.035035222243 26.5382457452777 36.9178978866654 53.0702574652453 4294 3.63296316816726 15213 4.182243411919 94.8382270432018 16.6173667258266 24.8143035561691 35.1212778544666 51.6466180240584 51 1.7160033436348 828 2.91855453055027 5.1617729567982 99.8792270531401 100 7 0.903089986991944 21 1.34242268082221 0.130914531512998 20 1.32221929473392 748 2.87448181769947 4.66305093198678 24 1.39794000867204 59 1.77815125038364 0.367807493298423 100 FALSE 1
37213 3389 50596 19999 1734 64 1551 4437 14437 0.999030268754568 0.846297706693705 0.863059594749882 FALSE 0 9 0 NO YES 4285 3.63205216670581 14265 4.15430221968466 15.5695758850333 24.2341395022783 34.5881528215913 51.005958640028 4234 3.62685341466673 13844 4.14129296008159 97.0487206449352 15.5807570066455 24.0609650390061 34.2097659635943 50.5273042473274 51 1.7160033436348 421 2.62531245096167 2.95127935506484 99.7624703087886 100 6 0.845098040014257 14 1.17609125905568 0.0981423063441991 18 1.27875360095283 352 2.54777470538782 2.46757798808272 27 1.44715803134222 55 1.7481880270062 0.385559060637925 100 FALSE 1
51859 4345 65307 23624 2070 74 3251 5231 19719 0.998681474213357 0.845276129192517 0.867437056931357 FALSE 0 9 0 NO YES 5034 3.70199947488964 19496 4.28996779168673 16.2597455888387 25.0153877718506 34.6583914649159 49.8102174805088 4978 3.69714212627546 18700 4.2718648302194 95.9171112022979 15.6898395721925 23.9732620320856 33.4385026737968 48.7379679144385 56 1.75587485567249 796 2.90145832139611 4.08288879770209 99.2462311557789 100 8 0.954242509439325 26 1.43136376415899 0.133360689372179 18 1.27875360095283 700 2.84571801796666 3.59048009848174 30 1.49136169383427 70 1.85125834871908 0.359048009848174 100 FALSE 1
19925 1632 28831 8923 972 79 1216 2869 7760 0.997164947168602 0.85528350405247 0.86108136458587 FALSE 0 9 0 NO YES 2794 3.44638181222244 7676 3.88519154060685 17.6915059927045 26.5763418447108 37.9233976029182 56.5138092756644 2749 3.43933269383026 7373 3.8677031332701 96.0526315789474 17.1707581717076 25.9460192594602 37.2168723721687 55.9609385596094 45 1.66275783168157 303 2.48287358360875 3.94736842105263 100 100 9 1 22 1.36172783601759 0.286607608129234 19 1.30102999566398 257 2.41161970596323 3.34809796769151 17 1.25527250510331 24 1.39794000867204 0.312662845231892 100 FALSE 1
171458 17067 200965 95317 6012 111 9107 8498 49034 0.999449361463587 0.861422686123624 0.876514076658221 FALSE 1 1 7 NO YES 8029 3.90471554527868 48509 4.68583127462606 14.5478158692201 22.0227174338782 31.1735966521676 45.0225731307592 7959 3.90091306773767 46899 4.67117284271508 96.6810282627966 14.1005138702318 21.249920040939 30.2202605599266 44.0947568178426 70 1.85125834871908 1610 3.20709554041922 3.31897173720341 98.1366459627329 100 8 0.954242509439325 26 1.43136376415899 0.053598301346142 21 1.34242268082221 1380 3.14019367857863 2.84483291760292 41 1.6232492903979 204 2.31175386105575 0.420540518254345 100 FALSE 1
72826 5912 113995 26453 3704 143 7576 6191 27614 0.998732526617392 0.8487361480232 0.867494434890116 FALSE 1 1 7 NO YES 5993 3.77771673860963 27404 4.43782980640822 16.0086118814772 24.1935483870968 33.6155305794775 48.1243614070939 5933 3.77334754198082 26135 4.41723912146738 95.3692891548679 14.9339965563421 22.7357949110388 31.949493017027 46.6079969389707 60 1.78532983501077 1269 3.10380372095596 4.6307108451321 99.2119779353822 100 9 1 35 1.55630250076729 0.127718581229018 19 1.30102999566398 1132 3.0542299098634 4.13078382717851 32 1.51851393987789 102 2.01283722470517 0.372208436724566 100 FALSE 1
135290 12285 179259 78747 5530 99 29133 7733 42208 0.999218157458487 0.833609742031461 0.879572384483419 FALSE 1 1 7 NO YES 7348 3.86622824737965 41788 4.62106197871295 19.3739829616158 27.299703264095 36.3573274624294 49.3897769694649 7275 3.86189269039145 38029 4.58012632541158 91.0045946204652 14.8439348917931 22.5012490467801 31.7073812090773 45.4837098004155 73 1.86923171973098 3759 3.57518784492766 8.99540537953479 99.1753125831338 100 9 1 33 1.53147891704226 0.0789700392457165 24 1.39794000867204 3579 3.55388302664387 8.5646597109218 40 1.61278385671974 147 2.17026171539496 0.351775629367282 100 FALSE 1
77294 6205 102188 29058 3236 130 14828 5973 26205 0.998397252051747 0.822781911534905 0.87746579757077 FALSE 1 1 7 NO YES 5772 3.76140155749863 25989 4.41480627950101 19.719881488322 27.8079187348494 37.0695294162915 50.9292392935473 5709 3.75663610824585 23687 4.37452839438124 91.1424064027088 15.2910879385317 23.2237092075822 32.6592645755056 47.3677544644742 63 1.80617997398389 2302 3.36229393796423 8.85759359729116 99.4352736750652 100 7 0.903089986991944 42 1.63346845557959 0.161606833660395 23 1.38021124171161 2162 3.33505651943909 8.31890415175651 33 1.53147891704226 98 1.99563519459755 0.377082611874255 100 FALSE 1
115948 10835 164457 44805 4677 75 34480 6954 37500 0.999306666400185 0.809333333117511 0.873306433784951 FALSE 1 1 7 NO YES 6631 3.82164451754222 37155 4.57002895420665 21.4345310187054 29.4469115865967 38.7700174942807 52.1437222446508 6569 3.81756536955978 33120 4.52010344067098 89.1400888171175 15.2626811594203 23.2095410628019 32.8743961352657 47.3490338164251 62 1.79934054945358 4035 3.60595115756487 10.8599111828825 99.7026022304833 100 8 0.954242509439325 26 1.43136376415899 0.0699771228636792 22 1.36172783601759 3898 3.59095323518799 10.491185573947 32 1.51851393987789 111 2.04921802267018 0.298748486071861 100 FALSE 1
74748 6186 109596 32093 3130 77 7958 6073 26826 0.999105345187838 0.846193990588909 0.866994383436076 FALSE 1 0 8 NO NO 5822 3.76514679010803 26551 4.42409723940055 16.7451320100938 24.9708108922451 34.7670520884336 49.323942601032 5763 3.76072397214195 25223 4.40181395773985 94.998305148582 15.3669270110613 23.2129405701146 32.866827895175 47.670776672085 59 1.77815125038364 1328 3.12352498094273 5.00169485141803 99.3222891566265 100 6 0.845098040014257 24 1.39794000867204 0.0903920756280366 21 1.34242268082221 1212 3.08386080086657 4.56479981921585 32 1.51851393987789 92 1.96848294855394 0.34650295657414 100 FALSE 1
66626 5378 104023 26519 3305 122 3800 5857 25481 0.998783406852642 0.859424669024204 0.858992638046922 FALSE 1 0 8 NO NO 5637 3.75112507153558 25245 4.40219257787882 16.4032481679541 24.7336106159636 34.6999405822935 49.178055060408 5576 3.74640064449156 24496 4.38911290219226 97.0330758566053 16.2761267145656 24.3509144350098 34.1321032005225 48.6079359895493 61 1.79239168949825 749 2.8750612633917 2.96692414339473 98.5313751668892 100 7 0.903089986991944 31 1.50514997831991 0.122796593384829 21 1.34242268082221 633 2.80208925788173 2.50742721330957 33 1.53147891704226 85 1.93449845124357 0.336700336700337 100 FALSE 1
23542 1905 28369 11059 856 69 2278 3274 8669 0.997808281234504 0.849117544296785 0.871033716652767 FALSE 1 7 1 NO YES 3194 3.50447086249442 8585 3.93379088414342 18.0430984274898 26.1036691904485 36.5754222481072 54.2574257425743 3156 3.49927458189222 8010 3.9036867317365 93.3022714036109 15.5056179775281 23.3083645443196 33.8826466916355 52.2846441947566 38 1.5910646070265 575 2.76042248342321 6.69772859638905 100 100 8 0.954242509439325 18 1.27875360095283 0.209668025626092 15 1.20411998265592 522 2.71850168886727 6.08037274315667 15 1.20411998265592 35 1.55630250076729 0.40768782760629 100 FALSE 1
31060 2470 33867 14991 1276 137 5067 3569 10002 0.997000598883223 0.826034792215522 0.874224280919535 FALSE 1 7 1 NO YES 3465 3.5398285583779 9889 3.99519629159718 20.1334816462736 28.3446253412883 37.8602487612499 53.6353524117707 3420 3.53415307418506 8918 3.9503161639246 90.1810092021438 15.0594303655528 23.0657098004037 32.910966584436 49.831800852209 45 1.66275783168157 971 2.98766626492627 9.8189907978562 100 100 9 1 30 1.49136169383427 0.30336737789463 16 1.23044892137827 911 2.95999483832842 9.21225604206694 20 1.32221929473392 30 1.49136169383427 0.30336737789463 100 FALSE 1
61098 5451 83907 27558 2659 68 9101 5535 23125 0.998918918486954 0.836843242881365 0.852669901548151 FALSE 1 1 7 NO YES 5344 3.7279477095448 22924 4.36030934434206 19.4206944686791 27.8092828476706 37.8860582795324 51.8016053044844 5291 3.72361983551546 21289 4.32817566143832 92.8677368696563 16.4592042839025 24.6371365493917 34.7268542439758 49.1615388228663 53 1.73239375982297 1635 3.2137832993353 7.13226313034374 99.8165137614679 100 6 0.845098040014257 25 1.41497334797082 0.109056011167336 20 1.32221929473392 1533 3.18582535961296 6.68731460478102 27 1.44715803134222 77 1.89209460269048 0.335892514395393 100 FALSE 1
81266 7343 107021 40550 3128 159 8006 6120 27444 0.998032356435639 0.850349802925831 0.852535762813088 FALSE 1 1 7 NO YES 5875 3.76908178711822 27180 4.4342654305603 17.4098601913171 26.1957321559971 36.4385577630611 51.4164827078734 5801 3.76357772446665 25620 4.40859607646278 94.2604856512141 15.9055425448868 24.2661982825917 34.352068696331 49.6604215456674 74 1.8750612633917 1560 3.19340290306242 5.73951434878587 98.3974358974359 100 12 1.11394335230684 54 1.74036268949424 0.198675496688742 23 1.38021124171161 1393 3.14426277376199 5.12509197939661 39 1.60205999132796 113 2.05690485133647 0.415746872700515 100 FALSE 1
73757 6442 98957 31960 2979 119 19186 5517 24862 0.998753116805264 0.81304802477152 0.8559645821074 FALSE 1 1 7 NO YES 5304 3.72468538823736 24635 4.39157019541822 22.1676476557743 30.8625938705094 41.3639131317232 55.6890602800893 5243 3.71966268301805 21982 4.34208695990458 89.2307692307692 16.6044945864798 25.3389136566281 36.193249021927 51.5649167500682 61 1.79239168949825 2653 3.42390091852842 10.7692307692308 99.5853750471165 100 7 0.903089986991944 31 1.50514997831991 0.125837223462553 24 1.39794000867204 2535 3.40414924920969 10.2902374670185 30 1.49136169383427 87 1.94448267215017 0.353156078749746 100 FALSE 1
31554 2544 33280 17314 1064 96 2742 3491 9762 0.996107354029802 0.843064944844228 0.862937038581194 FALSE 1 1 7 NO YES 3396 3.53109554687003 9657 3.98488720106433 18.1526353940147 26.2089675882779 36.6780573677125 53.4016775396086 3357 3.52608069180203 9035 3.95597622224833 93.559076317697 15.9048146098506 23.6745987825125 34.2446043165468 51.4554510237963 39 1.60205999132796 622 2.79448804665917 6.44092368230299 100 100 7 0.903089986991944 38 1.5910646070265 0.393496945221083 15 1.20411998265592 546 2.73798732633343 5.65392979186083 17 1.25527250510331 38 1.5910646070265 0.393496945221083 100 FALSE 1
83018 5943 101440 31586 3210 77 8103 7711 36780 0.999102772974687 0.828602501134148 0.874469582797829 FALSE 1 1 7 NO YES 7416 3.87022827901179 36474 4.56199530056549 17.0971102703295 24.9191204693754 34.1859955036464 47.9245489938038 7342 3.86587352820781 34132 4.53317446074239 93.5789877721116 14.5347474510723 21.9793741943045 31.1906715106059 45.36212352045 74 1.8750612633917 2342 3.36977228859696 6.42101222788836 98.9752348420154 100 11 1.07918124604762 33 1.53147891704226 0.0904754071393321 22 1.36172783601759 2188 3.34024576156793 5.99879366123814 41 1.6232492903979 121 2.08635983067475 0.331743159510884 100 FALSE 1
303244 25749 441002 127345 13437 96 37840 10943 102771 0.999708088760476 0.845150869326449 0.877153975620168 FALSE 1 1 7 NO YES 10120 4.00522342485814 101827 5.00786721388942 15.1315466428354 22.888821236018 32.1908727547703 45.5969438361142 10034 4.0015173768235 97025 4.98688812749805 95.2841584255649 13.7428497809843 21.1502190157176 30.2148930687967 43.8041741819119 86 1.93951925261862 4802 3.68151258663896 4.71584157443507 98.6672219908371 100 11 1.07918124604762 30 1.49136169383427 0.0294617341176702 24 1.39794000867204 4429 3.64640372622307 4.34953401357204 51 1.7160033436348 343 2.53655844257153 0.336845826745362 99.7084548104956 FALSE 1
80262 6114 125890 32544 4282 102 12154 6491 31850 0.998963892935961 0.837676608842174 0.854473829050603 FALSE 1 1 7 NO YES 6242 3.79539333493129 31586 4.4995083804061 18.2644209459887 27.1006141961629 37.5451149243336 52.0958652567593 6182 3.79119924649888 29658 4.47215650401525 93.8960298866587 16.2890282554454 24.7622901072223 35.0495650414728 49.9460516555398 60 1.78532983501077 1928 3.28533222764388 6.10397011334135 99.4813278008299 100 9 1 33 1.53147891704226 0.104476666877731 21 1.34242268082221 1802 3.2559957267224 5.70505920344456 30 1.49136169383427 93 1.9731278535997 0.294434243019059 100 FALSE 1
148586 12509 212979 62286 7047 85 12538 8360 52357 0.999274213381348 0.84735565428742 0.863169993855646 FALSE 1 1 7 NO YES 7978 3.90194846507308 51932 4.71544341109522 15.6762689671108 23.5712085034276 33.2665793730263 47.3234229376877 7901 3.89773702534543 49840 4.69758674733741 95.9716552414696 14.8475120385233 22.5381219903692 31.9963884430177 46.123595505618 77 1.89209460269048 2092 3.32076922833869 4.02834475853039 98.2791586998088 100 7 0.903089986991944 38 1.5910646070265 0.073172610336594 23 1.38021124171161 1838 3.26458172923808 3.53924362628052 47 1.68124123737559 216 2.33645973384853 0.415928521913271 100 FALSE 1
30658 3779 39294 12572 1084 119 4205 3806 11178 0.996511002865887 0.844605474284661 0.874663737105263 FALSE 1 7 1 NO YES 3691 3.56726169235387 11053 4.04351946024576 18.4746222744956 26.9248167918212 36.8044874694653 52.8996652492536 3646 3.56193576331378 10152 4.00659438618414 91.8483669591966 14.9330181245075 23.0397951142632 33.0378250591017 49.891646966115 45 1.66275783168157 901 2.95520653754194 8.1516330408034 100 100 8 0.954242509439325 39 1.60205999132796 0.352845381344431 18 1.27875360095283 827 2.91803033678488 7.48213154799602 19 1.30102999566398 35 1.55630250076729 0.316656111462951 100 FALSE 1
