unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent outliers H1975 H2228 HCC827 poor_quality traj total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RaceID2
49790 6804 68827 37718 2075 83 5696 2759 7910 0.997850820483122 0.844879897794084 0.860555169968179 FALSE 0 6 3 NO NO 2665 3.42586014507784 7798 3.89203892034129 17.9404975634778 26.5965632213388 37.3942036419595 55.9630674531931 2628 3.41979058610636 7286 3.86254876952479 93.4342139010003 15.5778204776283 24.0049409827066 34.820203129289 54.1861103486138 37 1.57978359661681 512 2.71011736511182 6.56578609899974 100 100 8 0.954242509439325 17 1.25527250510331 0.218004616568351 21 1.34242268082221 482 2.68394713075151 6.18107206976148 8 0.954242509439325 13 1.14612803567824 0.166709412669915 100 FALSE 4
59810 6138 82988 41434 2313 114 2473 3010 8877 0.999098793512337 0.873718597641412 0.852877263853482 FALSE 0 6 3 NO NO 2884 3.46014581749175 8725 3.9408152086508 16.8595988538682 25.6389684813754 36.6991404011461 55.4727793696275 2851 3.45514952117983 8522 3.9305924884426 97.6733524355301 16.873973245717 25.6160525698193 36.6345928185872 55.4212626144098 33 1.53147891704226 203 2.3096301674259 2.32664756446991 100 100 3 0.602059991327962 8 0.954242509439325 0.0916905444126074 16 1.23044892137827 170 2.23299611039215 1.94842406876791 14 1.17609125905568 25 1.41497334797082 0.286532951289398 100 FALSE 3
55831 4710 89336 31443 2123 4 5701 3102 9798 0.999591752398865 0.855582771121063 0.845477806207587 FALSE 0 6 3 NO NO 2988 3.47552591503928 9658 3.98493216606741 17.363843445848 26.2683785462829 37.2230275419342 55.435908055498 2947 3.46952747918701 9271 3.96717342295554 95.9929592048043 16.7295868838313 25.5096537590335 36.3175493474275 54.7082299644051 41 1.6232492903979 387 2.58883172559421 4.00704079519569 100 100 2 0.477121254719662 4 0.698970004336019 0.0414164423276041 20 1.32221929473392 344 2.53781909507327 3.56181404017395 19 1.30102999566398 39 1.60205999132796 0.40381031269414 100 FALSE 3
70190 7720 113591 41863 3859 190 6112 3879 13097 0.998014811790475 0.855997556038789 0.864166706752152 FALSE 0 6 3 NO NO 3696 3.56784945057311 12880 4.10994958023059 16.3819875776398 24.7981366459627 35.1863354037267 52.3447204968944 3652 3.56264967221192 12319 4.09061070782841 95.6444099378882 15.7561490380713 23.8087507102849 34.0449711827259 51.3759233704034 44 1.65321251377534 561 2.74973631556906 4.3555900621118 100 100 8 0.954242509439325 26 1.43136376415899 0.201863354037267 16 1.23044892137827 483 2.68484536164441 3.75 20 1.32221929473392 52 1.72427586960079 0.403726708074534 100 FALSE 3
58668 5128 94289 28685 3797 111 7891 3166 10248 0.998048398713848 0.856557376213351 0.842407452764 FALSE 0 5 4 NO NO 3046 3.48387245422267 10110 4.00479411038871 18.6943620178042 27.675568743818 38.5558852621167 56.1918892185954 3009 3.47856649559384 9624 3.98340073818054 95.1928783382789 17.8200332502078 26.4235245220283 37.1259351620948 55.0498753117207 37 1.57978359661681 486 2.68752896121463 4.80712166172107 100 100 4 0.698970004336019 18 1.27875360095283 0.178041543026706 19 1.30102999566398 443 2.64738297011462 4.38180019782394 14 1.17609125905568 25 1.41497334797082 0.247279920870425 100 FALSE 3
56465 5187 91450 26304 2749 56 9311 3143 10468 0.998567060566902 0.833492547923679 0.863583431807956 FALSE 1 0 8 NO NO 3025 3.48086892368717 10332 4.01422642938923 19.2121564072784 28.2133178474642 39.0437475803329 57.0267131242741 2985 3.47508980338901 9600 3.98231646969207 92.9152148664344 16.5520833333333 25.3541666666667 36.1354166666667 55 40 1.61278385671974 732 2.86510397464113 7.08478513356562 100 100 4 0.698970004336019 15 1.20411998265592 0.145180023228804 19 1.30102999566398 690 2.8394780473742 6.67828106852497 17 1.25527250510331 27 1.44715803134222 0.261324041811847 100 FALSE 3
40622 4512 52062 20769 1611 21 8462 2460 7218 0.998753115823285 0.828068715948921 0.878219897173875 FALSE 1 0 8 NO NO 2388 3.37821614974988 7131 3.85321133450332 22.0866638620109 30.4866077688964 41.3406254382275 60.5665404571589 2352 3.37162192717602 6383 3.80509287834267 89.5105875753751 16.7006109979633 25.2859157136143 36.6442111859627 57.2928090239699 36 1.56820172406699 748 2.87448181769947 10.4894124246249 100 100 5 0.778151250383644 9 1 0.12620950778292 20 1.32221929473392 718 2.85672889038288 10.0687140653485 11 1.07918124604762 21 1.34242268082221 0.294488851493479 100 FALSE 4
81736 7420 130512 52017 3591 169 3432 3895 13998 0.997785397201182 0.859051292428167 0.845334443967393 FALSE 1 0 8 NO NO 3724 3.57112627708431 13809 4.14019367857863 16.561662683757 25.2226808603085 35.6216959953653 52.4657831848794 3679 3.56584781867352 13367 4.12606643688533 96.7991889347527 16.5257724246278 25.0168324979427 35.1761801451335 52.0610458592055 45 1.66275783168157 442 2.64640372622307 3.2008110652473 100 100 6 0.845098040014257 31 1.50514997831991 0.224491273806938 18 1.27875360095283 363 2.56110138364906 2.6287203997393 21 1.34242268082221 48 1.69019608002851 0.347599391701065 100 FALSE 3
37565 3641 54166 18579 1607 61 4574 2141 6022 0.998007304885408 0.841082695381796 0.853867728549106 FALSE 0 9 0 NO YES 2084 3.31910605930978 5953 3.77480883031071 19.8723332773392 29.1617671762137 41.3405005879389 62.0359482613808 2053 3.31260043926126 5591 3.74756716273762 93.9190324206283 18.2972634591307 27.4190663566446 39.6530137721338 60.8120193167591 31 1.50514997831991 362 2.55990662503611 6.08096757937175 100 100 5 0.778151250383644 12 1.11394335230684 0.201579035780279 17 1.25527250510331 338 2.53019969820308 5.67780950781119 9 1 12 1.11394335230684 0.201579035780279 100 FALSE 1
38648 3513 55631 22489 1628 158 1646 2758 8134 0.996188835755853 0.862675189497572 0.863534714120096 FALSE 0 9 0 NO YES 2677 3.42781057267599 8034 3.90498588109936 17.0525267612646 25.7406024396316 36.9429922827981 56.285785411999 2641 3.42193281327851 7736 3.8885725968576 96.2907642519293 16.7657704239917 25.1809720785936 36.3495346432265 55.9332988624612 36 1.56820172406699 298 2.47567118832443 3.7092357480707 100 100 8 0.954242509439325 31 1.50514997831991 0.385860094597959 16 1.23044892137827 244 2.38916608436453 3.03709235748071 12 1.11394335230684 23 1.38021124171161 0.286283295992034 100 FALSE 7
57997 4898 81150 27596 2490 89 6675 3168 10120 0.99871541403289 0.840513833161548 0.876876603876874 FALSE 0 9 0 NO YES 3043 3.48344464809854 9969 3.99869515831166 17.9356003611195 26.2814725649513 37.3257097000702 56.0537666766978 2999 3.47712125471966 9451 3.97552371296033 94.8038920654027 16.6014178393821 24.6217331499312 35.7210877155857 54.8513384827002 44 1.65321251377534 518 2.71516735784846 5.19610793459725 100 100 7 0.903089986991944 13 1.14612803567824 0.130404253184873 20 1.32221929473392 478 2.68033551341456 4.7948640786438 17 1.25527250510331 27 1.44715803134222 0.270839602768583 100 FALSE 7
74234 8105 110060 44614 2663 109 5044 3613 12375 0.998222221415578 0.863111110413648 0.859716476996786 FALSE 0 9 0 NO YES 3454 3.53844805171022 12169 4.08529057823007 16.525597830553 25.532089736215 36.0834908373737 53.7924233708604 3411 3.53300902249549 11714 4.06874229293298 96.2609910428137 16.313812532013 25.0810995390131 35.3935461840533 53.2098343862045 43 1.64345267648619 455 2.65896484266444 3.73900895718629 100 100 7 0.903089986991944 17 1.25527250510331 0.139699235763004 17 1.25527250510331 375 2.57518784492766 3.0816007888898 19 1.30102999566398 63 1.80617997398389 0.517708932533487 100 FALSE 7
46617 3562 49470 19530 1425 26 4974 2065 5966 0.998826682871561 0.833053971114559 0.854842683803748 FALSE 0 9 0 NO YES 1995 3.30016053695135 5859 3.76789761601809 22.1539511862093 31.763099505035 43.9153439153439 64.5161290322581 1964 3.29336255471145 5477 3.73862202791794 93.4801160607612 20.1935366076319 29.5234617491327 41.9937922220194 63.3010772320613 31 1.50514997831991 382 2.58319877396862 6.51988393923878 100 100 6 0.845098040014257 7 0.903089986991944 0.1194743130227 16 1.23044892137827 357 2.55388302664387 6.09318996415771 9 1 18 1.27875360095283 0.307219662058372 100 FALSE 1
30050 2897 45140 15769 1607 85 1647 1996 5249 0.998666410747444 0.83768336666473 0.863781932211979 FALSE 0 9 0 NO YES 1936 3.28712962071911 5170 3.71357453777207 17.678916827853 27.1953578336557 40.1160541586073 62.2823984526112 1908 3.28080592839367 5010 3.69992440274248 96.9052224371373 17.8443113772455 27.1457085828343 39.8802395209581 62.2554890219561 28 1.46239799789896 160 2.20682587603185 3.09477756286267 100 100 3 0.602059991327962 7 0.903089986991944 0.135396518375242 16 1.23044892137827 142 2.15533603746506 2.74661508704062 9 1 11 1.07918124604762 0.212765957446809 100 FALSE 7
173901 21518 249376 117091 7040 213 22207 5834 26318 0.999278060263212 0.858043923984329 0.865908934604098 FALSE 1 1 7 NO YES 5497 3.74020473550745 25940 4.41398671369528 16.6538164996145 25.0578257517348 34.6800308404009 49.6029298380879 5438 3.73551905881517 24610 4.3911292604179 94.8727833461835 15.4164973587972 23.3360422592442 32.7752945956928 47.9601787891101 59 1.77815125038364 1330 3.12417805547468 5.1272166538165 99.3233082706767 100 7 0.903089986991944 19 1.30102999566398 0.0732459521973786 21 1.34242268082221 1219 3.08635983067475 4.69930609097918 31 1.50514997831991 92 1.96848294855394 0.354664610639938 100 FALSE 3
55789 4425 81053 27239 2522 169 4213 2942 9358 0.996794185726871 0.845052360712703 0.862042250435723 FALSE 0 9 0 NO YES 2840 3.45347123372294 9239 3.96567197122011 17.3070678644875 26.4639030198073 37.6772377962983 56.6403290399394 2800 3.44731310882357 8844 3.94669783724574 95.7246455244074 16.6327453640886 25.6897331524197 36.7819990954319 55.9814563545907 40 1.61278385671974 395 2.59769518592551 4.2753544755926 100 100 7 0.903089986991944 30 1.49136169383427 0.324710466500704 18 1.27875360095283 329 2.51851393987789 3.56099144929105 15 1.20411998265592 36 1.56820172406699 0.389652559800844 100 FALSE 7
43950 3909 70095 26936 2407 82 1948 2862 8108 0.997533299213698 0.860754809002522 0.860877083279374 FALSE 0 9 0 NO YES 2733 3.4367985102318 7949 3.90036712865647 16.4674801861869 25.0597559441439 35.9416278777205 55.2899735815826 2695 3.43071988786328 7744 3.88902142209522 97.4210592527362 16.7097107438017 25.1807851239669 35.9245867768595 55.3460743801653 38 1.5910646070265 205 2.31386722036915 2.57894074726381 100 100 7 0.903089986991944 20 1.32221929473392 0.25160397534281 17 1.25527250510331 166 2.22271647114758 2.08831299534533 14 1.17609125905568 19 1.30102999566398 0.23902377657567 100 FALSE 7
55925 5373 75557 31650 2599 50 3272 3268 10982 0.998907301949638 0.851848478554135 0.857311184382458 FALSE 0 9 0 NO YES 3154 3.49899936358015 10837 4.03494914667637 17.292608655532 26.3726123465904 37.7595275445234 55.7718925902002 3120 3.49429376866533 10415 4.01770097122412 96.1059333763957 16.745079212674 25.6265002400384 36.8218915026404 55.0552088334133 34 1.54406804435028 422 2.62634036737504 3.89406662360432 100 100 4 0.698970004336019 12 1.11394335230684 0.110731752329981 17 1.25527250510331 385 2.58658730467176 3.55264372058688 13 1.14612803567824 25 1.41497334797082 0.23069115068746 100 FALSE 7
28971 2827 45321 12257 1524 120 1883 1859 4747 0.997472085533027 0.857804927622067 0.836526571462879 FALSE 0 9 0 NO YES 1792 3.25358028956218 4673 3.66968870805621 19.0455809972181 28.2901776160924 41.4080890220415 64.4767815108068 1766 3.24723654950676 4507 3.65398390737407 96.4476781510807 18.5489238961615 27.7790104282228 41.0916352340803 64.3221655203018 26 1.43136376415899 166 2.22271647114758 3.55232184891932 100 100 4 0.698970004336019 12 1.11394335230684 0.256794350524288 13 1.14612803567824 141 2.15228834438306 3.01733361866039 9 1 13 1.14612803567824 0.278193879734646 100 FALSE 7
203506 23187 306354 128352 8480 102 15489 6269 29535 0.99962756018296 0.867039105851688 0.868189988762489 FALSE 1 1 7 NO YES 5840 3.76648720623969 29035 4.46293678773126 15.1747890477011 23.344239710694 33.0979851902876 47.9455829171689 5782 3.76215319230359 28045 4.44787092969905 96.5903220251421 14.8190408272419 22.6635763950793 32.159030130148 47.0743448029952 58 1.77085201164214 990 2.99607365448528 3.40967797485793 99.1919191919192 100 8 0.954242509439325 11 1.07918124604762 0.0378853108317548 21 1.34242268082221 883 2.94645226501307 3.04115722403995 29 1.47712125471966 96 1.98677173426624 0.330635439986224 100 FALSE 3
87653 8706 159131 34289 4827 83 8563 4268 16132 0.999504090627632 0.85364492880384 0.870443298758183 FALSE 1 1 7 NO YES 4072 3.609914410086 15893 4.20123320868087 16.2461461020575 24.1427043352419 34.197445416221 50.8714528408733 4024 3.60476588470389 15216 4.18232904061671 95.7402630088718 15.358832807571 22.9495268138801 32.8864353312303 49.8948475289169 48 1.69019608002851 677 2.83122969386706 4.25973699112817 100 100 3 0.602059991327962 8 0.954242509439325 0.0503366261876298 20 1.32221929473392 605 2.78247262416629 3.8067073554395 25 1.41497334797082 64 1.81291335664286 0.402693009501038 100 FALSE 3
151986 18256 233157 106656 7386 126 32594 5559 24724 0.999312408591121 0.852289273235605 0.881653097535554 FALSE 1 1 7 NO YES 5244 3.71974549252958 24339 4.38632057389405 19.3927441554706 27.1498418176589 36.7517153539587 51.5715518303957 5186 3.71491624799358 22301 4.34834381147937 91.6266075023625 15.3446033810143 23.0617461100399 32.7474104300256 48.3431236267432 58 1.77085201164214 2038 3.30941722577814 8.37339249763754 99.6074582924436 100 7 0.903089986991944 17 1.25527250510331 0.0698467480175849 22 1.36172783601759 1930 3.28578227377939 7.92966021611406 29 1.47712125471966 91 1.96378782734556 0.373885533505896 100 FALSE 4
81743 7731 130412 37314 3797 127 19428 3989 14764 0.998509888242678 0.84198049252101 0.86297692835483 FALSE 1 1 7 NO YES 3813 3.58138068870999 14563 4.16328067026191 19.8379454782668 28.407608322461 38.2956808349928 54.1509304401566 3765 3.57588031568065 13470 4.1293998361359 92.4946782943075 16.829992576095 25.0334075723831 35.0779510022272 51.6555308092056 48 1.69019608002851 1093 3.03901732199741 7.50532170569251 100 100 7 0.903089986991944 22 1.36172783601759 0.151067774497013 24 1.39794000867204 1037 3.01619735351244 7.12078555242738 17 1.25527250510331 34 1.54406804435028 0.233468378768111 100 FALSE 3
141529 12850 224743 57816 7409 132 44545 4912 22205 0.998964196802988 0.826795766346861 0.864624695057557 FALSE 1 1 7 NO YES 4674 3.66978161520854 21941 4.34127621072169 21.7537942664418 30.1991705027118 39.7520623490269 54.3275146985096 4631 3.66576855071938 19792 4.2965116246613 90.2055512510825 16.7997170573969 25.141471301536 34.8726758286176 50.4799919159256 43 1.64345267648619 2149 3.33243845991561 9.79444874891755 100 100 4 0.698970004336019 23 1.38021124171161 0.104826580374641 22 1.36172783601759 2073 3.31680875205302 9.44806526594048 17 1.25527250510331 53 1.73239375982297 0.241556902602434 100 FALSE 4
83852 8947 150175 43661 4561 127 9591 4121 15760 0.998794415609902 0.854631979153152 0.858946155491018 FALSE 1 0 8 NO NO 3920 3.59339684230021 15529 4.19117145572856 17.1034838044948 25.590830059888 36.0036061562238 52.901023890785 3869 3.58771096501891 14809 4.17055505852121 95.3635134264924 16.0240394354784 24.431089202512 34.6883651833345 51.792828685259 51 1.7160033436348 720 2.85793526471943 4.63648657350763 99.8611111111111 100 4 0.698970004336019 19 1.30102999566398 0.122351729023118 21 1.34242268082221 633 2.80208925788173 4.07624444587546 26 1.43136376415899 68 1.83884909073726 0.437890398609054 100 FALSE 3
77656 6434 150871 32916 5145 128 6507 4046 15132 0.998876552340156 0.863071635697151 0.844633330271392 FALSE 1 0 8 NO NO 3865 3.58726184969253 14927 4.17400162640242 17.1836269846587 25.8323842701146 36.2363502378241 52.4485831044416 3823 3.58251788360406 14452 4.15995800267852 96.8178468546928 17.0287849432604 25.5051203985608 35.7113202324938 51.9236091890396 42 1.63346845557959 475 2.67760695272049 3.18215314530716 100 100 4 0.698970004336019 17 1.25527250510331 0.113887586253098 17 1.25527250510331 407 2.61066016308988 2.72660280029477 21 1.34242268082221 51 1.7160033436348 0.341662758759295 100 FALSE 3
27769 3109 38197 15568 1318 97 3131 1988 5123 0.996876828036547 0.851454224377407 0.860236462548385 FALSE 1 7 1 NO YES 1932 3.28623185402855 5062 3.70440792738684 18.3721849071513 27.7163176610036 40.5768470960095 62.8802844725405 1901 3.2792105126014 4762 3.67788058151159 94.0734887396286 16.9466610667787 26.2704745905082 39.0382192356153 62.0537589248215 31 1.50514997831991 300 2.47856649559384 5.92651126037139 100 100 4 0.698970004336019 16 1.23044892137827 0.316080600553141 19 1.30102999566398 266 2.42651126136458 5.25483998419597 8 0.954242509439325 18 1.27875360095283 0.355590675622284 100 FALSE 1
37112 3250 47444 22656 1224 8 6639 2263 6106 0.999344905012537 0.840812314377969 0.877168560156305 FALSE 1 7 1 NO YES 2171 3.33685982091681 5988 3.77735431308421 20.62458249833 29.37541750167 40.6813627254509 60.7214428857716 2143 3.33122478102073 5489 3.73957234445009 91.6666666666667 16.6697030424485 25.3233740207688 37.0741482965932 58.3166332665331 28 1.46239799789896 499 2.69897000433602 8.33333333333333 100 100 3 0.602059991327962 4 0.698970004336019 0.0668002672010688 19 1.30102999566398 487 2.68841982200271 8.13293253173013 6 0.845098040014257 8 0.954242509439325 0.133600534402138 100 FALSE 4
66710 6409 106288 36703 3490 107 11092 3698 13141 0.9983258496322 0.833346015650753 0.852598087970407 FALSE 1 1 7 NO YES 3553 3.55071742346928 12989 4.11360915107303 18.3385941950882 27.2384325198245 37.7627223034876 54.4614673954885 3509 3.54530711646582 12097 4.08271358017133 93.1326507044422 15.8634372158386 24.5846077539886 35.1078779862776 52.3683557906919 44 1.65321251377534 892 2.95085145888855 6.86734929555778 100 100 9 1 22 1.36172783601759 0.169374085764878 18 1.27875360095283 816 2.91222205653242 6.28223881746093 17 1.25527250510331 54 1.74036268949424 0.415736392331973 100 FALSE 4
98937 11210 156114 58545 5126 108 9547 4164 15856 0.998107971116229 0.857278001477499 0.85431328562482 FALSE 1 1 7 NO YES 3956 3.59736605026603 15613 4.19351417502867 17.6263370268366 26.4587202971882 36.738615256517 53.6860308717095 3903 3.59150980899465 14823 4.17096540631084 94.9401140075578 16.6228158942184 25.0354179315928 35.2290359576334 52.4320313027052 53 1.73239375982297 790 2.89817648349768 5.0598859924422 99.620253164557 100 6 0.845098040014257 29 1.47712125471966 0.185742650355473 22 1.36172783601759 705 2.8488047010518 4.51546787933133 25 1.41497334797082 56 1.75587485567249 0.358675462755396 100 FALSE 3
93484 8180 143402 48761 5149 149 25940 3822 14945 0.998795583138979 0.829909668230238 0.849313583597468 FALSE 1 1 7 NO YES 3650 3.56241183294973 14745 4.16867422956708 22.2923024754154 31.7599186164802 42.4008138351984 58.3994574432011 3594 3.5556988947189 13292 4.12362300475127 90.1458121397084 17.905507071923 27.1441468552513 38.000300932892 55.1685224195005 56 1.75587485567249 1453 3.16256440652302 9.85418786029162 99.5870612525809 100 8 0.954242509439325 18 1.27875360095283 0.122075279755849 24 1.39794000867204 1391 3.14363923527454 9.43370634113259 24 1.39794000867204 44 1.65321251377534 0.298406239403188 100 FALSE 4
35547 3631 47026 25567 1561 189 3306 2251 5880 0.997448977895495 0.85493197133515 0.859522347751109 FALSE 1 1 7 NO YES 2170 3.33665982345442 5785 3.76237842931196 18.1503889369058 27.9170267934313 40.1728608470181 60.7778738115817 2135 3.32960124835652 5429 3.73479982958885 93.8461538461538 16.4855406152146 26.1374102044575 38.4969607662553 59.6242401915638 35 1.55630250076729 356 2.55266821611219 6.15384615384615 100 100 7 0.903089986991944 15 1.20411998265592 0.259291270527226 17 1.25527250510331 322 2.5092025223311 5.56611927398444 11 1.07918124604762 19 1.30102999566398 0.328435609334486 100 FALSE 3
73995 8539 108661 42591 3062 337 8396 3662 12358 0.998300695097669 0.851917785360157 0.847871137828825 FALSE 1 1 7 NO YES 3495 3.54357142396237 12167 4.08521920104494 16.9885756554615 25.6842278293745 36.1962685953809 53.7848278129366 3457 3.5388249889379 11599 4.06445798922692 95.3316347497329 16.1479437882576 24.3814121907061 34.8047245452194 52.6597120441417 38 1.5910646070265 568 2.75511226639507 4.66836525026712 100 100 5 0.778151250383644 20 1.32221929473392 0.164379058107997 17 1.25527250510331 510 2.70842090013471 4.19166598175392 16 1.23044892137827 38 1.5910646070265 0.312320210405194 100 FALSE 3
391466 40129 656297 189263 18972 44 50079 8923 64085 0.999719122883714 0.859358664139914 0.864663983043773 FALSE 1 1 7 NO YES 8165 3.91200937558698 63119 4.80016699020136 15.1618371647206 23.2497346282419 32.9805605285255 46.6293825947813 8088 3.90789483541628 60506 4.78180562069405 95.8602005735199 14.3704756553069 22.1399530625062 31.5291045516147 45.2417942022279 77 1.89209460269048 2613 3.41730558324453 4.13979942648014 98.6988136241868 100 9 1 18 1.27875360095283 0.0285175620653052 25 1.41497334797082 2410 3.38219721037745 3.81818469874364 43 1.64345267648619 185 2.26951294421792 0.293097165671192 100 FALSE 3
96549 9489 169934 44917 5602 194 15482 4423 18080 0.998561946350353 0.849170353512627 0.850220768683203 FALSE 1 1 7 NO YES 4218 3.62520952538188 17841 4.25144353503336 18.3117538254582 27.3751471330082 38.0471946639762 53.8366683481868 4176 3.62086447526512 16798 4.22528343009444 94.1539151392859 16.6269794023098 25.3839742826527 35.8435528039052 52.1133468270032 42 1.63346845557959 1043 3.01870049866624 5.84608486071409 100 100 6 0.845098040014257 26 1.43136376415899 0.145731741494311 19 1.30102999566398 960 2.98272338766855 5.3808643013284 17 1.25527250510331 57 1.76342799356294 0.319488817891374 100 FALSE 3
186304 16446 300225 86636 10843 63 17022 6044 30675 0.99964140146711 0.860766095888911 0.857245034312947 FALSE 1 1 7 NO YES 5746 3.7594411971337 30328 4.48185809110059 16.2654972302822 24.3042732788183 34.5950936428383 49.868108678449 5692 3.75534118381155 29220 4.46569507426257 96.3466103930361 15.523613963039 23.4599589322382 33.5763175906913 48.8877481177276 54 1.74036268949424 1108 3.04493154614916 3.65338960696386 99.6389891696751 100 5 0.778151250383644 11 1.07918124604762 0.0362701134265365 20 1.32221929473392 1003 3.001733712809 3.30717488789238 29 1.47712125471966 94 1.97772360528885 0.309944605644949 100 FALSE 3
38264 6698 56769 19041 1725 93 7031 2366 6546 0.997402992671245 0.8417354096521 0.867398613812078 FALSE 1 7 1 NO YES 2291 3.36021461329535 6459 3.81023251799508 18.7180678123549 27.6358569437993 39.0927388140579 59.204211178201 2260 3.35430056234536 5989 3.77742682238931 92.7233317851061 15.9459008181666 24.595091000167 36.2998831190516 57.22157288362 31 1.50514997831991 470 2.6730209071289 7.27666821489395 100 100 6 0.845098040014257 17 1.25527250510331 0.263198637559994 19 1.30102999566398 445 2.64933485871214 6.88961139495278 6 0.845098040014257 8 0.954242509439325 0.123858182381174 100 FALSE 4
130963 17285 150481 139870 4778 117 8602 4278 16257 0.998462200283901 0.862274711901166 0.864304075595697 FALSE 1 1 7 NO YES 4070 3.6097011023794 15985 4.20373980863386 17.5164216452925 26.0619330622459 36.1151079136691 52.1676571786049 4020 3.60433407310291 15335 4.18571209987001 95.9336878323428 16.9351157482882 25.1711770459733 35.102706227584 51.3009455493968 50 1.70757017609794 650 2.81358098856819 4.06631216765718 100 100 8 0.954242509439325 25 1.41497334797082 0.156396621832968 18 1.27875360095283 562 2.75050839485135 3.51579605880513 24 1.39794000867204 63 1.80617997398389 0.39411948701908 100 FALSE 3
106747 10922 176019 57707 5121 103 5583 4731 19254 0.9989093170256 0.861639139471466 0.845797836398755 FALSE 1 1 7 NO YES 4480 3.65137494391304 18983 4.27838772520928 16.5200442501185 24.9697097402939 35.5001843754939 51.6356740241269 4434 3.64689362416774 18450 4.2660199088535 97.1922246220302 16.5040650406504 24.9376693766938 35.2737127371274 51.2953929539295 46 1.67209785793572 533 2.72754125702856 2.80777537796976 100 100 7 0.903089986991944 21 1.34242268082221 0.110625296317758 18 1.27875360095283 429 2.63346845557959 2.2599167676342 21 1.34242268082221 83 1.92427928606188 0.437233314017805 100 FALSE 3
93618 9481 176139 45110 5437 134 10621 4462 17540 0.999144811288971 0.858266818210794 0.854047403621777 FALSE 1 1 7 NO YES 4254 3.62889956442061 17295 4.23794567660924 16.6406475860075 25.4697889563458 36.0682278115062 52.5932350390286 4212 3.62459145912685 16641 4.221205517674 96.2185602775369 16.237004987681 24.8422570758969 35.1421188630491 51.739679105823 42 1.63346845557959 654 2.81624129999178 3.78143972246314 100 100 4 0.698970004336019 15 1.20411998265592 0.0867302688638335 18 1.27875360095283 583 2.7664128471124 3.37091644984099 20 1.32221929473392 56 1.75587485567249 0.323793003758312 100 FALSE 3
44149 3695 59637 29664 2035 266 5319 2464 6459 0.995200493891933 0.862362593493788 0.862206437209417 FALSE 1 7 1 NO YES 2335 3.36847283844036 6302 3.79954730712562 17.7245318946366 26.3884481117106 38.0355442716598 58.5052364328784 2297 3.36135002435227 5913 3.7718813201901 93.8273563947953 16.0155589379334 24.4207677997632 36.1407069169626 57.1452731270083 38 1.5910646070265 389 2.5910646070265 6.1726436052047 100 100 7 0.903089986991944 30 1.49136169383427 0.476039352586481 18 1.27875360095283 334 2.52504480703685 5.29990479212948 13 1.14612803567824 25 1.41497334797082 0.396699460488734 100 FALSE 1
67500 5545 106323 38158 2524 96 4334 3607 11787 0.998642571478203 0.865105624106978 0.865189730050284 FALSE 1 7 1 NO YES 3451 3.53807078704317 11596 4.06434565716217 16.0831321145223 24.154880993446 34.917212832011 52.6474646429803 3409 3.5327543789925 11184 4.04863598843265 96.4470507071404 15.6473533619456 23.5157367668097 34.1559370529328 52.0207439198855 42 1.63346845557959 412 2.6159500516564 3.55294929285961 100 100 6 0.845098040014257 16 1.23044892137827 0.137978613314936 19 1.30102999566398 364 2.56229286445647 3.1390134529148 17 1.25527250510331 32 1.51851393987789 0.275957226629872 100 FALSE 7
49944 4652 73469 22824 3058 173 5183 2608 8157 0.997670711048583 0.853745248432334 0.848350069449467 FALSE 1 7 1 NO YES 2510 3.39984671271292 8044 3.90552604843505 19.816011934361 29.2764793635007 40.5271009448036 59.3237195425162 2473 3.3933996952931 7635 3.88286591972163 94.9154649428145 18.9914865749836 28.0026195153897 39.2010478061559 58.4413883431565 37 1.57978359661681 409 2.61278385671974 5.08453505718548 100 100 5 0.778151250383644 19 1.30102999566398 0.236200895077076 19 1.30102999566398 363 2.56110138364906 4.51268025857782 13 1.14612803567824 27 1.44715803134222 0.335653903530582 100 FALSE 1
