unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent outliers H1975 H2228 HCC827 poor_quality traj total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RaceID2
33496 2622 55605 24147 1644 78 6725 1777 4162 0.998318113891595 0.83829889274796 0.873135816588619 FALSE 0 7 2 NO NO 1682 3.22608411597582 4059 3.60852603357719 20.4730229120473 29.7117516629712 42.2764227642276 64.3261887164326 1651 3.21801004298436 3746 3.5736836930938 92.2887410692289 17.4853176721837 26.7218366257341 39.6956753870796 62.7602776294714 31 1.50514997831991 313 2.49692964807321 7.71125893077113 100 5 0.778151250383644 7 0.903089986991944 0.172456270017246 17 1.25527250510331 286 2.45788189673399 7.04607046070461 9 1 20 1.32221929473392 0.492732200049273 100 FALSE 3
36741 1922 64265 26312 1723 105 8212 1656 3951 0.997975193626993 0.847633508358305 0.856236759714605 FALSE 0 7 2 NO NO 1584 3.20002926655377 3866 3.58737417207307 22.2452146921883 31.583031557165 43.7403000517331 66.3476461458872 1556 3.19228861256812 3571 3.55291145021651 92.3693740300052 19.3223186782414 28.3954074488939 41.1089330719686 64.8557826939233 28 1.46239799789896 295 2.47129171105894 7.63062596999483 100 6 0.845098040014257 8 0.954242509439325 0.206932229694775 16 1.23044892137827 279 2.44715803134222 7.21676151060528 6 0.845098040014257 8 0.954242509439325 0.206932229694775 100 FALSE 1
47390 5848 63366 48214 2711 218 5909 1855 4060 0.99753694335582 0.865517239247494 0.876845130923323 FALSE 0 6 3 NO NO 1718 3.23527587668705 3899 3.5910646070265 17.4916645293665 26.3144395998974 38.3688125160297 61.0925878430367 1688 3.22762964957101 3686 3.56667313760612 94.5370607848166 15.735214324471 24.5794899620184 36.8421052631579 60.1465002712968 30 1.49136169383427 213 2.33041377334919 5.46293921518338 100 5 0.778151250383644 10 1.04139268515822 0.256476019492177 16 1.23044892137827 191 2.28330122870355 4.89869197230059 9 1 12 1.11394335230684 0.307771223390613 100 FALSE 1
52282 5497 71717 42092 2397 296 2587 1884 4222 0.996210324499739 0.879441021128752 0.858832641324867 FALSE 0 6 3 NO NO 1771 3.24846371755103 4100 3.61288976928748 16.3414634146341 24.9024390243902 37.390243902439 60.4634146341463 1748 3.24278980947868 3986 3.60064623566239 97.219512195122 16.4074259909684 24.9874560963372 37.3557451078776 60.3863522328149 23 1.38021124171161 114 2.06069784035361 2.78048780487805 100 5 0.778151250383644 16 1.23044892137827 0.390243902439024 11 1.07918124604762 82 1.91907809237607 2 7 0.903089986991944 16 1.23044892137827 0.390243902439024 100 FALSE 1
45977 3823 76352 36122 2111 45 4417 1923 4409 0.99863914493391 0.868904511524372 0.862098294174883 FALSE 0 6 3 NO NO 1816 3.25935492730803 4284 3.63195082625922 17.203548085901 26.4239028944911 38.7488328664799 60.8309990662932 1793 3.25382243870807 4134 3.61647551388857 96.4985994397759 16.9085631349782 25.9313014029995 38.1228834059023 60.3531688437349 23 1.38021124171161 150 2.17897694729317 3.50140056022409 100 3 0.602059991327962 6 0.845098040014257 0.140056022408964 15 1.20411998265592 128 2.11058971029925 2.98786181139122 5 0.778151250383644 16 1.23044892137827 0.373482726423903 100 FALSE 1
60222 3848 87057 50989 3110 110 4166 2452 6125 0.998367345308788 0.86351020267182 0.871182251131019 FALSE 0 6 3 NO NO 2276 3.35736303061514 5933 3.77334754198082 16.7031855722232 25.2486094724423 37.1818641496713 57.4077195348053 2245 3.35140975192544 5689 3.75511226639507 95.8874094050228 15.6266479170329 24.1694498154333 36.245385832308 56.7586570574793 31 1.50514997831991 244 2.38916608436453 4.11259059497725 100 6 0.845098040014257 10 1.04139268515822 0.168548794876117 17 1.25527250510331 221 2.34635297445064 3.72492836676218 8 0.954242509439325 13 1.14612803567824 0.219113433338952 100 FALSE 1
53955 4021 91905 38065 3509 51 6463 2183 5180 0.998841696913433 0.861969110305079 0.871040789496545 FALSE 0 5 4 NO NO 2042 3.31026836663245 5024 3.70113606609253 18.0334394904459 26.671974522293 37.937898089172 58.5987261146497 2016 3.30470589821277 4786 3.68006342748195 95.2627388535032 16.6945256999582 25.0731299623903 36.4814040952779 57.7517760133723 26 1.43136376415899 238 2.37839790094814 4.73726114649681 100 3 0.602059991327962 6 0.845098040014257 0.119426751592357 14 1.17609125905568 217 2.3384564936046 4.31926751592357 9 1 15 1.20411998265592 0.298566878980892 100 FALSE 3
50510 4527 84677 32255 1680 106 10446 2120 5094 0.997840594821671 0.85119748556891 0.873575042059203 FALSE 1 0 8 NO NO 1985 3.29797924415936 4943 3.69407846208076 19.3404814889743 27.81711511228 39.1462674489177 60.307505563423 1953 3.29092455938275 4587 3.66162340922923 92.797896014566 16.2415522127752 24.7438412906039 36.3854371048616 58.6875953782429 32 1.51851393987789 356 2.55266821611219 7.20210398543395 100 5 0.778151250383644 11 1.07918124604762 0.22253692089824 16 1.23044892137827 331 2.52113808370404 6.69633825611977 11 1.07918124604762 14 1.17609125905568 0.283228808415942 100 FALSE 1
28634 2903 46683 24805 1781 103 7099 1436 3152 0.997144666887231 0.829949235945592 0.894984470226935 FALSE 1 0 8 NO NO 1375 3.13861843389949 3080 3.48869169831694 24.4805194805195 34.0909090909091 46.5584415584416 69.1883116883117 1344 3.12872228433843 2729 3.43616264704076 88.6038961038961 18.8347379992671 28.7284719677538 41.9201172590693 66.9475998534262 31 1.50514997831991 351 2.54654266347813 11.3961038961039 100 6 0.845098040014257 9 1 0.292207792207792 15 1.20411998265592 331 2.52113808370404 10.7467532467532 10 1.04139268515822 11 1.07918124604762 0.357142857142857 100 FALSE 5
81075 6995 129343 68934 4094 191 6537 2810 7210 0.998751732317959 0.871289873964924 0.873091715545471 FALSE 1 0 8 NO NO 2612 3.41713940972733 6979 3.84385542262316 16.7072646510961 25.1755265797392 35.4778621579023 54.2627883650953 2580 3.41178800454387 6749 3.82930377283102 96.7043989110188 16.4765150392651 24.6406875092606 34.8792413690917 53.7412950066677 32 1.51851393987789 230 2.36361197989214 3.29560108898123 100 5 0.778151250383644 9 1 0.128958303481874 16 1.23044892137827 193 2.28780172993023 2.76543917466686 11 1.07918124604762 28 1.46239799789896 0.401203610832498 100 FALSE 1
31942 2377 42027 24486 1658 96 3414 1329 2825 0.997168138063122 0.837876103228757 0.863713756765463 FALSE 0 9 0 NO YES 1260 3.10071508657308 2747 3.43901672838751 21.0047324353841 31.780123771387 45.7226064797961 71.3869676010193 1237 3.0927206446841 2583 3.41229250932305 94.0298507462687 19.1637630662021 30.0038714672861 44.1734417344173 71.0414246999613 23 1.38021124171161 164 2.21748394421391 5.97014925373134 100 5 0.778151250383644 8 0.954242509439325 0.291226792864944 13 1.14612803567824 149 2.17609125905568 5.42409901710957 5 0.778151250383644 7 0.903089986991944 0.254823443756826 100 FALSE 3
35105 2304 39662 29789 998 148 746 1532 3070 0.998371332252862 0.869055371762035 0.884036208351113 FALSE 0 9 0 NO YES 1449 3.16136800223497 2972 3.47319490920494 17.4293405114401 26.514131897712 39.7039030955585 64.4683714670256 1428 3.15503222879097 2880 3.45954325828041 96.9044414535666 17.1180555555556 26.1805555555556 39.3402777777778 64.5486111111111 21 1.34242268082221 92 1.96848294855394 3.09555854643338 100 2 0.477121254719662 3 0.602059991327962 0.100942126514132 13 1.14612803567824 80 1.90848501887865 2.69179004037685 6 0.845098040014257 9 1 0.302826379542396 100 FALSE 3
46241 4111 69647 33745 1734 52 11950 1964 4497 0.998221034026638 0.849455190461518 0.889257528891419 FALSE 0 9 0 NO YES 1864 3.27067883614471 4377 3.64127575723191 17.2035640849897 25.8167694768106 38.0397532556546 60.1325108521819 1837 3.26434550705009 4148 3.61794343482897 94.7681060086817 15.380906460945 23.8669238187078 36.2825458052073 58.9681774349084 27 1.44715803134222 229 2.36172783601759 5.23189399131825 100 3 0.602059991327962 7 0.903089986991944 0.159926890564313 15 1.20411998265592 210 2.32428245529769 4.7978067169294 9 1 12 1.11394335230684 0.274160383824537 100 FALSE 3
75395 5845 100110 58028 4245 122 5179 2475 6339 0.998106955358721 0.867486983960424 0.869536410259646 FALSE 0 9 0 NO YES 2308 3.36342393291718 6133 3.78774377164647 18.0988097179195 27.0666884069786 38.4640469590739 57.7694439915213 2277 3.35755371974308 5882 3.76959884838745 95.907386270993 17.3750425025502 26.1135668140088 37.4192451547093 57.0554233253995 31 1.50514997831991 251 2.40140054078154 4.09261372900701 100 5 0.778151250383644 12 1.11394335230684 0.195662807761291 17 1.25527250510331 229 2.36172783601759 3.73389858144464 9 1 10 1.04139268515822 0.163052339801076 100 FALSE 3
27894 2316 44807 20861 1979 40 1481 1277 2563 0.998049157245224 0.856808424280888 0.879044560887394 FALSE 0 9 0 NO YES 1190 3.07591176148278 2462 3.3914644118391 20.3899268887084 30.7473598700244 44.5166531275386 70.7961007311129 1172 3.06929801211553 2379 3.37657695705651 96.6287571080422 20.0924758301807 30.348886086591 44.2622950819672 71.1223203026482 18 1.27875360095283 83 1.92427928606188 3.37124289195776 100 3 0.602059991327962 5 0.778151250383644 0.203086921202275 13 1.14612803567824 75 1.88081359228079 3.04630381803412 2 0.477121254719662 3 0.602059991327962 0.121852152721365 100 FALSE 3
155752 17870 228222 142779 7317 115 15167 4053 13323 0.999324475719189 0.862868722612874 0.888537950508181 FALSE 1 1 7 NO YES 3718 3.57042617835897 12953 4.11240389271787 17.6715818729252 25.2605573998302 35.1347178259863 51.6096657145063 3676 3.56549362986886 12252 4.08824243351157 94.588126302787 15.6953966699314 23.1145935357493 32.9578844270323 49.8367613450865 42 1.63346845557959 701 2.84633711212981 5.411873697213 100 5 0.778151250383644 9 1 0.0694819732880414 18 1.27875360095283 652 2.81491318127507 5.03358295375589 19 1.30102999566398 40 1.61278385671974 0.308808770169073 100 FALSE 1
51909 2754 77786 31659 2144 37 6268 1887 4724 0.998729887809632 0.857747669649137 0.871081983315023 FALSE 0 9 0 NO YES 1779 3.25042000230889 4599 3.66275783168157 20.4609697760383 30.4631441617743 43.0310937160252 64.9054142204827 1757 3.24501887073775 4351 3.63868888669012 94.6075233746467 19.3518731326132 28.9358768099288 41.599632268444 63.8244081820271 22 1.36172783601759 248 2.39619934709574 5.39247662535334 100 3 0.602059991327962 6 0.845098040014257 0.130463144161774 14 1.17609125905568 227 2.35793484700045 4.93585562078713 5 0.778151250383644 15 1.20411998265592 0.326157860404436 100 FALSE 3
39530 3178 56539 37004 1548 165 1899 1878 3989 0.995738277774534 0.862371519522759 0.884179282578885 FALSE 0 9 0 NO YES 1755 3.24452451157008 3848 3.58534791109459 16.4760914760915 24.9740124740125 37.5259875259875 59.6933471933472 1729 3.2380461031288 3713 3.56984189940376 96.491683991684 16.2133046054403 24.6970105036359 37.2205763533531 59.4667384863991 26 1.43136376415899 135 2.13353890837022 3.50831600831601 100 6 0.845098040014257 17 1.25527250510331 0.441787941787942 12 1.11394335230684 103 2.01703333929878 2.67671517671518 8 0.954242509439325 15 1.20411998265592 0.38981288981289 100 FALSE 3
49799 4580 58596 49041 1787 161 7125 2062 4772 0.998113996231949 0.857292538019085 0.872588280410142 FALSE 0 9 0 NO YES 1941 3.28824922557199 4630 3.66567478099389 16.8466522678186 26.1771058315335 37.9481641468683 59.7624190064795 1915 3.28239550474253 4474 3.65079303965193 96.6306695464363 16.6517657577112 25.8158247653107 37.3714796602593 59.7004917299955 26 1.43136376415899 156 2.19589965240923 3.36933045356371 100 6 0.845098040014257 9 1 0.19438444924406 14 1.17609125905568 136 2.13672056715641 2.93736501079914 6 0.845098040014257 11 1.07918124604762 0.237580993520518 100 FALSE 4
25713 2497 42039 17658 936 106 3332 1187 2373 0.995785920793148 0.875263375999733 0.892958731737329 FALSE 0 9 0 NO YES 1125 3.05153839051533 2304 3.36267092972567 19.9652777777778 30.6857638888889 45.4861111111111 72.8732638888889 1105 3.04375512696868 2238 3.35005409357903 97.1354166666667 19.9731903485255 30.5183199285076 45.4870420017873 72.9669347631814 20 1.32221929473392 66 1.82607480270083 2.86458333333333 100 2 0.477121254719662 10 1.04139268515822 0.434027777777778 12 1.11394335230684 49 1.69897000433602 2.12673611111111 6 0.845098040014257 7 0.903089986991944 0.303819444444444 100 FALSE 4
193292 19867 314109 165372 11343 58 14729 4793 16430 0.999391356665008 0.879549603846896 0.883992158251882 FALSE 1 1 7 NO YES 4366 3.64018319192134 15928 4.20218851226605 14.6597187343044 21.7729784028127 31.7553992968358 47.9030637870417 4322 3.63578523553365 15433 4.18847849591393 96.8922651933702 14.1579731743666 21.1883625996242 30.9466727143135 47.1327674463811 44 1.65321251377534 495 2.6954816764902 3.10773480662983 100 5 0.778151250383644 10 1.04139268515822 0.0627825213460573 16 1.23044892137827 432 2.63648789635337 2.71220492214967 23 1.38021124171161 53 1.73239375982297 0.332747363134103 100 FALSE 1
84371 7522 162104 44396 5968 165 11308 3221 8890 0.998200223849044 0.867941506335274 0.884925888722285 FALSE 1 1 7 NO YES 2979 3.47421626407626 8617 3.93540648975235 15.8523848207033 23.4768480909829 33.5615643495416 51.9090170593014 2952 3.47026344696508 8266 3.91734793762777 95.9266566090287 14.7955480280668 22.1267844180982 32.1921122671183 50.8226469876603 27 1.44715803134222 351 2.54654266347813 4.07334339097134 100 5 0.778151250383644 16 1.23044892137827 0.185679470813508 14 1.17609125905568 320 2.50650503240487 3.71358941627016 8 0.954242509439325 15 1.20411998265592 0.174074503887664 100 FALSE 1
145172 16251 211966 147659 5774 169 33062 3955 12516 0.999041226430935 0.860099072499122 0.896771415171448 FALSE 1 1 7 NO YES 3620 3.55882852481701 12134 4.08403978066795 19.7049612658645 27.1303774517884 36.4677764957969 52.3817372671831 3574 3.5532760461371 11065 4.04399066587813 91.1900445030493 15.2372345232716 22.4762765476728 32.1825576140985 49.0917306823317 46 1.67209785793572 1069 3.02938377768521 8.80995549695072 100 5 0.778151250383644 12 1.11394335230684 0.0988956650733476 19 1.30102999566398 996 2.99869515831166 8.20834020108785 22 1.36172783601759 61 1.79239168949825 0.502719630789517 100 FALSE 1
67035 5401 106849 44447 3046 100 17004 2659 7301 0.998493355706762 0.83084508857575 0.892205325016676 FALSE 1 1 7 NO YES 2523 3.4020893505721 7152 3.85448822504443 22.1057046979866 30.1873601789709 40.576062639821 58.5430648769575 2485 3.39550112430563 6488 3.81217777415875 90.7158836689038 17.1547472256473 25.3545006165228 36.3131935881628 55.5024660912454 38 1.5910646070265 664 2.8228216453031 9.2841163310962 100 6 0.845098040014257 11 1.07918124604762 0.153803131991051 18 1.27875360095283 630 2.80002935924413 8.80872483221476 14 1.17609125905568 23 1.38021124171161 0.32158836689038 100 FALSE 1
136219 10644 238158 74860 6456 64 47972 3638 12217 0.999508880249236 0.830809527027249 0.886632653979984 FALSE 1 1 7 NO YES 3355 3.52582195215666 11893 4.07532793416326 22.6519801563945 30.8248549566972 40.72984108299 56.7308500798789 3311 3.52009032811284 10601 4.02538779989041 89.1364668292273 16.583341194227 24.9221771530988 35.2419583058202 52.6837090840487 44 1.65321251377534 1292 3.11159852488039 10.8635331707727 100 5 0.778151250383644 6 0.845098040014257 0.050449844446313 19 1.30102999566398 1243 3.0948203803548 10.4515261077945 20 1.32221929473392 43 1.64345267648619 0.36155721853191 100 FALSE 5
79450 7285 143075 51119 3697 142 11116 2871 8142 0.998648979367908 0.862810119303844 0.882091768494512 FALSE 1 0 8 NO NO 2663 3.42553422049826 7892 3.89724210280537 18.1829700963 26.7992904206792 37.5570197668525 56.0947795235682 2631 3.42028588494192 7497 3.87494543608553 94.9949315762798 16.9267707082833 25.2100840336134 36.0410830999066 55.0086701347205 32 1.51851393987789 395 2.59769518592551 5.00506842372022 100 4 0.698970004336019 10 1.04139268515822 0.126710593005575 16 1.23044892137827 357 2.55388302664387 4.52356817029904 12 1.11394335230684 28 1.46239799789896 0.354789660415611 100 FALSE 1
75680 5010 148054 43456 4851 129 6804 3011 8414 0.999762299738814 0.874138339821561 0.871998012838112 FALSE 1 0 8 NO NO 2803 3.44777800929462 8186 3.91312479038956 16.0762277058392 23.8578060102614 34.3635475201564 53.2250183239678 2774 3.4432629874587 7983 3.90222052827931 97.5201563645248 15.9589126894651 23.5750970812978 33.9471376675435 52.8748590755355 29 1.47712125471966 203 2.3096301674259 2.4798436354752 100 2 0.477121254719662 2 0.477121254719662 0.0244319569997557 12 1.11394335230684 181 2.26007138798507 2.21109210847789 15 1.20411998265592 20 1.32221929473392 0.244319569997557 100 FALSE 1
22500 1605 32246 19909 811 32 3884 1148 2120 0.997169806617124 0.868396222318886 0.877354352102113 FALSE 1 7 1 NO YES 1095 3.03981055414835 2065 3.3151303171836 18.9830508474576 29.5883777239709 44.7457627118644 71.1864406779661 1075 3.03181227133037 1974 3.29556709996248 95.593220338983 18.5916919959473 29.3313069908815 44.6301925025329 70.871327254306 20 1.32221929473392 91 1.96378782734556 4.40677966101695 100 4 0.698970004336019 6 0.845098040014257 0.290556900726392 14 1.17609125905568 80 1.90848501887865 3.87409200968523 2 0.477121254719662 5 0.778151250383644 0.242130750605327 100 FALSE 1
27270 2642 32534 23838 941 118 5734 1257 2471 0.995953051412574 0.829623630798771 0.893157049141849 FALSE 1 7 1 NO YES 1193 3.07700432679335 2401 3.38057300306689 22.8238234069138 32.1532694710537 45.4394002498959 71.1370262390671 1170 3.06855689507236 2168 3.33625955201419 90.295710120783 18.0811808118081 27.859778597786 42.0664206642066 69.0959409594096 23 1.38021124171161 233 2.36921585741014 9.70428987921699 100 3 0.602059991327962 7 0.903089986991944 0.291545189504373 15 1.20411998265592 220 2.34439227368511 9.16284881299459 5 0.778151250383644 6 0.845098040014257 0.249895876718034 100 FALSE 3
54778 6804 78964 49202 2573 152 7568 2354 6001 0.999166803867411 0.845192466513594 0.875186010354924 FALSE 1 1 7 NO YES 2212 3.34498141392726 5839 3.7664128471124 19.3526288748073 28.1041274190786 39.4759376605583 58.9141976365816 2186 3.33984878303764 5466 3.73774907389156 93.6119198492893 16.7215514087084 25.3018660812294 36.7910720819612 57.1167215514087 26 1.43136376415899 373 2.57287160220048 6.38808015071074 100 5 0.778151250383644 5 0.778151250383644 0.0856311012159616 14 1.17609125905568 352 2.54777470538782 6.0284295256037 7 0.903089986991944 16 1.23044892137827 0.274019523891077 100 FALSE 1
94617 7380 140076 71031 5294 59 13260 2945 8205 0.998659352835272 0.868007311556359 0.870565666586634 FALSE 1 1 7 NO YES 2726 3.43568513794163 7954 3.9006401839826 16.9600201156651 25.471460900176 36.497359818959 55.0792054312296 2693 3.43039759138697 7556 3.87834942221778 94.9962283127986 15.6034939121228 24.0074113287454 34.9258867125463 53.9174166225516 33 1.53147891704226 398 2.60097289568675 5.00377168720141 100 5 0.778151250383644 11 1.07918124604762 0.138295197384964 17 1.25527250510331 358 2.55509444857832 4.500880060347 11 1.07918124604762 29 1.47712125471966 0.364596429469449 100 FALSE 1
89468 7692 133844 65337 4115 293 29528 2658 7744 0.997804750777628 0.841296486516921 0.871124908154819 FALSE 1 1 7 NO YES 2450 3.38934331125208 7502 3.87523494645016 23.0871767528659 32.6579578778992 43.6150359904026 61.3569714742735 2415 3.38309692994909 6690 3.82549102987943 89.1762196747534 17.8624813153961 27.219730941704 38.6547085201794 57.8774289985052 35 1.55630250076729 812 2.91009054559407 10.8237803252466 100 7 0.903089986991944 17 1.25527250510331 0.226606238336444 20 1.32221929473392 780 2.8926510338773 10.3972274060251 8 0.954242509439325 15 1.20411998265592 0.199946680885097 100 FALSE 5
64059 5122 107645 48865 3346 67 6012 2514 6457 0.998761032989374 0.867740435391451 0.86851344507752 FALSE 1 1 7 NO YES 2375 3.37584643630916 6296 3.79913369330206 17.8526048284625 26.0006353240152 37.0870393900889 56.7503176620076 2343 3.36995760734605 6023 3.77988496319264 95.6639135959339 16.6528308152084 24.6720903204383 35.9123360451602 55.9023742321102 32 1.51851393987789 273 2.43775056282039 4.33608640406607 100 4 0.698970004336019 7 0.903089986991944 0.111181702668361 17 1.25527250510331 247 2.39445168082622 3.92312579415502 11 1.07918124604762 19 1.30102999566398 0.301778907242694 100 FALSE 1
359996 28697 651676 232694 22578 51 45833 6874 33361 0.999850124097044 0.865381732902077 0.887742907064265 FALSE 1 1 7 NO YES 6101 3.78547220330639 32421 4.51083980144936 15.7583048024429 23.1362388575306 33.0341445359489 47.959655778662 6045 3.7814681428418 31038 4.49190772091483 95.7342463218285 14.6175655647915 21.7604227076487 31.5548682260455 46.5880533539532 56 1.75587485567249 1383 3.14113609012074 4.26575367817156 99.5661605206074 3 0.602059991327962 5 0.778151250383644 0.0154221029579593 18 1.27875360095283 1251 3.09760432887441 3.85861016008143 35 1.55630250076729 127 2.10720996964787 0.391721415132167 100 FALSE 1
92321 6413 164403 55962 5821 72 17276 3154 9596 0.999270528345904 0.853063775684594 0.87432172329958 FALSE 1 1 7 NO YES 2936 3.4679039465228 9346 3.97067224268972 18.5212925315643 26.9206077466296 37.5240744703617 55.6494757115343 2904 3.46314613672635 8801 3.94458136422693 94.1686282901776 16.2822406544711 24.4176798091126 35.1664583570049 53.8347915009658 32 1.51851393987789 545 2.73719264270474 5.83137170982238 100 5 0.778151250383644 7 0.903089986991944 0.0748983522362508 16 1.23044892137827 519 2.7160033436348 5.55317783008774 11 1.07918124604762 19 1.30102999566398 0.203295527498395 100 FALSE 1
176625 13717 299869 115475 9100 50 24376 4614 16226 0.999322075065129 0.864784912569466 0.875692792004935 FALSE 1 1 7 NO YES 4248 3.62828673108951 15797 4.19860210948971 15.9587263404444 23.4664809774008 33.1771855415585 49.4714186237893 4199 3.6232492903979 15132 4.17992503207434 95.7903399379629 14.8228918847476 22.2310335712398 31.8464181866244 48.3544805709754 49 1.69897000433602 665 2.8234742291703 4.2096600620371 100 4 0.698970004336019 11 1.07918124604762 0.0696334747103881 20 1.32221929473392 591 2.77232170672292 3.74121668671267 25 1.41497334797082 63 1.80617997398389 0.398809900614041 100 FALSE 1
28276 4864 48407 20334 1268 152 5261 1416 2928 0.997609286210351 0.855874314016823 0.887975109374626 FALSE 1 7 1 NO YES 1346 3.12936759572299 2852 3.45530177165708 20.2314165497896 29.6984572230014 42.2510518934081 67.2159887798037 1320 3.12090281761453 2629 3.41995574848976 92.1809256661992 17.1928489920122 26.6260935717003 39.6348421453024 66.1087866108787 26 1.43136376415899 223 2.35024801833416 7.81907433380084 100 5 0.778151250383644 7 0.903089986991944 0.245441795231417 16 1.23044892137827 202 2.30749603791321 7.08274894810659 5 0.778151250383644 14 1.17609125905568 0.490883590462833 100 FALSE 3
76115 6730 136014 71447 4551 139 9365 2888 8130 0.998892987701239 0.866666665600656 0.875152675088961 FALSE 1 1 7 NO YES 2669 3.42651126136458 7885 3.8968567727372 16.7660114140774 25.1997463538364 35.852885225111 54.8383005707039 2638 3.42143939022005 7582 3.87984105598656 96.1572606214331 16.0379847006067 24.1624901081509 34.7797414930098 54.0754418359272 31 1.50514997831991 303 2.48287358360875 3.8427393785669 100 5 0.778151250383644 9 1 0.114140773620799 14 1.17609125905568 274 2.43933269383026 3.47495244134432 12 1.11394335230684 20 1.32221929473392 0.253646163601775 100 FALSE 1
103560 8121 179322 82063 7482 307 5835 3436 10308 0.998738842647712 0.871944120225122 0.876211800337796 FALSE 1 1 7 NO YES 3169 3.50105926221775 10010 4.00047746137446 15.3146853146853 23.2367632367632 33.2667332667333 51.0889110889111 3132 3.49596039488171 9769 3.98989456371877 97.5924075924076 15.262565257447 23.0832224383253 33.0842460845532 51.0799467703962 37 1.57978359661681 241 2.38381536598043 2.40759240759241 100 7 0.903089986991944 12 1.11394335230684 0.11988011988012 12 1.11394335230684 179 2.25527250510331 1.78821178821179 18 1.27875360095283 50 1.70757017609794 0.4995004995005 100 FALSE 1
91915 6707 169306 64746 5725 176 10518 3310 9504 0.999263466962054 0.858164982262032 0.874788641846968 FALSE 1 1 7 NO YES 3076 3.48812749624746 9235 3.96548392424514 16.0259880887926 24.0064970221982 34.5749864645371 53.0048727666486 3044 3.48358729696889 8905 3.9496826907952 96.4266377910125 15.2274003368894 23.0769230769231 33.5654126895003 52.1841661987647 32 1.51851393987789 330 2.51982799377572 3.57336220898755 100 5 0.778151250383644 7 0.903089986991944 0.0757985923118571 15 1.20411998265592 301 2.48000694295715 3.25933946940985 12 1.11394335230684 22 1.36172783601759 0.238224147265836 100 FALSE 1
61386 3731 87211 51481 3332 168 4958 2262 5481 0.997993065137761 0.853311437961483 0.8974623290233 FALSE 1 7 1 NO YES 2138 3.33021078457153 5334 3.72713442376049 15.4480689913761 23.753280839895 35.6017997750281 57.3115860517435 2110 3.32448823330766 5114 3.70884563804818 95.8755155605549 14.7438404380133 22.8197105983574 34.7477512710207 56.8048494329292 28 1.46239799789896 220 2.34439227368511 4.12448443944507 100 4 0.698970004336019 11 1.07918124604762 0.206224221972253 16 1.23044892137827 186 2.2718416065365 3.48706411698538 8 0.954242509439325 23 1.38021124171161 0.431196100487439 100 FALSE 1
48461 6283 68815 32685 3406 162 4428 1784 4082 0.99706026213361 0.869916705365221 0.878978738415633 FALSE 1 7 1 NO YES 1676 3.22453306260609 3959 3.59769518592551 18.5400353624653 27.7595352361708 39.7069967163425 62.3389744885072 1653 3.21853550521653 3752 3.57437856441308 94.7714069209396 16.7377398720682 25.9061833688699 38.0330490405117 61.3272921108742 23 1.38021124171161 207 2.31806333496276 5.22859307906037 100 4 0.698970004336019 12 1.11394335230684 0.30310684516292 14 1.17609125905568 188 2.27646180417324 4.74867390755241 5 0.778151250383644 7 0.903089986991944 0.176812326345037 100 FALSE 3
101045 9186 154019 75237 5520 79 6607 3407 9390 0.999041532482384 0.867092650833767 0.896591164439654 FALSE 1 7 1 NO YES 3179 3.50242711998443 9135 3.96075609090177 14.8987411056377 22.3645320197044 32.5342090859332 50.224411603722 3144 3.49762064978129 8803 3.94468003388131 96.3656267104543 13.9497898443712 21.2200386231966 31.2961490401 49.2445757128252 35 1.55630250076729 332 2.52244423350632 3.6343732895457 100 7 0.903089986991944 9 1 0.0985221674876847 15 1.20411998265592 305 2.48572142648158 3.33880678708265 13 1.14612803567824 18 1.27875360095283 0.197044334975369 100 FALSE 1
44458 2762 84803 26176 2338 65 9461 1887 4720 0.999152540256033 0.853177964294115 0.870760867032061 FALSE 2 2 5 NO YES 1772 3.24870873560092 4586 3.66152874013198 20.1918883558657 29.4592237243785 41.8229393807239 63.715656345399 1745 3.24204423936955 4313 3.63488014076653 94.047099869167 18.3399026199861 27.4750753535822 39.9258057036865 62.4855089265013 27 1.44715803134222 273 2.43775056282039 5.95290013083297 100 3 0.602059991327962 4 0.698970004336019 0.0872219799389446 15 1.20411998265592 252 2.40312052117582 5.49498473615351 9 1 17 1.25527250510331 0.370693414740515 100 FALSE 1
