unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent H1975 H2228 HCC827 poor_quality traj total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RCA
3768 97 509 1357 20 1 24 392 453 0.997792472454912 0.823399540322306 0.896227456347542 0 9 0 NO YES 391 2.59328606702046 452 2.65609820201283 24.5575221238938 35.6194690265487 57.7433628318584 100 377 2.57749179983723 430 2.63447727016073 95.1327433628319 23.953488372093 35.5813953488372 58.8372093023256 100 14 1.17609125905568 22 1.36172783601759 4.86725663716814 100 100 1 0.301029995663981 1 0.301029995663981 0.221238938053097 10 1.04139268515822 18 1.27875360095283 3.98230088495575 3 0.602059991327962 3 0.602059991327962 0.663716814159292 100 FALSE 1
97713 9010 147898 50177 4461 359 7392 4863 19512 0.997488724376031 0.859317342733027 0.853833100741543 0 9 0 NO YES 4786 3.68006342748195 19427 4.288428094801 16.8734235857312 25.3255778040871 35.8212796623256 51.958614299686 4727 3.6746774678732 18759 4.27323283404305 96.5614865908272 16.4720933951703 24.7881017111786 35.1351351351351 51.3460205767898 59 1.77815125038364 668 2.82542611776782 3.4385134091728 98.6526946107784 100 12 1.11394335230684 49 1.69897000433602 0.252226283008185 21 1.34242268082221 568 2.75511226639507 2.92376589282957 26 1.43136376415899 51 1.7160033436348 0.262521233335049 100 FALSE 1
746944 79326 1052824 498121 31969 300 51412 11972 125872 0.999547158939276 0.865824011625634 0.875134988310745 1 1 7 NO YES 11417 4.05759003867066 125260 5.09781587449564 14.0627494810794 21.5807121187929 30.8198946191921 44.1202299217627 11320 4.05388479039469 121125 5.08323737555058 96.6988663579754 13.6462332301342 20.9279669762642 29.8625386996904 43.1504643962848 97 1.99122607569249 4135 3.61658053008589 3.30113364202459 97.5816203143894 100 14 1.17609125905568 56 1.75587485567249 0.0447070094204056 26 1.43136376415899 3604 3.55690526905545 2.87721539198467 57 1.76342799356294 475 2.67760695272049 0.379211240619511 98.5263157894737 FALSE 1
327390 30431 568310 135962 18173 512 37423 9356 69756 0.998896152159112 0.854134411254353 0.869473469024389 1 1 7 NO YES 9105 3.95932764597217 69477 4.84184730831471 15.3316925025548 23.2954790794076 32.725938080228 46.2282481972451 9027 3.95559155040572 66413 4.82225963782976 95.5899074513868 14.3014168912713 21.9670847575023 31.1941939078193 44.7909294866969 78 1.89762709129044 3064 3.48643047885443 4.41009254861321 98.5313315926893 100 10 1.04139268515822 77 1.89209460269048 0.11082804381306 23 1.38021124171161 2736 3.43727479741012 3.93799386847446 45 1.66275783168157 251 2.40140054078154 0.361270636325691 100 FALSE 1
600018 64459 853811 445430 24466 697 135699 11235 108455 0.999087178922218 0.84555806547918 0.884329824873927 1 1 7 NO YES 10776 4.03249788285711 107934 5.03316229586089 18.5659755035485 26.0974299108715 35.1436989271221 47.8746270869235 10679 4.02857125269254 98436 4.99315836952387 91.2001778864862 14.2092323946524 21.6536632939169 30.7174204559308 44.0306391970417 97 1.99122607569249 9498 3.97767788767399 8.79982211351381 98.4838913455464 100 13 1.14612803567824 99 2 0.0917227194396576 30 1.49136169383427 8949 3.95182303531591 8.29117794207571 54 1.74036268949424 450 2.65417654187796 0.416921451998443 99.1111111111111 FALSE 1
312213 26785 457712 145238 13308 446 73933 8971 64945 0.998444837786058 0.831796135063239 0.872261009737315 1 1 7 NO YES 8755 3.94230575289589 64718 4.81103179819264 19.0024413609815 27.2304459346704 36.6312308785809 49.7527735714948 8675 3.93831954334216 59298 4.77304736961816 91.6252047343861 15.0291746770549 23.0446220783163 32.5963776181321 46.279807076124 80 1.90848501887865 5420 3.73407940728059 8.37479526561389 99.0405904059041 100 11 1.07918124604762 98 1.99563519459755 0.151426187459439 27 1.44715803134222 5111 3.70859084515034 7.89733922556321 42 1.63346845557959 211 2.32633586092875 0.326029852591242 100 FALSE 1
521782 46366 824013 225962 23660 293 174001 10207 95857 0.999342770898386 0.819220296815129 0.871495991790272 1 1 7 NO YES 9885 3.99502060612476 95505 4.98003065624383 21.0502067954557 29.2267420553898 38.5006020627192 51.2245432176326 9804 3.9914475980038 85464 4.93178829696338 89.4864143238574 15.2286342787606 23.528035196106 32.9214640082374 46.5260226528129 81 1.91381385238372 10041 4.00182021703833 10.5135856761426 99.3725724529429 100 9 1 63 1.80617997398389 0.0659651327155646 26 1.43136376415899 9709 3.987219229908 10.1659598973876 46 1.67209785793572 269 2.43136376415899 0.281660646039474 100 FALSE 1
317691 30114 524424 160785 15133 445 38319 9136 67603 0.998875789388211 0.853438456746973 0.865390461164377 1 0 8 NO NO 8874 3.94816836172713 67322 4.82816346045911 16.4047413921155 24.4986779953061 34.2295237812305 47.8134933602686 8794 3.94423584379348 64057 4.80657337512513 95.1501737916283 15.0912468582669 22.9092839190096 32.4507860187021 46.207284137565 80 1.90848501887865 3265 3.51401618040065 4.84982620837171 98.2848392036753 100 10 1.04139268515822 76 1.88649072517248 0.112890288464395 23 1.38021124171161 2943 3.46893780566546 4.37152788093045 47 1.68124123737559 246 2.39269695325967 0.365408038976857 100 FALSE 1
291165 22929 522124 132736 16864 546 23444 8882 65133 0.998894569419665 0.864646185364616 0.855756551094445 1 0 8 NO NO 8629 3.93601079571521 64856 4.81195685624602 15.7980757370174 23.732576785494 33.56204514617 47.3926853336623 8549 3.93196611472817 62889 4.79858159472855 96.9671271740471 15.7022690772631 23.3586159741767 32.9373976371066 46.6902001939926 80 1.90848501887865 1967 3.29402509409532 3.03287282595288 97.8139298423996 100 10 1.04139268515822 72 1.86332286012046 0.111015172073517 26 1.43136376415899 1696 3.22968184231768 2.61502405328728 44 1.65321251377534 199 2.30102999566398 0.306833600592081 100 FALSE 1
100463 8546 133822 58653 3852 302 12521 5501 21725 0.997146144535261 0.850540851162007 0.866236655357121 1 7 1 NO YES 5421 3.73415951324447 21639 4.33525725643453 17.2096677295624 25.352373030177 35.3020010166828 50.524515920329 5360 3.72924580722531 20286 4.30721782920314 93.7474005268266 15.2173913043478 23.015873015873 32.9044661342798 48.5310066055408 61 1.79239168949825 1353 3.13161866434913 6.25259947317344 99.1869918699187 100 10 1.04139268515822 62 1.79934054945358 0.286519709783262 23 1.38021124171161 1209 3.08278537031645 5.5871343407736 28 1.46239799789896 82 1.91907809237607 0.378945422616572 100 FALSE 1
125382 11752 133911 69136 3203 428 31031 4910 18687 0.996200566706159 0.810295927216623 0.888799224702079 1 7 1 NO YES 4816 3.68277664631443 18582 4.26911582689512 22.7370573673447 30.879345603272 40.2540092562695 54.4882144010333 4758 3.67751570479876 16218 4.21002407380423 87.2780109783662 15.5814527068689 23.8253792082871 33.6971266494019 49.149093599704 58 1.77085201164214 2364 3.37383114507383 12.7219890216338 99.6615905245347 100 10 1.04139268515822 71 1.85733249643127 0.382090194812184 23 1.38021124171161 2227 3.34791518650169 11.9847163922075 25 1.41497334797082 66 1.82607480270083 0.355182434614143 100 FALSE 1
145151 13820 158341 104802 4996 367 25019 6106 25543 0.997494420781625 0.831852170523489 0.88125870835113 1 7 1 NO YES 5988 3.77735431308421 25410 4.40502175619308 18.8823297914207 26.4147973238882 35.4702872884691 49.5670995670996 5927 3.77290819497127 23034 4.3623882165887 90.6493506493507 13.8317270122428 21.3597290961188 30.6546843796127 45.4979595380741 61 1.79239168949825 2376 3.37602918172818 9.35064935064935 99.537037037037 100 12 1.11394335230684 64 1.81291335664286 0.251869342778434 20 1.32221929473392 2247 3.35179630689702 8.84297520661157 29 1.47712125471966 65 1.81954393554187 0.255804801259347 100 FALSE 1
249866 24407 366710 146308 11434 483 42152 8408 56503 0.998495654921244 0.838061695690837 0.853299673769592 1 1 7 NO YES 8230 3.91545260168848 56319 4.75066264613406 18.2052238143433 26.559420444255 36.7016459809301 50.1056481826737 8158 3.91163693312944 52441 4.71967924618358 93.1142243292672 15.4344882820694 23.5922274556168 33.7560305867546 47.5238839839057 72 1.86332286012046 3878 3.58871977960006 6.88577567073279 99.2521918514698 100 12 1.11394335230684 85 1.93449845124357 0.15092597524814 24 1.39794000867204 3616 3.55834850876162 6.42056854702676 36 1.56820172406699 177 2.25042000230889 0.314281148457892 100 FALSE 1
361304 35201 523708 213264 17292 399 43816 9255 68202 0.998372481599019 0.854403096558106 0.856954215865486 1 1 7 NO YES 8974 3.95303445725036 67894 4.8318377926551 16.5522726603234 24.9536041476419 34.8720063628598 48.848204554158 8882 3.94855966210896 64253 4.80790016895048 94.6372286210858 15.2070720433287 23.1382192271178 32.9167509688264 47.1075280531648 92 1.96848294855394 3641 3.5613399414589 5.36277137891419 97.8028014281791 100 14 1.17609125905568 111 2.04921802267018 0.16349014640469 28 1.46239799789896 3279 3.51587384371168 4.82958729784664 50 1.70757017609794 251 2.40140054078154 0.369693934662857 100 FALSE 1
332018 29196 490373 181411 16084 636 97402 8549 63293 0.998767636073694 0.826521100149065 0.85522872114946 1 1 7 NO YES 8309 3.91960102378411 63022 4.79949907247231 21.2449620767351 30.1434419726445 40.4636476151185 53.8954650756879 8221 3.91497747244433 56591 4.75275504247068 89.7956269239313 16.1580463324557 25.1223692813345 35.6611475322931 49.8418476436182 88 1.94939000664491 6431 3.80834603574039 10.2043730760687 98.864873270098 100 11 1.07918124604762 78 1.89762709129044 0.123766303830408 28 1.46239799789896 6146 3.78866321312086 9.75215004284218 49 1.69897000433602 207 2.31806333496276 0.328456729396084 100 FALSE 1
130789 10772 156168 95688 5173 639 13094 5871 24535 0.996576319137324 0.848298348951173 0.86264484913599 1 1 7 NO YES 5764 3.76079931163072 24417 4.38771008939861 17.3403776057665 25.6911168448212 35.3073678175042 49.8341319572429 5700 3.75595104100413 22812 4.3581824004794 93.4267108981447 15.2375942486411 23.1325618095739 32.6933193056286 47.6109065404173 64 1.81291335664286 1605 3.20574554094266 6.57328910185526 99.1277258566978 100 12 1.11394335230684 84 1.92941892571429 0.344022607199902 22 1.36172783601759 1438 3.15806079393661 5.88933939468403 30 1.49136169383427 83 1.92427928606188 0.339927099971331 100 FALSE 1
284020 25724 410371 150620 12553 574 31962 9720 68724 0.998821372300969 0.841991152895351 0.863555546307615 1 1 7 NO YES 9491 3.9773577295453 68477 4.83555106764971 16.3952860084408 24.447624749916 33.8098923726215 47.3983965419046 9404 3.9733587998864 64688 4.81083043761693 94.4667552608905 14.7028815236211 22.3086198367549 31.5251669552313 45.3577170418006 87 1.94448267215017 3789 3.57863920996807 5.53324473910948 98.390076537345 100 14 1.17609125905568 81 1.91381385238372 0.118287892285001 25 1.41497334797082 3466 3.5399538416564 5.06155351431868 48 1.69019608002851 242 2.38560627359831 0.353403332505805 100 FALSE 1
1386137 124647 2261213 696111 71320 351 182407 14313 265966 0.999699209635829 0.854981463763978 0.87257766509337 1 1 7 NO YES 13432 4.12817301474973 264912 5.42310327082926 14.8660687322583 22.6965935857945 32.0491332970949 45.1931207344326 13326 4.12473239772003 253363 5.40374490686928 95.640439089207 13.8169345958171 21.3101360498573 30.4105177156886 43.62160220711 106 2.02938377768521 11549 4.06258198422816 4.35956091079302 98.1816607498485 99.9480474499957 13 1.14612803567824 80 1.90848501887865 0.0301987074953192 29 1.47712125471966 10590 4.02493696803744 3.99755390469288 64 1.81291335664286 879 2.94448267215017 0.33180829860482 97.3833902161547 FALSE 1
356064 29106 602584 168306 20362 433 61508 9544 79067 0.998975552253282 0.846750224386059 0.854642157329587 1 1 7 NO YES 9281 3.96764156408301 78781 4.89642700183411 17.8050545182214 26.2994884553382 36.3856767494701 50.3827064901436 9197 3.96369340523802 74164 4.87019900106107 94.1394498673538 15.8904589827949 24.0750229221725 33.9962785178793 48.2889272423278 84 1.92941892571429 4617 3.66445392858116 5.8605501326462 98.9603638726446 100 11 1.07918124604762 81 1.91381385238372 0.102816668993793 27 1.44715803134222 4305 3.63407402548747 5.46451555578122 46 1.67209785793572 231 2.3654879848909 0.293217907871187 100 FALSE 1
662813 57257 1043943 332936 34233 285 70049 11501 131849 0.999400829661249 0.853514247293987 0.862403138256404 1 1 7 NO YES 11073 4.04430451917591 131358 5.1184598336233 15.3298619041094 23.2509630170983 33.0052223694027 46.5506478478661 10982 4.04072098360119 126184 5.10100773205227 96.0611458761552 14.5105560134407 22.2437076015977 31.7528371267356 45.3250808343372 91 1.96378782734556 5174 3.71391035412896 3.93885412384476 98.0092771550058 100 9 1 79 1.90308998699194 0.0601409887483062 27 1.44715803134222 4632 3.66586230020316 3.52624126433106 55 1.7481880270062 463 2.66651798055488 0.352471870765389 98.9200863930886 FALSE 1
132311 20233 191918 67707 5215 649 23674 6237 27938 0.996420645358859 0.842293649924013 0.87257467514687 1 7 1 NO YES 6139 3.78816837114117 27827 4.44448199468561 17.6770762209365 25.6693139756352 35.0630682430733 49.5094692205412 6076 3.78368923634732 25612 4.40846044950086 92.0401049340569 14.2472278619397 21.9076995158519 31.344682180228 46.3298453849758 63 1.80617997398389 2215 3.34556975605639 7.95989506594315 99.4130925507901 100 12 1.11394335230684 100 2.00432137378264 0.359363208394725 24 1.39794000867204 2039 3.3096301674259 7.32741581916843 27 1.44715803134222 76 1.88649072517248 0.273116038379991 100 FALSE 1
67557 6045 88314 32342 2836 85 15684 5947 24682 0.998987115712265 0.799448990843753 0.885827369813074 1 1 7 NO YES 5875 3.76908178711822 24607 4.39107631812134 21.3841589791523 29.1502418011135 38.5581338643475 52.3306376234405 5811 3.76432560562598 21858 4.33963029007408 88.8283821676759 15.0013724951963 22.8703449537927 32.6791106231128 47.4837588068442 64 1.81291335664286 2749 3.43933269383026 11.1716178323241 99.4907238995999 100 11 1.07918124604762 25 1.41497334797082 0.101597106514406 20 1.32221929473392 2639 3.42160392686983 10.7245905636607 33 1.53147891704226 85 1.93449845124357 0.345430162148982 100 FALSE 1
11057 587 5734 5690 167 0 373 1499 2459 0.999999995933306 0.837332245476485 0.895075660530051 1 1 7 NO YES 1488 3.17289469775218 2448 3.38898878512471 20.0980392156863 29.0032679738562 40.1552287581699 59.640522875817 1463 3.16554107672237 2300 3.36191661866864 93.9542483660131 18.2608695652174 26.8260869565217 38 58.1304347826087 25 1.41497334797082 148 2.17318626841227 6.04575163398693 100 100 0 0 0 0 0 15 1.20411998265592 133 2.12710479836481 5.43300653594771 10 1.04139268515822 15 1.20411998265592 0.612745098039216 100 FALSE 1
351638 36819 506399 289932 16327 416 32031 9227 67234 0.99878037882637 0.857289466511395 0.859996302466564 1 1 7 NO YES 8940 3.95138609488029 66908 4.82548453910485 16.1251270401148 24.3917020386202 33.9197106474562 47.7476534943505 8856 3.9472866446778 64406 4.8089330707164 96.2605368565792 15.6103468620936 23.5754432816818 32.8199236096016 46.692854702978 84 1.92941892571429 2502 3.39846084960822 3.73946314342082 98.0415667466027 100 14 1.17609125905568 81 1.91381385238372 0.121061756441681 24 1.39794000867204 2206 3.34380233316165 3.29706462605369 46 1.67209785793572 215 2.33445375115093 0.32133676092545 100 FALSE 1
387548 34021 629921 227161 21012 641 21406 9874 83564 0.998851179814412 0.863338279538636 0.853130432586947 1 1 7 NO YES 9547 3.97991241033472 83198 4.92011810637375 15.5063823649607 23.5859035072958 33.41186086204 47.2078655736917 9464 3.97612061829982 80950 4.90822221802824 97.2980119714416 15.4959851760346 23.491043854231 33.0364422483014 46.7053736874614 83 1.92427928606188 2248 3.35198945543563 2.70198802855838 97.1975088967972 100 13 1.14612803567824 95 1.98227123303957 0.114185437149931 21 1.34242268082221 1855 3.26857797188284 2.22962090434866 49 1.69897000433602 298 2.47567118832443 0.358181687059785 100 FALSE 1
346952 30679 601498 181669 19422 578 38876 9731 77042 0.998896705563342 0.85344357612037 0.856999966641577 1 1 7 NO YES 9449 3.97543180850926 76730 4.8849708581988 15.6601068682393 23.8655024110517 33.684347712759 47.488596376906 9370 3.97178593787911 73631 4.86706659698855 95.96116251792 14.9230622971303 22.897964172699 32.3708763971697 46.2291697790333 79 1.90308998699194 3099 3.49136169383427 4.03883748208002 98.7415295256534 100 12 1.11394335230684 85 1.93449845124357 0.110778052912811 23 1.38021124171161 2788 3.44544851426605 3.63352013554021 44 1.65321251377534 226 2.35602585719312 0.294539293627004 100 FALSE 1
2059 445 645 902 11 0 37 218 265 0.999999962264152 0.788679215521539 0.905626202784801 1 7 1 NO YES 218 2.34044411484012 265 2.42488163663107 36.6037735849057 55.4716981132075 93.2075471698113 100 208 2.32014628611105 241 2.38381536598043 90.9433962264151 34.4398340248963 55.1867219917012 96.6804979253112 100 10 1.04139268515822 24 1.39794000867204 9.05660377358491 100 100 0 0 0 0 0 10 1.04139268515822 24 1.39794000867204 9.05660377358491 0 0 0 0 0 NA FALSE 1
70146 5188 89083 29847 2178 319 19087 4306 16557 0.996557346743639 0.79374282732757 0.864830062915949 1 7 1 NO YES 4261 3.62961344537818 16507 4.21769446020538 24.4926394862785 33.1071666565699 42.7879081601745 57.4907614951233 4211 3.62448836251345 14234 4.15335747148297 86.2300842067002 16.5589433750176 25.3618097512997 35.6962203175495 52.0022481382605 50 1.70757017609794 2273 3.35679046035172 13.7699157932998 100 100 8 0.954242509439325 56 1.75587485567249 0.33925001514509 23 1.38021124171161 2180 3.3386556655787 13.2065184467196 19 1.30102999566398 37 1.57978359661681 0.224147331435149 100 FALSE 1
112200 8674 164415 54362 6608 1083 21791 5280 21732 0.994478188388331 0.844008834509475 0.858319133849101 1 7 1 NO YES 5202 3.71625382589604 21648 4.33543784043478 18.9994456762749 27.7439024390244 38.2021433850702 53.0857354028086 5136 3.71070956572434 19946 4.29987758767105 92.1378418329638 16.0182492730372 24.6064373809285 34.9794445001504 50.3960693873458 66 1.82607480270083 1702 3.2312146479626 7.86215816703622 99.0599294947121 100 13 1.14612803567824 120 2.08278537031645 0.554323725055432 26 1.43136376415899 1511 3.17955179116519 6.97985957132299 27 1.44715803134222 71 1.85733249643127 0.327974870657798 100 FALSE 1
162520 15839 208609 108048 6789 887 17708 6403 27548 0.99622477094663 0.853310584850693 0.868120782590104 1 7 1 NO YES 6286 3.79844346035019 27420 4.43808328876724 16.6046681254559 24.4566010211524 34.2414296134209 48.6068563092633 6219 3.79379038469082 25599 4.40823996531185 93.3588621444201 14.1997734286496 21.6883472010625 31.5402945427556 46.1424274385718 67 1.83250891270624 1821 3.26054837263698 6.64113785557987 98.9566172432729 100 13 1.14612803567824 102 2.01283722470517 0.37199124726477 20 1.32221929473392 1621 3.21005084987514 5.91174325309993 34 1.54406804435028 98 1.99563519459755 0.357403355215171 100 FALSE 1
254747 19188 353959 146625 10279 502 18207 8308 49996 0.998399871790063 0.860748859736629 0.872169599134011 1 7 1 NO YES 8109 3.90902085421116 49762 4.69690655424249 14.8788231984245 22.6799565933845 32.2173546079338 46.836943852739 8033 3.90493182739565 47798 4.67941881085846 96.0532132952856 14.1407590275744 21.6557178124608 31.0033892631491 45.7592367881501 76 1.88649072517248 1964 3.29336255471145 3.94678670471444 98.0651731160896 100 10 1.04139268515822 80 1.90848501887865 0.16076524255456 25 1.41497334797082 1704 3.23172438332852 3.42429966641212 41 1.6232492903979 180 2.25767857486918 0.361721795747759 100 FALSE 1
183230 19539 253527 89142 10167 421 20885 6499 34519 0.99826182653082 0.851096497334483 0.856107982239352 1 7 1 NO YES 6383 3.80509287834267 34393 4.5364826869272 17.8641002529585 27.0781845142907 36.9929927601547 51.6209693833047 6323 3.80099186126017 32547 4.51252430732358 94.6326287325909 16.5453037146281 25.2711463422128 35.0815743386487 49.9216517651396 60 1.78532983501077 1846 3.26646689544024 5.36737126740907 99.4582881906826 100 7 0.903089986991944 59 1.77815125038364 0.171546535632251 24 1.39794000867204 1680 3.22556771343947 4.88471491291833 29 1.47712125471966 107 2.03342375548695 0.311109818858489 100 FALSE 1
426832 37904 567682 217237 17993 341 26283 10299 81943 0.999109136717095 0.860622627819262 0.879928623564109 1 7 1 NO YES 10013 4.00060758706289 81623 4.91181787364433 14.0658882912904 21.413082096958 30.699680237188 44.6124254193058 9927 3.99686176849067 78912 4.89714855407377 96.6786322482634 13.5125202757502 20.617903487429 29.7001723438767 43.6118714517437 86 1.93951925261862 2711 3.43328968519503 3.32136775173664 98.2294356326079 100 12 1.11394335230684 73 1.86923171973098 0.0894355757568333 23 1.38021124171161 2408 3.38183679999834 2.95014885510212 51 1.7160033436348 230 2.36361197989214 0.281783320877694 99.5652173913043 FALSE 1
178519 12781 292959 85934 8452 393 32051 6791 37750 0.998225165298483 0.840874171962682 0.85629116389638 2 2 5 NO YES 6664 3.82380015374988 37613 4.5753495202226 18.546779039162 27.4958126179778 37.73695264935 52.0032967325127 6595 3.81928064697248 35198 4.54653032539146 93.5793475660011 16.3361554633786 25.0411955224729 35.1838172623445 49.8068072049548 69 1.84509804001426 2415 3.38309692994909 6.42065243399888 99.0476190476191 100 9 1 67 1.83250891270624 0.178129901895621 26 1.43136376415899 2241 3.35063560825895 5.9580464201207 34 1.54406804435028 107 2.03342375548695 0.284476111982559 100 FALSE 1
349423 30813 593290 199460 21361 303 40983 9315 74821 0.999331738282122 0.856738081440139 0.867483611889227 2 0 7 NO NO 9086 3.95842052805252 74578 4.87261655578322 14.4238247204269 22.3940035935531 32.2052079701789 46.1516801201427 9003 3.95443548632848 71807 4.85617283090403 96.2844270428276 13.8050607879455 21.6134917208629 31.1237066024204 45.1000598827412 83 1.92427928606188 2771 3.44279322593977 3.71557295717236 97.7986286539156 100 10 1.04139268515822 50 1.70757017609794 0.0670439003459465 22 1.36172783601759 2424 3.38471174293828 3.25028828877149 51 1.7160033436348 297 2.47421626407626 0.398240768054922 99.6632996632997 FALSE 1
158860 16517 168344 112748 5096 296 30448 6435 28707 0.997491900582613 0.824049883016668 0.887657753280471 1 8 0 NO NO 6308 3.79996052740598 28552 4.45565174533135 20.5834967778089 28.1206220229756 36.7820117680022 50.4342953208182 6241 3.79532376432931 25490 4.40638687297273 89.2757074810871 14.566496665359 22.0125539427226 31.0396233817183 45.6531973322872 67 1.83250891270624 3062 3.48614699680657 10.7242925189129 99.4448073154801 100 10 1.04139268515822 72 1.86332286012046 0.252171476604091 25 1.41497334797082 2909 3.46389298898591 10.1884281311292 32 1.51851393987789 81 1.91381385238372 0.283692911179602 100 FALSE 1
206790 15919 308487 91558 10386 377 36222 7442 40660 0.997835710526848 0.842203639733841 0.879512818614653 1 8 0 NO NO 7297 3.86320385902863 40504 4.60750863650798 16.7415563894924 24.7382974521035 34.1793403120679 48.3433734939759 7223 3.85877773730545 37942 4.57913166582353 93.6746987951807 14.2454272310368 22.0283590743767 31.3715671287755 45.9648937852512 74 1.8750612633917 2562 3.40874860618424 6.32530120481928 98.9071038251366 100 10 1.04139268515822 88 1.94939000664491 0.217262492593324 21 1.34242268082221 2346 3.37051308959859 5.79202054118112 43 1.64345267648619 128 2.11058971029925 0.316018171044835 100 FALSE 1
149322 14546 199021 78448 5387 396 14487 6262 28725 0.997980852568153 0.84414273251727 0.86395096120071 1 8 0 NO NO 6135 3.78788535094092 28582 4.45610780930693 16.4124274018613 24.9842558253446 34.9310755020642 49.737597089077 6064 3.78283080520259 27173 4.4341535710666 95.0703239801274 15.2504324145291 23.4865491480514 33.2167960843484 48.2317005851397 71 1.85733249643127 1409 3.14921911265538 4.92967601987265 98.5095812633073 100 11 1.07918124604762 57 1.76342799356294 0.199426212301448 22 1.36172783601759 1269 3.10380372095596 4.43985725281646 38 1.5910646070265 83 1.92427928606188 0.290392554754741 100 FALSE 1
185567 15527 220751 109806 6024 246 20512 6951 33629 0.99845371524623 0.846947574757814 0.875940148104271 1 8 0 NO NO 6804 3.83282812953935 33460 4.52453891594473 16.6288105200239 24.7280334728034 34.2438732815302 48.6790197250448 6738 3.8285954563717 31514 4.49851731146163 94.18410041841 14.6379386939138 22.4154344101034 31.8810687313575 46.5792980897379 66 1.82607480270083 1946 3.28936595152003 5.81589958158996 99.1778006166495 100 10 1.04139268515822 52 1.72427586960079 0.155409444112373 24 1.39794000867204 1777 3.24993175663419 5.31081888822475 32 1.51851393987789 117 2.07188200730613 0.349671249252839 100 FALSE 1
2526 95 1048 845 12 0 106 395 523 0.999999980879542 0.785850845394821 0.908204432037628 1 8 0 NO NO 393 2.59549622182557 521 2.71767050300226 32.8214971209213 43.7619961612284 62.9558541266795 100 381 2.58206336291171 467 2.67024585307412 89.6353166986564 29.1220556745182 39.8286937901499 61.2419700214133 100 12 1.11394335230684 54 1.74036268949424 10.3646833013436 100 100 0 0 0 0 0 11 1.07918124604762 53 1.73239375982297 10.1727447216891 1 0.301029995663981 1 0.301029995663981 0.191938579654511 100 FALSE 1
75223 6179 130420 36459 4993 223 5178 5250 20341 0.997689395311101 0.853301213876751 0.855906368464496 1 7 1 NO YES 5174 3.71391035412896 20256 4.30657512809645 15.5558846761453 24.0323854660348 34.251579778831 49.7630331753554 5120 3.7093547758344 19676 4.2939588856217 97.1366508688784 15.5112827810531 23.9174628989632 33.8737548282171 49.3037202683472 54 1.74036268949424 580 2.76417613239033 2.86334913112164 99.3103448275862 100 7 0.903089986991944 47 1.68124123737559 0.232030015797788 18 1.27875360095283 463 2.66651798055488 2.28574249605055 29 1.47712125471966 70 1.85125834871908 0.345576619273302 100 FALSE 1
254892 21399 402553 144277 13317 677 17066 8749 55862 0.998890121907757 0.8576492068208 0.8586694248918 1 7 1 NO YES 8509 3.92992956008459 55589 4.74499667403856 14.6179999640217 22.7077299465722 32.4488657827988 46.5757613916422 8441 3.92644534781839 53782 4.73064502338204 96.7493568871539 14.2724331560745 22.1635491428359 31.6035104681864 45.7290543304451 68 1.83884909073726 1807 3.25719842613934 3.25064311284607 98.7271721084671 100 9 1 61 1.79239168949825 0.109733940168019 21 1.34242268082221 1570 3.19617618503997 2.82429977153753 38 1.5910646070265 176 2.24797326636181 0.316609401140513 100 FALSE 1
155586 14411 209473 94265 6740 281 23161 6397 28809 0.9981950081578 0.83810614709358 0.871116362554631 1 7 1 NO YES 6271 3.79740604967638 28669 4.45742769294648 17.4230004534515 25.3374725313056 34.8355366423663 48.9588056786076 6210 3.79316152924555 26702 4.42656005575617 93.1389305521644 14.7367238409108 22.2305445284997 31.7092352632762 46.3261178937907 61 1.79239168949825 1967 3.29402509409532 6.86106944783564 99.4407727503813 100 11 1.07918124604762 52 1.72427586960079 0.181380585301196 24 1.39794000867204 1832 3.26316246496222 6.3901775436883 26 1.43136376415899 83 1.92427928606188 0.28951131884614 100 FALSE 1
124882 9374 163008 71749 4713 208 11421 5827 26572 0.99834412125608 0.842164684313501 0.847621237535286 1 7 1 NO YES 5730 3.75823040845775 26466 4.42270471737679 17.2372100052898 26.3734602886723 36.7263659034233 51.8212045643467 5670 3.753659647286 25122 4.4000714983475 94.9217864429834 16.0775415970066 24.8825730435475 35.0051747472335 50.290581960035 60 1.78532983501077 1344 3.12872228433843 5.07821355701655 99.2559523809524 100 11 1.07918124604762 44 1.65321251377534 0.166251039068994 20 1.32221929473392 1218 3.08600370561838 4.60213103604625 29 1.47712125471966 82 1.91907809237607 0.309831481901307 100 FALSE 1
