unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent outliers cell_name p_column p_row mix H2228_prop H1975_prop HCC827_prop mRNA_amount total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control SC3
20424 1735 45290 4921 1263 784 11938 4344 13133 0.979288813691244 0.819995430731748 0.923398367929363 FALSE D7 D 7 2 0.33 0.33 0.33 7.5 4259 3.62940959910272 13044 4.11544408343624 22.7307574363692 29.4004906470408 37.8334866605336 51.8552591229684 4197 3.62304243424638 11094 4.04512730656803 85.050597976081 13.475752659095 20.2451775734631 29.2770867135389 45.0333513610961 62 1.79934054945358 1950 3.29025726939452 14.949402023919 99.3846153846154 100 19 1.30102999566398 272 2.43616264704076 2.0852499233364 19 1.30102999566398 1641 3.21537315278342 12.5804967801288 24 1.39794000867204 37 1.57978359661681 0.283655320453849 100 FALSE 2
24418 2314 59963 6163 1291 884 17540 4934 16788 0.9804026679888 0.817250416477692 0.923814079214868 FALSE D8 D 8 2 0.33 0.33 0.33 7.5 4849 3.68574173860226 16701 4.22276847934858 23.2381294533261 30.0520926890605 38.3629722771092 51.595712831567 4782 3.67970038087196 14080 4.14863349848935 84.3063289623376 13.6931818181818 20.5184659090909 29.3323863636364 44.2471590909091 67 1.83250891270624 2621 3.41863268735407 15.6936710376624 99.1987790919496 100 23 1.38021124171161 329 2.51851393987789 1.96994191964553 18 1.27875360095283 2211 3.34478512263266 13.2387282198671 26 1.43136376415899 81 1.91381385238372 0.485000898149811 100 FALSE 2
26091 2228 61164 6745 1445 955 18144 5020 16719 0.980202164614988 0.821460613181733 0.925234209441827 FALSE D9 D 9 2 0.33 0.33 0.33 7.5 4917 3.6917885244027 16612 4.22044806507032 23.2362147844931 29.7856970864435 37.7738983867084 51.1076330363593 4853 3.68609977199592 14046 4.14758358242164 84.5533349385986 13.7120888509184 20.169443257867 28.7768759789264 43.6992738146091 64 1.81291335664286 2566 3.40942586867144 15.4466650614014 99.4544037412315 100 21 1.34242268082221 331 2.52113808370404 1.9925355164941 19 1.30102999566398 2174 3.33745926129066 13.0869251143752 24 1.39794000867204 61 1.79239168949825 0.367204430532145 100 FALSE 2
17139 1625 39742 4440 934 1047 14856 3529 11154 0.964228078748227 0.795678679580708 0.926751903575485 FALSE E1 E 1 3 1 0 0 3.75 3462 3.53945249154946 11084 4.04473569745051 31.9198845182245 38.8848791050162 47.0407795019848 60.591844099603 3403 3.53198955141255 8592 3.93414481179248 77.5171418260556 17.62104283054 24.8254189944134 34.3691806331471 51.024208566108 59 1.77815125038364 2492 3.39672227850377 22.4828581739444 99.6388443017656 100 18 1.27875360095283 399 2.60205999132796 3.59978347167088 19 1.30102999566398 2058 3.31365634661803 18.5673042223024 22 1.36172783601759 35 1.55630250076729 0.31577047997113 100 FALSE 3
12175 1288 34481 3569 789 479 14285 2935 8666 0.980036924786479 0.8012924061836 0.919223495010968 FALSE E10 E 10 3 1 0 0 7.5 2911 3.464191370641 8641 3.93661426197521 31.6861474366393 39.0116884619836 47.4366392778614 61.8331211665316 2855 3.45575820310414 6710 3.82678723881629 77.6530494155769 17.317436661699 24.9478390461997 34.9627421758569 52.5335320417288 56 1.75587485567249 1931 3.28600712207947 22.3469505844231 99.6892801657172 100 17 1.25527250510331 173 2.2405492482826 2.0020830922347 19 1.30102999566398 1731 3.23854788768133 20.0324036569841 20 1.32221929473392 27 1.44715803134222 0.312463835204259 100 FALSE 3
41701 4678 115586 10807 2803 923 44578 6219 30177 0.988501176065049 0.790005633167642 0.915829633220786 FALSE E11 E 11 3 1 0 0 15 6092 3.78483117812447 30047 4.47781557058602 27.6633274536559 34.7655339967384 42.7463640296868 55.0470928878091 6008 3.77880220401324 24523 4.3895913074552 81.6154690984125 16.1236390327448 23.4473759327978 32.1004771031277 46.4828936100803 84 1.92941892571429 5524 3.74233228235715 18.3845309015875 99.2396813902969 100 26 1.43136376415899 347 2.54157924394658 1.15485739008886 22 1.36172783601759 5064 3.7045794496963 16.8535960328818 36 1.56820172406699 113 2.05690485133647 0.376077478616834 100 FALSE 3
46981 5163 127325 12683 3173 1001 42310 6744 34227 0.989160603912361 0.795190930903909 0.91608936918533 FALSE E12 E 12 3 1 0 0 15 6581 3.81835787795835 34057 4.53221914114665 25.1372698710985 32.0492116158205 40.3441289602725 52.6881404703879 6489 3.81224469680037 28491 4.45472293567253 83.6568106409842 15.0995051068759 22.2315819030571 31.0168123266997 45.0001754940157 92 1.96848294855394 5566 3.74562122130694 16.3431893590158 98.9399928135106 100 21 1.34242268082221 370 2.56937390961505 1.08641395307866 23 1.38021124171161 5061 3.70432214082224 14.8603811257598 48 1.69019608002851 135 2.13353890837022 0.39639428017735 100 FALSE 3
57330 5869 161810 14726 3756 1162 60118 7104 37663 0.989193638056131 0.799458354140812 0.915035734000017 FALSE E13 E 13 3 1 0 0 15 6893 3.83847127907193 37444 4.57339383492252 25.2136523875654 32.4217498130542 40.6954385215255 53.0659117615639 6812 3.8333383889394 31253 4.49490560781634 83.4659758572802 14.9457652065402 22.3754519566122 31.2450004799539 45.2180590663296 81 1.91381385238372 6191 3.79183094767484 16.5340241427198 99.3377483443709 100 18 1.27875360095283 405 2.60852603357719 1.08161521204999 21 1.34242268082221 5634 3.75089392038213 15.0464693942955 42 1.63346845557959 152 2.1846914308176 0.405939536374319 100 FALSE 3
52255 5136 134574 13074 3340 902 47924 6605 32919 0.990704456092012 0.790668003040594 0.920957221982071 FALSE E14 E 14 3 1 0 0 15 6440 3.80895329915591 32748 4.51519804322513 25.5985098326615 32.5088555026261 40.3352876511543 53.0230853792598 6350 3.80284211273907 27132 4.43349781482372 82.8508611212899 14.7206250921421 21.9003390830016 30.3331859059413 44.9248120300752 90 1.95904139232109 5616 3.74950442387614 17.1491388787102 98.9316239316239 100 20 1.32221929473392 305 2.48572142648158 0.931354586539636 23 1.38021124171161 5160 3.71273385906995 15.7566874312935 47 1.68124123737559 151 2.18184358794477 0.461096860877 100 FALSE 3
59952 5878 160112 15200 3403 965 71402 6884 36446 0.990424188939685 0.789935795206625 0.925204158150645 FALSE E15 E 15 3 1 0 0 15 6670 3.82419094065258 36224 4.55900839414321 28.3982994699647 34.8829505300353 42.6374779151943 54.5964001766785 6583 3.81848982220421 29299 4.46686762035411 80.8828401060071 15.8640226628895 22.7448035769139 31.3048226901942 45.3189528652855 87 1.94448267215017 6925 3.84048248721344 19.1171598939929 99.2635379061372 100 21 1.34242268082221 348 2.54282542695918 0.960689045936396 23 1.38021124171161 6462 3.81043415592267 17.8390017667845 43 1.64345267648619 115 2.06445798922692 0.317469081272085 100 FALSE 3
79322 7984 214906 21920 4976 1533 86111 7944 48654 0.98972335245001 0.801927898877394 0.918279911563302 FALSE E16 E 16 3 1 0 0 15 7696 3.88632148655948 48391 4.68477357149929 25.5212746171809 32.1712715174309 40.2016903969746 52.086131718708 7603 3.88104210819341 40302 4.60533737455187 83.2840817507388 14.9322614262319 21.8103319934495 30.4773956627463 43.95811622252 93 1.9731278535997 8089 3.90794852161227 16.7159182492612 98.9615527259241 100 27 1.44715803134222 498 2.69810054562339 1.02911698456325 22 1.36172783601759 7417 3.87028682899259 15.3272302700915 44 1.65321251377534 174 2.24303804868629 0.359570994606435 100 FALSE 3
62402 6724 176513 17074 3838 1126 70965 7165 39569 0.990194343806971 0.800121306881619 0.918344937111138 FALSE E17 E 17 3 1 0 0 15 6955 3.84235957333068 39347 4.59492266271699 25.6105929295753 32.3506239357511 40.5520115891936 53.2187968587186 6870 3.83701994854091 32698 4.51453447128039 83.1016341779551 14.9122270475258 21.7780904030828 30.7235916569821 45.152608722246 85 1.93449845124357 6649 3.8228216453031 16.8983658220449 99.2780869303655 100 19 1.30102999566398 388 2.58994960132571 0.986098050677307 23 1.38021124171161 6096 3.78511619502192 15.4929219508476 43 1.64345267648619 165 2.22010808804005 0.419345820519989 100 FALSE 3
84807 9100 241846 23118 6011 1166 78689 8667 59661 0.993044031948334 0.8006738068754 0.910242719658953 FALSE E18 E 18 3 1 0 0 30 8381 3.92334765649783 59360 4.77350120849105 22.1647574123989 28.9959568733154 37.5774932614555 50.230795148248 8291 3.91865929342182 51217 4.70942261579734 86.2820080862534 13.7473885623914 20.8641661948181 29.7225530585548 43.7100962571021 90 1.95904139232109 8143 3.91083776499268 13.7179919137466 98.9807196364976 100 24 1.39794000867204 415 2.61909333062674 0.699123989218329 22 1.36172783601759 7497 3.87494543608553 12.6297169811321 44 1.65321251377534 231 2.3654879848909 0.389150943396226 100 FALSE 3
27050 4367 75161 10222 1712 279 28278 4816 19967 0.994040165776511 0.792707967750434 0.906645511771667 FALSE E19 E 19 3 1 0 0 30 4718 3.67384997734295 19863 4.29806670654651 28.5656748728792 35.4679554951417 43.9409958213764 57.5190051855208 4652 3.66773305253327 16254 4.21098697383215 81.8305391934753 16.9189122677495 24.369385997293 33.8439768672327 49.5139657930356 66 1.82607480270083 3609 3.55750720190566 18.1694608065247 99.556663895816 100 15 1.20411998265592 119 2.07918124604762 0.599103861450939 20 1.32221929473392 3401 3.53173430927655 17.1222876705432 31 1.50514997831991 89 1.95424250943932 0.448069274530534 100 FALSE 3
42313 4245 113217 10708 2400 476 50602 6847 34828 0.993281267660135 0.783162972096255 0.926380806712758 FALSE E20 E 20 3 1 0 0 30 6707 3.82659305393405 34684 4.54014169883555 29.4026063891131 35.6043132280014 43.0832660592781 54.7485872448391 6626 3.8213169705911 27683 4.44222884056872 79.8149002421866 15.6196943972835 22.5300726077376 30.8962178954593 44.8000577972041 81 1.91381385238372 7001 3.84522210642901 20.1850997578134 99.4000857020426 100 20 1.32221929473392 233 2.36921585741014 0.671779494867951 22 1.36172783601759 6625 3.82125143154594 19.101026409872 39 1.60205999132796 143 2.15836249209525 0.412293853073463 100 FALSE 3
143004 15270 391190 37329 8915 1643 140919 9957 87223 0.993946550681134 0.801657819519891 0.918243935860503 FALSE E22 E 22 3 1 0 0 30 9507 3.97808917305614 86742 4.93823443811382 22.3674805745775 28.75538954601 36.8587304881142 49.2275944755712 9412 3.97372805868803 74590 4.87268642953523 85.9906389061815 13.4267328060062 20.1568574875989 28.6714036734147 42.3220270813782 95 1.98227123303957 12152 4.08468349790325 14.0093610938185 99.0865701119157 100 22 1.36172783601759 528 2.72345567203519 0.60870166701252 24 1.39794000867204 11285 4.05254004593402 13.0098452883263 49 1.69897000433602 339 2.53147891704225 0.390814138479629 100 FALSE 3
111697 12182 302831 29822 7133 1292 93018 9693 75174 0.993920770346939 0.8003165987176 0.915529183556923 FALSE E23 E 23 3 1 0 0 30 9273 3.96726709155979 74733 4.87351822769223 21.7240041213386 28.2164505640079 36.2771466420457 48.5314385880401 9179 3.96284268120124 64573 4.81005768936576 86.404934901583 13.2129527821226 19.9588063122358 28.4174500178093 41.8456630480232 94 1.97772360528885 10160 4.00693645136429 13.595065098417 99.005905511811 100 22 1.36172783601759 457 2.66086547800387 0.611510310037065 23 1.38021124171161 9391 3.97275808390354 12.5660685373262 49 1.69897000433602 312 2.49554433754645 0.417486251053751 100 FALSE 3
87908 9239 253208 21278 5735 1045 96056 8475 57311 0.993404407357505 0.797246601734877 0.913786024709737 FALSE E24 E 24 3 1 0 0 30 8200 3.91386681189624 57022 4.75605006195928 23.3488828873067 30.2497281750903 38.4746238293992 51.1556942934306 8107 3.90891374002097 48671 4.6872791923729 85.354775349865 14.2631135583818 21.341250436605 30.0486942943437 44.2275687781225 93 1.9731278535997 8351 3.92179048565819 14.645224650135 98.9582085977727 100 23 1.38021124171161 377 2.57749179983723 0.661148328715233 22 1.36172783601759 7742 3.88890925926353 13.5772158114412 48 1.69019608002851 232 2.36735592102602 0.406860509978605 100 FALSE 3
25574 2973 70118 7857 1626 1143 24757 4770 17794 0.978307294043887 0.803529279080853 0.918342745676776 FALSE E5 E 5 3 1 0 0 7.5 4704 3.67255962776328 17726 4.24863524469933 26.712174207379 33.9783369062394 42.4461243371319 55.4721877468126 4629 3.66558099101795 14468 4.16043851664154 81.6202188875099 15.3511197124689 22.8366049212054 32.0638650815593 47.1246889687586 75 1.88081359228079 3258 3.51308436046514 18.3797811124901 99.2326580724371 100 25 1.41497334797082 386 2.58771096501891 2.1775922373914 21 1.34242268082221 2801 3.44746813094976 15.8016472977547 29 1.47712125471966 71 1.85733249643127 0.400541577344014 100 FALSE 3
26594 2532 64616 6986 1598 868 25288 4684 16872 0.981330013643119 0.800023707444272 0.9215855135221 FALSE E7 E 7 3 1 0 0 7.5 4591 3.66200187938992 16766 4.22445536433557 28.9514493618037 35.4705952522963 43.7373255397829 56.4773947274245 4525 3.65571454961871 13433 4.12820534396267 80.1204819277108 16.1095808829003 23.0477183056652 32.3159383607534 47.2716444576789 66 1.82607480270083 3333 3.52296559549199 19.8795180722892 99.5199519951995 100 19 1.30102999566398 315 2.4996870826184 1.87880233806513 20 1.32221929473392 2946 3.46938013584993 17.5712751998091 27 1.44715803134222 72 1.86332286012046 0.429440534414887 100 FALSE 3
16384 1690 42957 4515 935 750 16241 3567 11343 0.975579651789139 0.793264567756974 0.920302459400106 FALSE E8 E 8 3 1 0 0 7.5 3518 3.54641926683519 11291 4.05277086947488 29.7759277300505 36.9320697900983 44.7613143211407 58.4447790275441 3460 3.53920159929413 8951 3.95192007352029 79.2755291825348 16.9589989945257 23.9973187353368 32.9013518042677 49.3911294827394 58 1.77085201164214 2340 3.36940141369662 20.7244708174652 99.6581196581197 100 20 1.32221929473392 276 2.44247976906445 2.44442476308564 21 1.34242268082221 2029 3.30749603791321 17.9700646532637 17 1.25527250510331 35 1.55630250076729 0.309981401115933 100 FALSE 3
12738 1357 36843 3604 767 662 14300 3286 10289 0.975799396466324 0.792691222866468 0.919524813368828 FALSE E9 E 9 3 1 0 0 7.5 3242 3.51094694867297 10244 4.01051196273721 31.433033971105 38.881296368606 47.3155017571261 61.118703631394 3186 3.50338206347373 8024 3.90444504107691 78.3287778211636 17.9336989032901 25.7726819541376 35.3439680957129 52.1560319042871 56 1.75587485567249 2220 3.34654855854847 21.6712221788364 99.7297297297297 100 20 1.32221929473392 249 2.39794000867204 2.43069113627489 20 1.32221929473392 1937 3.28735377271475 18.9086294416244 16 1.23044892137827 34 1.54406804435028 0.331901600937134 100 FALSE 3
30757 2829 91921 7857 1988 936 39990 5181 18640 0.984871244106829 0.7931330467848 0.918937275248243 FALSE F10 F 10 3 1 0 0 7.5 5081 3.70603466071435 18538 4.26808630444738 22.6399827381595 29.5662962563383 38.1432732765131 51.8934081346424 5006 3.69957759139891 15759 4.19755621315354 85.0091703527889 13.6049241703154 20.6675550479091 29.7607716225649 45.0663113141697 75 1.88081359228079 2779 3.44404479591808 14.9908296472111 98.8485066570709 100 21 1.34242268082221 282 2.45178643552429 1.52119969791779 20 1.32221929473392 2415 3.38309692994909 13.0272952853598 34 1.54406804435028 82 1.91907809237607 0.442334663933542 100 FALSE 3
40091 4081 109512 10594 2552 722 44074 6148 28543 0.989944994923468 0.79129734057692 0.920715789960484 FALSE F11 F 11 3 1 0 0 15 6015 3.77930782758359 28406 4.45342537127167 27.7687812433993 34.5842427656129 42.4910230233049 54.8686897134408 5934 3.77342072329061 23102 4.36366837811077 81.327888474266 15.6263526967362 22.8681499437278 31.5340663146048 46.0349753268115 81 1.91381385238372 5304 3.72468538823736 18.672111525734 99.2835595776772 100 23 1.38021124171161 287 2.45939248775923 1.01034992607196 22 1.36172783601759 4921 3.69214160936678 17.3238048299655 36 1.56820172406699 96 1.98677173426624 0.337956769696543 100 FALSE 3
75457 7148 214521 19661 4160 1007 102641 7411 36681 0.99075815790443 0.797306507238814 0.923338806646818 FALSE F12 F 12 3 1 0 0 15 7165 3.85527680383009 36425 4.56141148325659 20.5737817433082 26.7316403568977 34.7398764584763 47.7336993822924 7077 3.8499105583015 31795 4.50237248831169 87.2889498970487 12.8259160245322 19.1633904701997 27.4068249724799 41.6574933165592 88 1.94939000664491 4630 3.66567478099389 12.7110501029513 98.7904967602592 100 21 1.34242268082221 337 2.52891670027765 0.925188743994509 24 1.39794000867204 4161 3.61930207587561 11.423472889499 43 1.64345267648619 132 2.12385164096709 0.36238846945779 100 FALSE 3
36776 3850 110259 9516 2216 709 46991 5817 25523 0.990087371786198 0.802844492887652 0.919484026374632 FALSE F13 F 13 3 1 0 0 15 5672 3.7538127835647 25371 4.40435470272543 27.9098182964802 34.7128611406724 42.5879941665681 54.7160143470892 5596 3.74795530690673 20647 4.31487799153581 81.3803161089433 15.9538916065288 23.0638833728871 31.6995205114544 45.9485639560227 76 1.88649072517248 4724 3.67440181284528 18.6196838910567 99.428450465707 100 22 1.36172783601759 253 2.40483371661994 0.997201529305112 22 1.36172783601759 4384 3.64196959770206 17.2795711639273 32 1.51851393987789 87 1.94448267215017 0.342911197824288 100 FALSE 3
42923 4351 115830 11927 2457 849 43775 6348 25933 0.989164384764908 0.810511702922719 0.922607903980294 FALSE F14 F 14 3 1 0 0 15 6190 3.79176080401291 25772 4.41116497375519 20.2390190904858 26.5714729163433 34.6616483004811 47.664131615707 6111 3.78618334556763 22481 4.35183494347744 87.2303274871954 12.7485432142698 19.1361594235132 27.4453983363729 41.7018815888973 79 1.90308998699194 3291 3.51745982654023 12.7696725128046 98.6934062594956 100 20 1.32221929473392 281 2.45024910831936 1.09033059133944 23 1.38021124171161 2885 3.46029632675748 11.1943194164209 36 1.56820172406699 125 2.10037054511756 0.485022505044234 100 FALSE 3
58191 5665 180306 14314 3611 1073 85386 7019 32061 0.990611646239789 0.80459124768267 0.920370256582684 FALSE F16 F 16 3 1 0 0 15 6815 3.83352958175864 31846 4.50306852788613 19.9365697418828 26.392639577969 34.6197324624757 47.8992652138416 6730 3.82807959055675 28018 4.44745263122699 87.9796520756139 13.1772432007995 19.5195945463631 28.0177029052752 42.3156542222857 85 1.93449845124357 3828 3.58308536634769 12.0203479243861 98.4587251828631 100 20 1.32221929473392 301 2.48000694295715 0.945173648181875 22 1.36172783601759 3356 3.52595134124801 10.5382151604597 43 1.64345267648619 171 2.23552844690755 0.53695911574452 100 FALSE 3
69066 7306 186809 18007 4569 1444 67296 7690 45069 0.989615922032968 0.799063657769406 0.915973082168878 FALSE F17 F 17 3 1 0 0 15 7464 3.87302981206104 44831 4.65158811360568 24.1551604916241 31.0031005331132 39.2340121790725 51.8257455778368 7377 3.86793865089078 37855 4.57813472294784 84.4393388503491 14.5793158103289 21.5004622903183 30.2100118874653 44.377228899749 87 1.94448267215017 6976 3.84366872297914 15.5606611496509 99.3119266055046 100 22 1.36172783601759 468 2.67117284271508 1.04392050143874 24 1.39794000867204 6349 3.80277372529198 14.1620753496465 41 1.6232492903979 159 2.20411998265593 0.354665298565725 100 FALSE 3
117535 12551 329368 26846 8442 1492 104226 9559 66704 0.993853441923445 0.811450587549255 0.922688156229288 FALSE F18 F 18 3 1 0 0 30 9152 3.96156346236207 66275 4.8213562892713 16.5960015088646 22.3764617125613 30.1365522444361 43.2757450018861 9050 3.95669656489465 59928 4.77763703094018 90.4232365145228 11.2334801762115 16.9670270991857 24.8865305032706 38.7681884928581 102 2.01283722470517 6347 3.80263691808281 9.57676348547718 97.9990546714983 99.9684890499448 23 1.38021124171161 408 2.61172330800734 0.615616748396831 23 1.38021124171161 5629 3.75050839485135 8.49339871746511 56 1.75587485567249 310 2.49276038902684 0.46774801961524 98.0645161290323 FALSE 3
89244 9288 242143 22241 5593 1055 83219 8808 60702 0.993262165827607 0.799808902375571 0.916592383019936 FALSE F19 F 19 3 1 0 0 30 8490 3.92895884088083 60365 4.78079239938368 22.7300588089124 29.2172616582457 37.4206907976476 49.9329081421353 8400 3.92433098470868 51732 4.7137676639043 85.6986664457881 13.6781875821542 20.497950978118 29.1309054357071 43.0603881543339 90 1.95904139232109 8633 3.93621204432025 14.3013335542119 98.9227383296652 100 24 1.39794000867204 409 2.61278385671974 0.677544934978878 23 1.38021124171161 7981 3.902111723448 13.2212374720451 43 1.64345267648619 243 2.38738982633873 0.40255114718794 100 FALSE 3
120701 12498 318048 32727 7972 1414 111108 9516 63133 0.994060158555104 0.81374241667373 0.922750237950004 FALSE F20 F 20 3 1 0 0 30 9136 3.96080362491177 62736 4.79752374747304 16.3510584034685 21.9969395562357 29.5731318541188 42.3409206834991 9035 3.95597622224833 56834 4.75461586433067 90.5923233868911 10.9846218812683 16.6537635922159 24.3903297322026 37.8277087658796 101 2.00860017176192 5902 3.77107278322119 9.4076766131089 98.1701118264995 99.9830565909861 24 1.39794000867204 373 2.57287160220048 0.594554960469268 25 1.41497334797082 5250 3.72024201828706 8.36840091813313 52 1.72427586960079 279 2.44715803134222 0.444720734506503 99.2831541218638 FALSE 3
98295 10413 281245 24541 6184 1040 109214 9059 66123 0.994026284198535 0.79444368815776 0.918137271730371 FALSE F21 F 21 3 1 0 0 30 8752 3.94215692846749 65797 4.81821269297316 23.2275027736827 29.5499794823472 37.7342432025776 50.1846588750247 8656 3.93736741751729 56090 4.74889318275529 85.2470477377388 13.6049206632198 20.2638616509182 28.9659475842396 42.8775182742022 96 1.98677173426624 9707 3.9871297676599 14.7529522622612 99.114041413413 100 23 1.38021124171161 394 2.59659709562646 0.598811495964862 23 1.38021124171161 9097 3.95894593249394 13.825858321808 50 1.70757017609794 216 2.33645973384853 0.328282444488351 100 FALSE 3
79130 7382 213901 19966 4947 973 84159 7984 42687 0.993136083352511 0.80443694782851 0.922200922482038 FALSE F22 F 22 3 1 0 0 30 7729 3.88817949391832 42423 4.62761161411051 18.7846215496311 24.8072979280107 32.6450274615185 45.7841265351342 7639 3.88309335857569 37723 4.57661773618154 88.9211041180492 12.2524719667047 18.2276065000133 26.3976884129046 40.4448214617077 90 1.95904139232109 4700 3.67219025118825 11.0788958819508 98.6595744680851 100 23 1.38021124171161 293 2.46834733041216 0.690663083704594 22 1.36172783601759 4246 3.62808226099068 10.0087216839922 45 1.66275783168157 161 2.20951501454263 0.37951111425406 100 FALSE 3
71173 7720 205599 17674 4945 960 77148 7916 47252 0.993524083426411 0.799521713197426 0.91342146080135 FALSE F23 F 23 3 1 0 0 30 7674 3.88507838414922 47000 4.67210709814554 24.2702127659574 31.1765957446809 39.3659574468085 51.5212765957447 7591 3.88035619941924 39871 4.60066802064306 84.831914893617 14.8804895788919 21.9934288079055 30.7215770861027 44.285320157508 83 1.92427928606188 7129 3.85308952985187 15.168085106383 99.1583672324309 100 18 1.27875360095283 305 2.48572142648158 0.648936170212766 24 1.39794000867204 6637 3.82203724807259 14.1212765957447 41 1.6232492903979 187 2.27415784926368 0.397872340425532 100 FALSE 3
79694 8695 216589 20161 5302 845 74641 8349 50440 0.994191117963087 0.799246629500546 0.917882450855977 FALSE F24 F 24 3 1 0 0 30 8071 3.90698115322885 50152 4.70029691630913 22.1825650023927 28.5392407082469 36.68647312171 49.2562609666613 7978 3.90194846507308 43161 4.63510156040475 86.0603764555751 13.197099233104 19.9555153958435 28.5442876671069 42.4295081207572 93 1.9731278535997 6991 3.84460141962635 13.9396235444249 99.0130167358032 100 21 1.34242268082221 293 2.46834733041216 0.584223959164141 24 1.39794000867204 6510 3.8136476953469 12.9805391609507 48 1.69019608002851 188 2.27646180417324 0.374860424310097 100 FALSE 3
19925 2018 51365 5215 1456 817 17827 4390 14929 0.977694419600982 0.803335788865071 0.913858320143131 FALSE F5 F 5 3 1 0 0 7.5 4325 3.63608651510307 14863 4.17213569664957 27.7332974500437 34.9525667765592 43.6385655654982 56.8458588441095 4256 3.62910365017714 12017 4.07983219967722 80.8517795868936 15.8275775984023 23.4417907963718 32.9782807689107 48.3981026878589 69 1.84509804001426 2846 3.45438746714695 19.1482204131064 99.3323963457484 100 23 1.38021124171161 332 2.52244423350632 2.23373477763574 20 1.32221929473392 2460 3.3911116137028 16.5511673282648 26 1.43136376415899 54 1.74036268949424 0.363318307205813 100 FALSE 3
17256 1695 44319 4405 1034 656 15380 3995 12734 0.978168681499789 0.800534002826658 0.917856982992789 FALSE F7 F 7 3 1 0 0 7.5 3921 3.59350758933177 12659 4.10243370568134 28.2644758669721 35.5636306185323 43.5263448929615 56.3709613713563 3854 3.58602438238698 10176 4.0076197745174 80.3854964847144 16.0868710691824 23.4375 32.3506289308176 47.4744496855346 67 1.83250891270624 2483 3.39515159150454 19.6145035152856 99.3153443415223 100 19 1.30102999566398 278 2.4456042032736 2.19606603997156 20 1.32221929473392 2159 3.33445375115093 17.0550596413619 28 1.46239799789896 46 1.67209785793572 0.363377833952129 100 FALSE 3
19021 2007 55615 5082 1418 822 21483 4281 13298 0.980448186960108 0.804181079256895 0.923747237368599 FALSE F8 F 8 3 1 0 0 7.5 4204 3.62376600013393 13221 4.12129715282495 24.3551924967854 31.3289463731942 39.5507147719537 53.4301490053702 4134 3.61647551388857 11040 4.04300840987995 83.5035171318357 14.3115942028986 21.3134057971014 30.2445652173913 46.1503623188406 70 1.85125834871908 2181 3.33885474625232 16.4964828681643 99.0371389270977 100 22 1.36172783601759 259 2.41497334797082 1.95900461387187 21 1.34242268082221 1877 3.27369558793009 14.1971106572876 27 1.44715803134222 45 1.66275783168157 0.340367597004765 100 FALSE 3
13580 1377 34651 3916 750 552 11339 3298 9769 0.97901525132663 0.804176475786492 0.917083716773757 FALSE F9 F 9 3 1 0 0 7.5 3246 3.511482288626 9717 3.98757689472699 28.1980034990223 35.3298343110013 43.9127302665432 58.485129155089 3190 3.50392680419351 7854 3.89514618937599 80.8274158690954 16.2337662337662 23.5676088617265 33.2187420422715 50.2164502164502 56 1.75587485567249 1863 3.27044590801796 19.1725841309046 99.6779388083736 100 20 1.32221929473392 205 2.31386722036915 2.10970464135021 17 1.25527250510331 1624 3.21085336531489 16.7129772563548 19 1.30102999566398 34 1.54406804435028 0.349902233199547 100 FALSE 3
77110 8947 207067 27073 5534 1021 61752 9028 53272 0.993429944249619 0.812959903736867 0.923261577702812 FALSE G18 G 18 4 0 1 0 30 8672 3.93816934639032 52895 4.72342283189135 20.1625862557898 25.9325077984687 33.3245108233292 45.5903204461669 8576 3.93333541007765 46175 4.6644163094134 87.2955855941015 12.0541418516513 17.8646453708717 25.6610720086627 39.0319436924743 96 1.98677173426624 6720 3.82743389540078 12.7044144058985 98.75 100 22 1.36172783601759 348 2.54282542695918 0.657907174591171 23 1.38021124171161 6137 3.7880268840958 11.6022308346725 51 1.7160033436348 235 2.37291200297011 0.444276396634843 99.5744680851064 FALSE 2
