unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent outliers H1975 H2228 HCC827 poor_quality traj total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control Seurat
99695 9058 115103 39025 2823 77 21227 4183 15160 0.998680738127519 0.837994722402378 0.868403121106121 FALSE 0 8 1 NO NO 3982 3.60021030640933 14935 4.17423430494102 19.7790425175762 28.0682959491128 38.3528624037496 54.3689320388349 3938 3.59538598080914 13651 4.1351962796066 91.4027452293271 15.6691817449271 23.9982418870412 34.3051791077577 51.2343418064611 44 1.65321251377534 1284 3.10890312766731 8.59725477067292 100 100 6 0.845098040014257 20 1.32221929473392 0.133913625711416 20 1.32221929473392 1224 3.08813608870055 8.19551389353867 18 1.27875360095283 40 1.61278385671974 0.267827251422832 100 FALSE 0
24561 2120 35038 10307 913 150 3541 2048 5396 0.997220161235693 0.861564119974863 0.833764207256843 FALSE 0 7 2 NO NO 1967 3.29402509409532 5303 3.72460351539672 18.6121063548935 28.6630209315482 41.2219498397134 62.7380727889874 1933 3.28645646974698 5029 3.70156798505593 94.8331133320762 17.9956253728375 27.7788824816067 40.1272618810897 62.1793597136608 34 1.54406804435028 274 2.43933269383026 5.16688666792382 100 100 6 0.845098040014257 14 1.17609125905568 0.264001508580049 19 1.30102999566398 245 2.39093510710338 4.62002640015086 9 1 15 1.20411998265592 0.28285875919291 100 FALSE 1
24094 2172 27454 13678 828 105 3554 1826 4463 0.997535287928444 0.839345729690016 0.85838929332446 FALSE 0 7 2 NO NO 1787 3.2523675144599 4417 3.64522571153542 20.4663798958569 30.2014942268508 43.2646592709984 64.2970341860992 1760 3.24575935596728 4088 3.61161711055434 92.5515055467512 17.9305283757339 27.5195694716243 40.6066536203522 62.573385518591 27 1.44715803134222 329 2.51851393987789 7.44849445324881 100 100 3 0.602059991327962 11 1.07918124604762 0.249037808467285 16 1.23044892137827 309 2.49136169383427 6.99569843785375 8 0.954242509439325 9 1 0.203758206927779 100 FALSE 1
45210 3628 63232 19349 1762 76 9352 3037 9784 0.99846688368922 0.838409647548641 0.851593569507799 FALSE 0 7 2 NO NO 2924 3.4661258704182 9657 3.98488720106433 19.31241586414 28.5285285285285 39.7535466500984 57.6576576576577 2888 3.4607475418442 8950 3.95187155712836 92.6788857823341 16.7039106145251 25.6648044692737 36.9832402234637 55.5754189944134 36 1.56820172406699 707 2.85003325768977 7.32111421766594 100 100 5 0.778151250383644 15 1.20411998265592 0.155327741534638 18 1.27875360095283 659 2.81954393554187 6.8240654447551 13 1.14612803567824 33 1.53147891704226 0.341721031376204 100 FALSE 0
38242 3039 59718 15897 1589 77 8998 2698 8515 0.997298883150559 0.843687609108999 0.850967879074716 FALSE 0 7 2 NO NO 2596 3.4144719496293 8401 3.92438267720197 20.1761695036305 29.7702654445899 41.2807999047732 60.123794786335 2553 3.4072208929274 7745 3.88907749265006 92.1914057850256 17.5726275016139 26.9464170432537 38.5151710781149 58.2052937378954 43 1.64345267648619 656 2.81756536955978 7.80859421497441 100 100 8 0.954242509439325 22 1.36172783601759 0.2618735864778 20 1.32221929473392 609 2.78532983501077 7.24913700749911 15 1.20411998265592 25 1.41497334797082 0.2975836209975 100 FALSE 1
46506 5937 57875 29653 2087 36 7421 2881 8448 0.998816286696477 0.846235794452846 0.854639139868442 FALSE 0 6 3 NO NO 2799 3.44715803134222 8363 3.92241402414563 18.8568695444219 27.7771134760253 38.4192275499223 56.8575869903145 2769 3.44247976906445 7816 3.89304011195712 93.4592849455937 16.6453428863869 25.1151484135107 35.8239508700102 54.96417604913 30 1.49136169383427 547 2.73878055848437 6.54071505440631 100 100 5 0.778151250383644 10 1.04139268515822 0.119574315437044 20 1.32221929473392 527 2.72263392253381 6.30156642353223 5 0.778151250383644 10 1.04139268515822 0.119574315437044 100 FALSE 0
51320 5256 62154 30748 1766 72 2023 3136 9313 0.998067216795805 0.871684740822845 0.847631431728303 FALSE 0 6 3 NO NO 3001 3.47741068790725 9151 3.96151601144895 17.3860780242596 26.2703529668889 37.1871926565403 55.086875751284 2965 3.47217114669236 8860 3.94748273655692 96.8200196699814 17.1106094808126 25.9255079006772 36.7494356659142 54.6726862302483 36 1.56820172406699 291 2.46538285144842 3.17998033001858 100 100 6 0.845098040014257 18 1.27875360095283 0.196699814227953 17 1.25527250510331 245 2.39093510710338 2.67730302699159 13 1.14612803567824 28 1.46239799789896 0.305977488799038 100 FALSE 1
50134 4238 68753 29673 2193 58 5289 3260 10318 0.998449310914471 0.858984298450296 0.85365298153423 FALSE 0 6 3 NO NO 3146 3.49789674291322 10186 4.00804630615835 17.2393481248773 26.1142744944041 36.9134105635186 54.9185156096603 3107 3.49248101012888 9737 3.98846977020988 95.591989004516 16.7710793879018 25.213104652357 35.6269898325973 53.9796651946185 39 1.60205999132796 449 2.65321251377534 4.408010995484 100 100 4 0.698970004336019 13 1.14612803567824 0.12762615354408 18 1.27875360095283 413 2.6170003411209 4.05458472413116 17 1.25527250510331 23 1.38021124171161 0.225800117808757 100 FALSE 1
65098 6181 97117 34970 2776 145 6560 4142 14455 0.997993773090284 0.860117605769549 0.856934723670202 FALSE 0 6 3 NO NO 3970 3.59889988706388 14248 4.15378438646937 16.5918023582257 24.8877035373386 34.9943851768669 51.6282987085907 3927 3.59417147911491 13601 4.13360277051016 95.4590117911286 15.8885376075289 23.8070730093375 33.7107565620175 50.5183442393942 43 1.64345267648619 647 2.81157500587059 4.54098820887142 100 100 6 0.845098040014257 29 1.47712125471966 0.203537338573835 18 1.27875360095283 568 2.75511226639507 3.98652442448063 19 1.30102999566398 50 1.70757017609794 0.350926445816957 100 FALSE 0
46295 4283 72147 21926 2274 264 6417 3308 10639 0.996710216188824 0.841996427444312 0.854120825151964 FALSE 0 5 4 NO NO 3167 3.50078517291746 10467 4.01986371396784 17.5026273048629 26.607432884303 37.5656826215726 55.6128785707461 3122 3.4945719842302 9867 3.9942291408177 94.2676984809401 16.0535117056856 24.8403770142901 35.7656835917705 54.3123543123543 45 1.66275783168157 600 2.77887447200274 5.7323015190599 100 100 9 1 35 1.55630250076729 0.334384255278494 20 1.32221929473392 536 2.72997428569956 5.12085602369351 16 1.23044892137827 29 1.47712125471966 0.277061240087895 100 FALSE 0
52640 6139 81226 24575 2226 292 10864 3384 11442 0.996591504110652 0.839975528019598 0.851336434769765 FALSE 1 0 8 NO NO 3261 3.51348395670426 11299 4.05307844348342 19.5769537127179 28.2945393397646 39.0477033365785 56.2970174351713 3217 3.50758603976301 10455 4.01936557457249 92.5303124170281 16.8818747011 25.375418460067 36.1453849832616 54.1080822572932 44 1.65321251377534 844 2.92685670894969 7.46968758297194 100 100 8 0.954242509439325 39 1.60205999132796 0.345163288786618 17 1.25527250510331 771 2.88761730033574 6.8236127090893 19 1.30102999566398 34 1.54406804435028 0.300911585096026 100 FALSE 1
37103 4527 44034 16594 1238 60 9653 2592 7328 0.997680129642904 0.813182313300788 0.884551194662671 FALSE 1 0 8 NO NO 2507 3.39932753215868 7227 3.85901814388889 21.9593192195932 30.5797703057977 41.7323924173239 60.2878096028781 2468 3.39252108993193 6369 3.80413943233535 88.1278538812785 15.5440414507772 24.43083686607 36.1281205840791 56.35107552206 39 1.60205999132796 858 2.93399316383124 11.8721461187215 100 100 4 0.698970004336019 16 1.23044892137827 0.22139200221392 21 1.34242268082221 819 2.91381385238372 11.332503113325 14 1.17609125905568 23 1.38021124171161 0.31825100318251 100 FALSE 1
81526 8491 107260 55826 2932 196 6424 4273 14872 0.998184507128709 0.868544916037826 0.851599750134649 FALSE 1 0 8 NO NO 4074 3.610127613076 14650 4.16586726835294 15.6040955631399 24.0136518771331 34.703071672355 51.2491467576792 4031 3.60552052343747 14143 4.150572247669 96.5392491467577 15.314996818214 23.6017818001838 34.0521812910981 50.6257512550378 43 1.64345267648619 507 2.70586371228392 3.46075085324232 100 100 6 0.845098040014257 27 1.44715803134222 0.184300341296928 18 1.27875360095283 431 2.63548374681491 2.9419795221843 19 1.30102999566398 49 1.69897000433602 0.334470989761092 100 FALSE 1
33073 3679 45101 16055 826 75 5568 2337 6421 0.997663913724242 0.828998597058093 0.864350001012302 FALSE 0 9 0 NO YES 2249 3.35218251811136 6331 3.80154090619032 19.4282103933028 29.00015795293 40.7992418259359 60.6065392513031 2213 3.3451776165427 5874 3.76900787094377 92.7815510977729 17.1603677221655 26.4896152536602 38.508682328907 58.9887640449438 36 1.56820172406699 457 2.66086547800387 7.21844890222714 100 100 6 0.845098040014257 15 1.20411998265592 0.236929395040278 18 1.27875360095283 418 2.6222140229663 6.60243247512241 12 1.11394335230684 24 1.39794000867204 0.379087032064445 100 FALSE 0
38762 3667 55455 19404 1417 61 2678 3085 9185 0.998584647796859 0.860860097048601 0.876863498243333 FALSE 0 9 0 NO YES 2967 3.47246389660699 9041 3.95626450269828 16.602145780334 25.240570733326 36.5999336356598 55.1155845592302 2935 3.46775605124403 8740 3.94156112023607 96.6707222652362 16.2585812356979 24.8169336384439 36.1098398169336 54.6796338672769 32 1.51851393987789 301 2.48000694295715 3.32927773476385 100 100 5 0.778151250383644 13 1.14612803567824 0.14378940382701 16 1.23044892137827 263 2.42160392686983 2.90897024665413 11 1.07918124604762 25 1.41497334797082 0.276518084282712 100 FALSE 0
303317 40920 133768 407121 2728 67 7375 5454 18155 0.999228862021906 0.873643623864696 0.914898972790431 FALSE 0 9 0 NO YES 4951 3.69478063601206 17446 4.24172076106859 15.5909664106385 21.9190645420154 30.132981772326 44.8928121059269 4896 3.68993010401822 16686 4.22237826594496 95.6437005617334 14.4672180270886 20.3284190339207 28.5089296416157 43.5035358983579 55 1.7481880270062 760 2.88138465677057 4.35629943826665 99.3421052631579 100 6 0.845098040014257 14 1.17609125905568 0.0802476212312278 18 1.27875360095283 667 2.82477646247555 3.8232259543735 31 1.50514997831991 79 1.90308998699194 0.452825862661928 100 FALSE 0
68486 6225 90960 35361 2801 151 6354 3886 13321 0.998423541026632 0.853764731736533 0.863523111235559 FALSE 0 9 0 NO YES 3711 3.56960796754682 13117 4.11786762656602 16.5281695509644 25.1124494930243 35.4273080734924 52.4891362354197 3664 3.56407397897715 12578 4.09964611712323 95.8908286955859 15.9087295277469 24.1294323421848 34.3615837176022 51.5582763555414 47 1.68124123737559 539 2.73239375982297 4.10917130441412 100 100 6 0.845098040014257 21 1.34242268082221 0.160097583288862 18 1.27875360095283 481 2.68304703823885 3.66699702675917 23 1.38021124171161 37 1.57978359661681 0.28207669436609 100 FALSE 0
37595 3170 43965 14988 1815 64 5908 2217 6358 0.997955330295761 0.839572191192872 0.855141781783923 FALSE 0 9 0 NO YES 2122 3.326949994166 6249 3.79588001734408 23.0116818690991 32.5012001920307 44.0230436869899 63.1301008161306 2091 3.32056168019524 5741 3.75906318816049 91.8706993118899 19.9965162863613 29.3328688381815 41.0033095279568 61.1217557916739 31 1.50514997831991 508 2.70671778233676 8.1293006881101 100 100 5 0.778151250383644 13 1.14612803567824 0.208033285325652 16 1.23044892137827 476 2.67851837904011 7.6172187550008 10 1.04139268515822 19 1.30102999566398 0.304048647783645 100 FALSE 0
27923 2831 38899 13301 837 54 3175 2078 5653 0.997700334339819 0.852644611971264 0.863610713584444 FALSE 0 9 0 NO YES 2005 3.3023309286844 5563 3.74538712132001 19.2342261369765 28.5817005213015 40.7154413086464 61.6214272874348 1976 3.29600666931367 5348 3.72827259789502 96.1351788603272 18.848167539267 28.0478683620045 39.9775617053104 61.2378459237098 29 1.47712125471966 215 2.33445375115093 3.86482113967284 100 100 4 0.698970004336019 13 1.14612803567824 0.233686859608125 16 1.23044892137827 191 2.28330122870355 3.43339924501168 9 1 11 1.07918124604762 0.197735035053029 100 FALSE 0
164702 19463 212786 102214 6168 26 21918 6175 28350 0.999717812698512 0.855167548199235 0.867089641238222 FALSE 1 1 7 NO YES 5805 3.76387703149565 27914 4.44583763218645 16.4541090492226 24.7904277423515 34.5704664326145 49.2476893315182 5750 3.75974336759772 26477 4.42288517783084 94.8520455685319 15.0696831211995 23.1106243154436 32.5792197001171 47.4978283038109 55 1.7481880270062 1437 3.15775888604686 5.14795443146808 99.652052887961 100 4 0.698970004336019 8 0.954242509439325 0.0286594540374006 22 1.36172783601759 1349 3.13033376849501 4.83270043705667 29 1.47712125471966 80 1.90848501887865 0.286594540374006 100 FALSE 1
52308 4766 72135 22178 1982 43 7976 3195 10434 0.999329115392631 0.840521371630706 0.865630759410811 FALSE 0 9 0 NO YES 3072 3.48756256025638 10295 4.01266853389633 18.3389995143273 27.1296745993201 37.9407479358912 56.1437591063623 3035 3.48230176722344 9717 3.98757689472699 94.3856240893638 16.5997735926726 25.2238345168262 36.091386230318 54.8317381907996 37 1.57978359661681 578 2.76267856372744 5.61437591063623 100 100 3 0.602059991327962 7 0.903089986991944 0.0679941719281204 20 1.32221929473392 540 2.73319726510657 5.24526469159786 14 1.17609125905568 31 1.50514997831991 0.301117047110248 100 FALSE 0
40941 4110 57123 23618 2069 76 1969 2994 8864 0.997856497069205 0.865861912380571 0.863040542598666 FALSE 0 9 0 NO YES 2871 3.45818443557026 8702 3.93966898352233 16.0193059066881 24.9942541944381 36.164100206849 54.8494598942772 2841 3.45362407359145 8463 3.92757565469111 97.2535049413928 16.0345031312773 24.8138957816377 35.8265390523455 54.5433061562094 30 1.49136169383427 239 2.38021124171161 2.74649505860722 100 100 4 0.698970004336019 19 1.30102999566398 0.218340611353712 15 1.20411998265592 206 2.31597034545692 2.36727189151919 11 1.07918124604762 14 1.17609125905568 0.160882555734314 100 FALSE 0
57100 5763 77401 24994 2317 73 4331 3720 12522 0.998722248044464 0.852339881127344 0.857530061068471 FALSE 0 9 0 NO YES 3579 3.55388302664387 12353 4.09180759700167 16.2389702906177 25.0384521978467 35.8698291912896 53.2259370193475 3538 3.54888056263751 11852 4.07382828440111 95.9443050271189 15.7104286196423 24.316571042862 34.8801889976375 52.3962200472494 41 1.6232492903979 501 2.70070371714502 4.05569497288108 100 100 7 0.903089986991944 16 1.23044892137827 0.129523192746701 19 1.30102999566398 449 2.65321251377534 3.6347445964543 15 1.20411998265592 36 1.56820172406699 0.291427183680078 100 FALSE 0
23104 2054 31707 11339 1029 54 961 1788 4632 0.998920550520465 0.859455956693748 0.839376426216696 FALSE 0 9 0 NO YES 1731 3.23854788768133 4573 3.66029616027073 19.4839273999563 29.4336321889351 42.2698447408703 65.6461841242073 1709 3.23299611039215 4442 3.64767631324087 97.1353597200962 19.5857721746961 29.3111211166141 42.1656911301216 65.7586672669969 22 1.36172783601759 131 2.12057393120585 2.86464027990378 100 100 1 0.301029995663981 4 0.698970004336019 0.0874699322108025 15 1.20411998265592 120 2.08278537031645 2.62409796632408 6 0.845098040014257 7 0.903089986991944 0.153072381368904 100 FALSE 0
178688 19205 231396 109080 6134 29 12087 6512 30873 0.999708482816795 0.864347487816426 0.874874202418229 FALSE 1 1 7 NO YES 6100 3.78540102499239 30395 4.48281643583817 14.3938147721665 22.2668202006909 31.899983549926 46.7247902615562 6044 3.78139630519679 29362 4.46780042511617 96.6014147063662 13.9806552687147 21.7185477828486 31.0367141202915 45.8245351134119 56 1.75587485567249 1033 3.01452053875792 3.39858529363382 99.4191674733785 100 4 0.698970004336019 8 0.954242509439325 0.026320118440533 18 1.27875360095283 907 2.95808584852109 2.98404342819543 34 1.54406804435028 118 2.07554696139253 0.388221746997861 100 FALSE 1
82540 8291 133080 30824 3674 121 9976 4527 17120 0.998948597547343 0.856133177070016 0.863726131001092 FALSE 1 1 7 NO YES 4341 3.6376898191184 16904 4.22801517510179 16.1322763842877 24.6568859441552 35.2579271178419 51.5380974917179 4299 3.63346845557959 16141 4.20795734297294 95.4862754377662 15.1911281828883 23.4991636205935 33.8888544699833 50.4305805092621 42 1.63346845557959 763 2.88309335857569 4.51372456223379 100 100 5 0.778151250383644 18 1.27875360095283 0.106483672503549 18 1.27875360095283 677 2.83122969386706 4.00496923805017 19 1.30102999566398 68 1.83884909073726 0.402271651680076 100 FALSE 1
167570 17667 229429 112368 5776 303 40910 6174 29007 0.998724445479117 0.850932533233036 0.888164619517834 FALSE 1 1 7 NO YES 5796 3.76320330037077 28544 4.4555300473427 18.679932735426 26.1981502242152 35.6607343049327 50.2872757847534 5731 3.75830618172531 25932 4.41385276004287 90.8492152466368 14.1331173839272 21.7414777109363 31.2201141446861 46.6836341200062 65 1.81954393554187 2612 3.41713940972733 9.15078475336323 99.3491577335375 100 9 1 33 1.53147891704226 0.115610986547085 22 1.36172783601759 2431 3.3859635706007 8.51667600896861 34 1.54406804435028 148 2.17318626841227 0.518497757847534 100 FALSE 0
86141 7448 118263 34419 3229 89 22673 4390 16675 0.99844077901143 0.837361318838164 0.863567698010376 FALSE 1 1 7 NO YES 4189 3.6222140229663 16454 4.21629788663039 19.2354442688708 27.8473319557554 38.2764069527167 54.0658806369272 4143 3.61741974673718 15095 4.17886188715687 91.740610185973 15.5614441868168 23.9748261013581 34.501490559788 51.0831401126201 46 1.67209785793572 1359 3.13353890837022 8.25938981402699 100 100 8 0.954242509439325 23 1.38021124171161 0.13978363923666 20 1.32221929473392 1281 3.1078880251828 7.78534095052875 18 1.27875360095283 55 1.7481880270062 0.334265224261578 100 FALSE 1
128086 12037 196655 48481 5118 22 47004 5179 23935 0.999665761019567 0.821767286057336 0.867306928219374 FALSE 1 1 7 NO YES 4930 3.69293500253114 23639 4.37364747220922 21.8325648293075 30.6569651846525 40.7462244595795 55.0277084479039 4880 3.68850880765652 21079 4.32387060654051 89.1704386818393 16.2151904739314 25.039138479055 35.2625836140234 50.6333317519806 50 1.70757017609794 2560 3.40840957846843 10.8295613181607 100 100 3 0.602059991327962 8 0.954242509439325 0.0338423791192521 21 1.34242268082221 2491 3.39654803798713 10.5376707982571 26 1.43136376415899 61 1.79239168949825 0.258048140784297 100 FALSE 1
79641 7696 121578 33912 3745 99 9654 4330 16875 0.998696295704476 0.859318518009293 0.860799489896599 FALSE 1 0 8 NO NO 4115 3.6144753660904 16635 4.2210489116929 17.2768259693418 25.6447249774572 36.2188157499249 52.5758941989781 4067 3.60938094425071 15819 4.19920647916166 95.0946798917944 16.0945698211012 24.2809279979771 34.6229218028952 51.2927492256148 48 1.69019608002851 816 2.91222205653242 4.90532010820559 100 100 8 0.954242509439325 22 1.36172783601759 0.132251277427112 18 1.27875360095283 739 2.86923171973098 4.4424406372107 22 1.36172783601759 55 1.7481880270062 0.330628193567779 100 FALSE 1
71203 6107 119176 29845 3563 167 6333 4247 16106 0.998634048802537 0.869427541990918 0.852600985594818 FALSE 1 0 8 NO NO 4032 3.60562822200762 15864 4.20044007643643 16.2128088754413 24.6722138174483 35.0100857286939 52.0234493192133 3984 3.60042832573213 15328 4.18551382421854 96.6212808875441 16.1208246346555 24.3019311064718 34.4337160751566 51.4679018789144 48 1.69019608002851 536 2.72997428569956 3.37871911245588 100 100 7 0.903089986991944 22 1.36172783601759 0.138678769541099 21 1.34242268082221 473 2.67577834167409 2.98159354513364 20 1.32221929473392 41 1.6232492903979 0.25844679778114 100 FALSE 1
26652 1927 35010 12117 867 104 3228 2263 5813 0.996387405820768 0.845346635394209 0.860311611368293 FALSE 1 7 1 NO YES 2184 3.33945144130644 5729 3.75815462196739 19.2703787746553 28.8532030022692 40.9146447896666 60.3944842031768 2145 3.33162971762993 5345 3.72802895442052 93.2972595566416 17.4929840972872 26.8475210477081 38.9148737137512 59.176800748363 39 1.60205999132796 384 2.5854607295085 6.70274044335835 100 100 6 0.845098040014257 21 1.34242268082221 0.36655611799616 16 1.23044892137827 339 2.53147891704225 5.9172630476523 17 1.25527250510331 24 1.39794000867204 0.418921277709897 100 FALSE 0
31623 3150 31439 14186 789 32 7262 1880 4767 0.998741344663853 0.817914829414905 0.884621597185657 FALSE 1 7 1 NO YES 1805 3.25671774597749 4682 3.67052415778208 23.8359675352414 33.3618111917984 45.5574540794532 66.1683041435284 1773 3.24895361549571 4112 3.61415870950918 87.8257155061939 17.6313229571984 27.3832684824903 40.5398832684825 62.7675097276265 32 1.51851393987789 570 2.75663610824585 12.1742844938061 100 100 4 0.698970004336019 6 0.845098040014257 0.128150363092695 20 1.32221929473392 553 2.74350976472843 11.8111917983768 8 0.954242509439325 11 1.07918124604762 0.234942332336608 100 FALSE 0
49709 5458 44496 43317 1555 104 7579 2662 6964 0.997128085874314 0.833141871290721 0.890722442960306 FALSE 1 7 1 NO YES 2545 3.40585839931764 6820 3.83384804953115 19.7067448680352 27.4926686217009 37.9765395894428 57.3313782991202 2508 3.39950066131461 6151 3.78901632679337 90.1906158357771 14.5829946350187 22.2565436514388 33.3441716794017 53.974963420582 37 1.57978359661681 669 2.82607480270083 9.80938416422287 100 100 6 0.845098040014257 20 1.32221929473392 0.293255131964809 19 1.30102999566398 629 2.79934054945358 9.22287390029325 12 1.11394335230684 20 1.32221929473392 0.293255131964809 100 FALSE 0
67280 5743 97551 32845 2712 156 14391 3889 14236 0.997681932426467 0.841388029754574 0.845742592201045 FALSE 1 1 7 NO YES 3731 3.57194163507446 14056 4.14789264483285 18.6539556061468 27.7177006260672 38.7094479225953 55.3357996585088 3689 3.56702636615906 13078 4.11657453977692 93.0421172453045 16.1569047254932 25.1185196513228 36.0376204312586 53.1656216546873 42 1.63346845557959 978 2.99078269180314 6.9578827546955 100 100 8 0.954242509439325 33 1.53147891704226 0.234775184974388 20 1.32221929473392 915 2.96189547366785 6.50967558338076 14 1.17609125905568 30 1.49136169383427 0.213431986340353 100 FALSE 1
86484 9268 120497 43138 3744 73 13003 4422 16697 0.999041743427537 0.851649996495388 0.86003422169598 FALSE 1 1 7 NO YES 4202 3.62355939000544 16440 4.21592822933992 16.830900243309 25.0669099756691 35.2980535279805 51.794403892944 4151 3.6182573448404 15555 4.19189793447542 94.6167883211679 15.3905496624879 23.3172613307618 33.3976213436194 50.2475088396014 51 1.7160033436348 885 2.94743372188705 5.38321167883212 99.8870056497175 100 6 0.845098040014257 16 1.23044892137827 0.097323600973236 22 1.36172783601759 819 2.91381385238372 4.98175182481752 23 1.38021124171161 50 1.70757017609794 0.304136253041363 100 FALSE 1
75309 6882 114170 35353 3841 75 22748 3997 15742 0.999237707407421 0.837314190803383 0.851860721724862 FALSE 1 1 7 NO YES 3810 3.58103894877217 15534 4.19131125759099 20.8703489120639 30.5973992532509 41.9016351229561 57.6799279000901 3760 3.5753033334224 14029 4.14705767102836 90.3115746105317 16.6084539168864 26.2812745028156 37.6648371231021 54.4443652434243 50 1.70757017609794 1505 3.17782497186468 9.68842538946826 100 100 5 0.778151250383644 12 1.11394335230684 0.0772499034376207 20 1.32221929473392 1433 3.15654915133178 9.22492596884254 25 1.41497334797082 60 1.78532983501077 0.386249517188104 100 FALSE 1
31875 2732 38762 18565 1187 86 4123 2384 6171 0.99740722573747 0.844271591566567 0.861123219699855 FALSE 1 1 7 NO YES 2304 3.36267092972567 6075 3.78361776519075 19.3086419753086 28.0987654320988 39.2263374485597 58.3703703703704 2270 3.35621713421974 5619 3.74973631556906 92.4938271604938 16.7645488521089 25.3069941270689 36.4121729845168 56.4869193806727 34 1.54406804435028 456 2.65991620006985 7.50617283950617 100 100 5 0.778151250383644 16 1.23044892137827 0.263374485596708 19 1.30102999566398 419 2.6232492903979 6.89711934156379 10 1.04139268515822 21 1.34242268082221 0.345679012345679 100 FALSE 1
62948 6120 92625 27578 2935 93 9451 3763 13129 0.998552821236535 0.857491049693434 0.845303644372272 FALSE 1 1 7 NO YES 3594 3.5556988947189 12941 4.11200139548619 17.1238698709528 26.1726296267676 37.0605053705278 54.2230121319836 3546 3.54986118847194 12339 4.09131515969722 95.3481183834325 16.5734662452387 25.25326201475 35.8700056730691 53.2539103655077 48 1.69019608002851 602 2.78031731214015 4.6518816165675 100 100 5 0.778151250383644 18 1.27875360095283 0.139092805810988 18 1.27875360095283 520 2.71683772329952 4.01823661231744 25 1.41497334797082 64 1.81291335664286 0.49455219843907 100 FALSE 1
331431 30072 512238 146809 16333 160 48655 9048 65749 0.999589347214469 0.86080396646933 0.865442688794858 FALSE 1 1 7 NO YES 8325 3.92043640655076 64878 4.81210414734014 15.4366657418539 23.7214464071026 33.481303369401 47.4213138506119 8254 3.91671707759881 62140 4.79337823783089 95.7797712629859 14.7779208239459 22.6150627615063 32.0888316704216 46.0637270679112 71 1.85733249643127 2738 3.43759203225396 4.22022873701409 98.8677867056245 100 7 0.903089986991944 27 1.44715803134222 0.0416165726440396 22 1.36172783601759 2496 3.39741854235135 3.8472209377601 42 1.63346845557959 215 2.33445375115093 0.331391226609945 100 FALSE 0
86932 7090 142357 34883 4657 65 16596 4724 19541 0.999232382682958 0.856199784629139 0.849341973623677 FALSE 1 1 7 NO YES 4505 3.65379118738781 19285 4.28524216242541 18.423645320197 27.1713767176562 37.7132486388385 53.7308789214415 4452 3.64865269513122 18190 4.25985657385978 94.3220119263676 16.9268829026938 25.1951621770203 35.6129741616273 52.0120945574492 53 1.73239375982297 1095 3.03981055414835 5.67798807363236 99.7260273972603 100 6 0.845098040014257 15 1.20411998265592 0.077780658542909 20 1.32221929473392 1021 3.00945089579869 5.29427015815401 27 1.44715803134222 59 1.77815125038364 0.305937256935442 100 FALSE 1
151298 14585 230870 68539 7243 87 16113 6388 32591 0.99941701666122 0.850971126737145 0.859408775610207 FALSE 1 1 7 NO YES 6032 3.7805333253164 32175 4.50753205325267 15.4778554778555 24.1025641025641 34.1756021756022 49.3550893550894 5981 3.7768464086953 30873 4.48959289982189 95.95337995338 14.847925371684 23.0946134162537 32.9219706539695 48.1488679428627 51 1.7160033436348 1302 3.11494441571258 4.04662004662005 99.9231950844854 100 5 0.778151250383644 19 1.30102999566398 0.0590520590520591 20 1.32221929473392 1194 3.07736790528416 3.71095571095571 26 1.43136376415899 89 1.95424250943932 0.276612276612277 100 FALSE 1
35113 4892 47448 15760 1138 285 7177 2636 7286 0.994921766408287 0.833790830587715 0.867827521510401 FALSE 1 7 1 NO YES 2553 3.4072208929274 7191 3.85684967872517 18.9820609094702 27.7986371853706 38.8958420247532 57.7805590321235 2512 3.40019248859258 6572 3.81776363228037 91.3920178000278 15.5051734631771 24.1479001825928 35.2860620815581 55.1278149726111 41 1.6232492903979 619 2.79239168949825 8.60798219997219 100 100 7 0.903089986991944 36 1.56820172406699 0.500625782227785 19 1.30102999566398 564 2.75204844781944 7.84313725490196 15 1.20411998265592 19 1.30102999566398 0.264219162842442 100 FALSE 0
