"cell_name","cell_line_demuxlet","demuxlet_cls"
"CELL_003937","HCC827","DBL"
"CELL_001136","H2228","DBL"
"CELL_002536","A549","DBL"
"CELL_000566","H1975","DBL"
"CELL_002410","HCC827","DBL"
"CELL_001186","H1975","DBL"
"CELL_002878","H1975","DBL"
"CELL_001841","H1975","DBL"
"CELL_001002","A549","DBL"
"CELL_000304","H1975","SNG"
"CELL_001357","H1975","DBL"
"CELL_001878","H1975","DBL"
"CELL_000352","H2228","DBL"
"CELL_002386","H1975","DBL"
"CELL_001626","H1975","DBL"
"CELL_003383","H1975","DBL"
"CELL_000572","HCC827","DBL"
"CELL_000526","H2228","DBL"
"CELL_003703","H2228","DBL"
"CELL_000695","H1975","DBL"
"CELL_002780","H1975","DBL"
"CELL_001535","HCC827","DBL"
"CELL_003908","H1975","DBL"
"CELL_003103","H1975","DBL"
"CELL_002460","H2228","DBL"
"CELL_000830","H1975","DBL"
"CELL_000251","H1975","SNG"
"CELL_002897","HCC827","DBL"
"CELL_002673","H2228","DBL"
"CELL_003794","A549","DBL"
"CELL_001001","H1975","DBL"
"CELL_003231","HCC827","DBL"
"CELL_001638","H1975","DBL"
"CELL_002290","H1975","DBL"
"CELL_000475","H1975","DBL"
"CELL_001092","H1975","DBL"
"CELL_000887","HCC827","DBL"
"CELL_000738","H1975","DBL"
"CELL_001847","H2228","DBL"
"CELL_003738","H1975","DBL"
"CELL_000720","H1975","SNG"
"CELL_001429","HCC827","DBL"
"CELL_000591","HCC827","DBL"
"CELL_003835","H2228","DBL"
"CELL_001600","H1975","DBL"
"CELL_003079","HCC827","DBL"
"CELL_002556","A549","DBL"
"CELL_003645","H1975","DBL"
"CELL_000926","H1975","DBL"
"CELL_003792","H1975","DBL"
"CELL_001165","HCC827","DBL"
"CELL_002025","H1975","DBL"
"CELL_001618","H1975","DBL"
"CELL_001030","H1975","DBL"
"CELL_001474","H1975","DBL"
"CELL_000783","H1975","DBL"
"CELL_002253","H2228","DBL"
"CELL_001939","H1975","DBL"
"CELL_003281","H2228","DBL"
"CELL_003466","H1975","DBL"
"CELL_001593","H1975","DBL"
"CELL_002837","HCC827","DBL"
"CELL_002933","H1975","DBL"
"CELL_000781","H1975","DBL"
"CELL_003443","H1975","DBL"
"CELL_000709","H1975","DBL"
"CELL_002788","H1975","DBL"
"CELL_000625","H1975","DBL"
"CELL_001213","H1975","DBL"
"CELL_003304","H1975","DBL"
"CELL_003538","H2228","DBL"
"CELL_001541","H1975","DBL"
"CELL_000592","HCC827","SNG"
"CELL_001191","H1975","DBL"
"CELL_003961","H1975","DBL"
"CELL_002715","A549","DBL"
"CELL_003358","H1975","DBL"
"CELL_002397","H2228","DBL"
"CELL_000123","H2228","SNG"
"CELL_002248","H1975","DBL"
"CELL_001193","H1975","DBL"
"CELL_002853","H1975","DBL"
"CELL_003720","H1975","DBL"
"CELL_002902","H2228","DBL"
"CELL_003129","A549","DBL"
"CELL_001551","H1975","DBL"
"CELL_001399","H1975","DBL"
"CELL_003251","HCC827","DBL"
"CELL_001290","H1975","DBL"
"CELL_000086","HCC827","SNG"
"CELL_001336","A549","DBL"
"CELL_003715","H1975","DBL"
"CELL_000108","HCC827","SNG"
"CELL_002739","H2228","DBL"
"CELL_001171","H1975","DBL"
"CELL_000762","H1975","DBL"
"CELL_000929","H1975","DBL"
"CELL_000597","H2228","DBL"
"CELL_002061","H1975","DBL"
"CELL_003490","H1975","DBL"
"CELL_003043","H2228","DBL"
"CELL_000794","H1975","DBL"
"CELL_002724","H1975","DBL"
"CELL_002174","H1975","DBL"
"CELL_003423","HCC827","DBL"
"CELL_001480","H1975","DBL"
"CELL_001270","H2228","DBL"
"CELL_000452","HCC827","DBL"
"CELL_001580","H1975","DBL"
"CELL_002360","H1975","DBL"
"CELL_002402","HCC827","DBL"
"CELL_002838","HCC827","DBL"
"CELL_000120","H1975","SNG"
"CELL_003081","H1975","DBL"
"CELL_000516","H1975","DBL"
"CELL_001091","H1975","DBL"
"CELL_002596","H1975","DBL"
"CELL_003406","H1975","DBL"
"CELL_002259","H1975","DBL"
"CELL_001943","H1975","DBL"
"CELL_000283","HCC827","DBL"
"CELL_000018","HCC827","SNG"
"CELL_003509","H1975","DBL"
"CELL_000295","H1975","DBL"
"CELL_000800","H1975","DBL"
"CELL_002254","H1975","DBL"
"CELL_000266","HCC827","SNG"
"CELL_000280","HCC827","DBL"
"CELL_000179","HCC827","DBL"
"CELL_000309","HCC827","SNG"
"CELL_003522","H1975","DBL"
"CELL_001680","HCC827","DBL"
"CELL_000484","H2228","DBL"
"CELL_001214","HCC827","DBL"
"CELL_003671","H2228","DBL"
"CELL_001544","H1975","DBL"
"CELL_002598","H1975","DBL"
"CELL_002957","HCC827","DBL"
"CELL_003143","HCC827","DBL"
"CELL_002587","H1975","DBL"
"CELL_001342","H2228","DBL"
"CELL_000535","HCC827","SNG"
"CELL_002182","H2228","DBL"
"CELL_003368","H1975","DBL"
"CELL_000148","H1975","SNG"
"CELL_001734","H1975","SNG"
"CELL_000604","HCC827","DBL"
"CELL_001019","H1975","DBL"
"CELL_000777","H1975","DBL"
"CELL_000883","H2228","DBL"
"CELL_002095","HCC827","DBL"
"CELL_003149","H2228","DBL"
"CELL_003985","H1975","DBL"
"CELL_001927","H2228","DBL"
"CELL_003855","H1975","DBL"
"CELL_002021","H1975","DBL"
"CELL_003911","HCC827","DBL"
"CELL_001777","H1975","DBL"
"CELL_001910","H1975","DBL"
"CELL_002244","H1975","DBL"
"CELL_001179","HCC827","DBL"
"CELL_001591","H1975","DBL"
"CELL_000810","A549","DBL"
"CELL_002469","H2228","DBL"
"CELL_002603","H1975","DBL"
"CELL_003691","HCC827","DBL"
"CELL_001926","H1975","DBL"
"CELL_002680","H2228","DBL"
"CELL_001094","H1975","DBL"
"CELL_000610","HCC827","DBL"
"CELL_000259","H2228","DBL"
"CELL_003066","H1975","DBL"
"CELL_001709","H1975","DBL"
"CELL_000729","H2228","DBL"
"CELL_000125","H2228","SNG"
"CELL_001166","HCC827","DBL"
"CELL_000157","H2228","SNG"
"CELL_000331","H1975","SNG"
"CELL_000421","H2228","DBL"
"CELL_002652","A549","DBL"
"CELL_001862","H2228","DBL"
"CELL_003927","HCC827","DBL"
"CELL_000983","H1975","DBL"
"CELL_003562","H1975","DBL"
"CELL_000459","H1975","DBL"
"CELL_000700","H1975","DBL"
"CELL_001877","HCC827","DBL"
"CELL_001085","H1975","DBL"
"CELL_000453","H2228","DBL"
"CELL_002953","H1975","DBL"
"CELL_000843","H1975","DBL"
"CELL_003176","H1975","DBL"
"CELL_001853","A549","DBL"
"CELL_003252","H1975","DBL"
"CELL_000353","H1975","DBL"
"CELL_002148","H1975","DBL"
"CELL_001621","H1975","DBL"
"CELL_003111","H1975","DBL"
"CELL_003174","HCC827","DBL"
"CELL_000910","H1975","DBL"
"CELL_000569","HCC827","DBL"
"CELL_001167","H1975","DBL"
"CELL_000391","H1975","DBL"
"CELL_003457","A549","DBL"
"CELL_002384","HCC827","DBL"
"CELL_001066","H1975","DBL"
"CELL_003198","H2228","DBL"
"CELL_002913","H2228","DBL"
"CELL_000544","H1975","DBL"
"CELL_000721","H1975","DBL"
"CELL_001525","HCC827","DBL"
"CELL_001920","H1975","DBL"
"CELL_000059","HCC827","SNG"
"CELL_002400","H1975","DBL"
"CELL_001243","HCC827","DBL"
"CELL_000903","H1975","DBL"
"CELL_001160","H1975","DBL"
"CELL_002659","H1975","DBL"
"CELL_003858","H1975","DBL"
"CELL_003387","H2228","DBL"
"CELL_003518","H1975","DBL"
"CELL_000328","H1975","SNG"
"CELL_003311","H2228","DBL"
"CELL_003219","H1975","DBL"
"CELL_001132","H1975","DBL"
"CELL_000916","H2228","DBL"
"CELL_002725","H1975","DBL"
"CELL_000863","H1975","DBL"
"CELL_002548","H2228","DBL"
"CELL_002281","HCC827","DBL"
"CELL_002507","H1975","DBL"
"CELL_001370","H1975","DBL"
"CELL_001162","H1975","DBL"
"CELL_002807","H1975","DBL"
"CELL_000478","H2228","DBL"
"CELL_002262","H1975","DBL"
"CELL_002818","H1975","DBL"
"CELL_001815","H1975","DBL"
"CELL_001056","H1975","DBL"
"CELL_001533","HCC827","DBL"
"CELL_001933","HCC827","DBL"
"CELL_000866","HCC827","DBL"
"CELL_002857","HCC827","DBL"
"CELL_001274","H2228","DBL"
"CELL_002006","H2228","DBL"
"CELL_003902","H1975","DBL"
"CELL_003456","H2228","DBL"
"CELL_003941","H2228","DBL"
"CELL_002004","A549","DBL"
"CELL_002637","H2228","DBL"
"CELL_001293","H2228","DBL"
"CELL_003675","HCC827","DBL"
"CELL_000907","H1975","DBL"
"CELL_003966","H1975","DBL"
"CELL_000350","H2228","DBL"
"CELL_002224","H2228","DBL"
"CELL_000030","H1975","SNG"
"CELL_000598","H1975","DBL"
"CELL_003366","H1975","DBL"
"CELL_003249","H1975","DBL"
"CELL_002562","H1975","DBL"
"CELL_003711","H1975","DBL"
"CELL_000602","H1975","DBL"
"CELL_001330","H2228","DBL"
"CELL_003168","HCC827","DBL"
"CELL_000377","H1975","DBL"
"CELL_002340","HCC827","DBL"
"CELL_003404","H1975","DBL"
"CELL_001438","HCC827","DBL"
"CELL_002185","A549","DBL"
"CELL_000439","H1975","DBL"
"CELL_002205","H1975","DBL"
"CELL_003499","H2228","DBL"
"CELL_001562","H1975","DBL"
"CELL_001919","A549","DBL"
"CELL_003075","H1975","DBL"
"CELL_001134","HCC827","DBL"
"CELL_001553","H1975","DBL"
"CELL_000774","HCC827","DBL"
"CELL_001235","H1975","DBL"
"CELL_000093","HCC827","SNG"
"CELL_002517","H1975","DBL"
"CELL_002466","H1975","DBL"
"CELL_003471","H1975","DBL"
"CELL_000088","HCC827","SNG"
"CELL_000191","H1975","SNG"
"CELL_000588","H1975","DBL"
"CELL_002092","H2228","DBL"
"CELL_003983","HCC827","DBL"
"CELL_000845","HCC827","DBL"
"CELL_001121","H1975","DBL"
"CELL_000436","H2228","DBL"
"CELL_003940","H2228","DBL"
"CELL_001595","H1975","DBL"
"CELL_003465","H1975","DBL"
"CELL_000970","H1975","DBL"
"CELL_000815","H1975","DBL"
"CELL_003945","H2228","DBL"
"CELL_002922","H1975","DBL"
"CELL_003786","H1975","DBL"
"CELL_001948","H1975","DBL"
"CELL_002510","HCC827","DBL"
"CELL_000159","H1975","SNG"
"CELL_003131","H1975","DBL"
"CELL_001774","H1975","DBL"
"CELL_000654","H1975","DBL"
"CELL_003379","A549","DBL"
"CELL_003599","HCC827","DBL"
"CELL_003283","H1975","DBL"
"CELL_001500","H1975","DBL"
"CELL_001450","H1975","DBL"
"CELL_002449","HCC827","DBL"
"CELL_000702","H1975","DBL"
"CELL_002937","H2228","DBL"
"CELL_003968","HCC827","DBL"
"CELL_000274","H2228","DBL"
"CELL_001582","H1975","DBL"
"CELL_003907","H2228","DBL"
"CELL_003154","H1975","DBL"
"CELL_001376","H1975","DBL"
"CELL_001918","H1975","DBL"
"CELL_001316","H1975","DBL"
"CELL_002127","H1975","DBL"
"CELL_003765","H1975","DBL"
"CELL_001026","H2228","DBL"
"CELL_000581","HCC827","DBL"
"CELL_001064","H1975","DBL"
"CELL_002967","H1975","DBL"
"CELL_000819","H1975","DBL"
"CELL_003260","H1975","DBL"
"CELL_001133","H1975","DBL"
"CELL_000924","H1975","DBL"
"CELL_002796","H1975","DBL"
"CELL_002215","H1975","DBL"
"CELL_002634","H1975","DBL"
"CELL_003221","A549","DBL"
"CELL_001587","H1975","DBL"
"CELL_000323","H2228","SNG"
"CELL_000485","H1975","DBL"
"CELL_003913","H2228","DBL"
"CELL_002929","HCC827","DBL"
"CELL_003881","A549","DBL"
"CELL_001811","H2228","DBL"
"CELL_002841","A549","DBL"
"CELL_000370","H1975","DBL"
"CELL_003479","H1975","DBL"
"CELL_002069","HCC827","DBL"
"CELL_001793","H2228","DBL"
"CELL_001268","HCC827","DBL"
"CELL_000270","H1975","SNG"
"CELL_000667","H2228","DBL"
"CELL_000692","H1975","DBL"
"CELL_003014","H1975","DBL"
"CELL_000905","HCC827","DBL"
"CELL_001497","H1975","DBL"
"CELL_002883","HCC827","DBL"
"CELL_002121","HCC827","DBL"
"CELL_003202","H2228","DBL"
"CELL_001690","H1975","DBL"
"CELL_000344","H1975","DBL"
"CELL_000337","H1975","DBL"
"CELL_003478","H1975","DBL"
"CELL_002325","H1975","DBL"
"CELL_000418","HCC827","DBL"
"CELL_002055","H2228","DBL"
"CELL_001245","H1975","DBL"
"CELL_001130","H2228","DBL"
"CELL_000593","H2228","DBL"
"CELL_001289","H8383","DBL"
"CELL_000451","H1975","DBL"
"CELL_002804","H2228","DBL"
"CELL_002064","H1975","DBL"
"CELL_000876","H1975","DBL"
"CELL_002003","H2228","DBL"
"CELL_003214","A549","DBL"
"CELL_000145","H1975","SNG"
"CELL_000660","H2228","DBL"
"CELL_003275","H1975","DBL"
"CELL_003216","H1975","DBL"
"CELL_000024","H1975","DBL"
"CELL_000537","H1975","DBL"
"CELL_003319","H1975","DBL"
"CELL_000634","H1975","DBL"
"CELL_003165","H2228","DBL"
"CELL_003857","HCC827","DBL"
"CELL_003712","H1975","DBL"
"CELL_002959","H1975","DBL"
"CELL_000002","HCC827","SNG"
"CELL_001021","H1975","DBL"
"CELL_003089","H2228","DBL"
"CELL_000836","H2228","DBL"
"CELL_002430","H1975","DBL"
"CELL_000855","HCC827","DBL"
"CELL_002519","H1975","DBL"
"CELL_000184","H2228","SNG"
"CELL_002721","H1975","DBL"
"CELL_003247","HCC827","DBL"
"CELL_002926","H1975","DBL"
"CELL_001559","H1975","DBL"
"CELL_003031","H1975","DBL"
"CELL_001295","HCC827","DBL"
"CELL_000049","HCC827","SNG"
"CELL_003575","H1975","DBL"
"CELL_001752","H2228","DBL"
"CELL_003637","A549","DBL"
"CELL_002487","H1975","DBL"
"CELL_001824","H1975","DBL"
"CELL_000839","H2228","DBL"
"CELL_003867","H2228","DBL"
"CELL_002035","H2228","DBL"
"CELL_001478","H1975","DBL"
"CELL_003559","H2228","DBL"
"CELL_002997","HCC827","DBL"
"CELL_003899","H1975","DBL"
"CELL_003735","H1975","DBL"
"CELL_002335","H1975","DBL"
"CELL_001854","H1975","DBL"
"CELL_001929","H1975","DBL"
"CELL_000575","HCC827","DBL"
"CELL_000330","H1975","DBL"
"CELL_000727","H1975","DBL"
"CELL_002992","H2228","DBL"
"CELL_002414","HCC827","DBL"
"CELL_002462","H2228","DBL"
"CELL_002153","H1975","DBL"
"CELL_003767","HCC827","DBL"
"CELL_002633","HCC827","DBL"
"CELL_001445","H1975","DBL"
"CELL_001650","HCC827","DBL"
"CELL_003513","H1975","DBL"
"CELL_003393","H2228","DBL"
"CELL_000935","H2228","DBL"
"CELL_002131","H1975","DBL"
"CELL_003258","H1975","DBL"
"CELL_003880","HCC827","DBL"
"CELL_000707","H1975","DBL"
"CELL_002730","A549","DBL"
"CELL_002760","H1975","DBL"
"CELL_003981","H1975","DBL"
"CELL_003071","H2228","DBL"
"CELL_003977","HCC827","DBL"
"CELL_003670","H1975","DBL"
"CELL_002899","H2228","DBL"
"CELL_002087","H2228","DBL"
"CELL_001723","H2228","DBL"
"CELL_003093","H2228","DBL"
"CELL_003986","H2228","DBL"
"CELL_002668","H1975","DBL"
"CELL_001732","H2228","DBL"
"CELL_001975","H1975","DBL"
"CELL_001871","H1975","DBL"
"CELL_000645","HCC827","DBL"
"CELL_000911","HCC827","DBL"
"CELL_000351","H1975","DBL"
"CELL_001538","H1975","DBL"
"CELL_001005","H1975","DBL"
"CELL_003348","H1975","DBL"
"CELL_001331","HCC827","DBL"
"CELL_000965","H1975","DBL"
"CELL_002329","H1975","DBL"
"CELL_002432","H1975","DBL"
"CELL_000790","H1975","DBL"
"CELL_001805","H1975","DBL"
"CELL_002279","H2228","DBL"
"CELL_001782","H1975","DBL"
"CELL_003192","H2228","DBL"
"CELL_001565","H2228","DBL"
"CELL_000027","HCC827","SNG"
"CELL_000080","H1975","SNG"
"CELL_003917","HCC827","DBL"
"CELL_001065","H1975","DBL"
"CELL_003791","H2228","DBL"
"CELL_000802","H1975","DBL"
"CELL_000422","H1975","DBL"
"CELL_002399","H1975","DBL"
"CELL_002797","H1975","DBL"
"CELL_003060","HCC827","DBL"
"CELL_000886","H1975","DBL"
"CELL_002101","A549","DBL"
"CELL_003438","A549","DBL"
"CELL_001219","H1975","DBL"
"CELL_000217","H2228","SNG"
"CELL_000455","H1975","DBL"
"CELL_002675","HCC827","DBL"
"CELL_002720","A549","DBL"
"CELL_001123","H1975","DBL"
"CELL_002124","HCC827","DBL"
"CELL_001458","H1975","DBL"
"CELL_003756","HCC827","DBL"
"CELL_000889","H1975","DBL"
"CELL_000637","H1975","DBL"
"CELL_001751","A549","DBL"
"CELL_000047","HCC827","DBL"
"CELL_001328","H2228","DBL"
"CELL_002406","H1975","DBL"
"CELL_003923","H1975","DBL"
"CELL_003334","H2228","DBL"
"CELL_001279","HCC827","DBL"
"CELL_001443","H1975","DBL"
"CELL_003916","A549","DBL"
"CELL_002266","H2228","DBL"
"CELL_001719","A549","DBL"
"CELL_000746","H1975","DBL"
"CELL_001003","HCC827","DBL"
"CELL_003083","H1975","DBL"
"CELL_001366","H1975","DBL"
"CELL_001848","H1975","DBL"
"CELL_002758","H1975","DBL"
"CELL_000017","HCC827","SNG"
"CELL_000063","H1975","SNG"
"CELL_001765","H1975","DBL"
"CELL_000141","H1975","SNG"
"CELL_001938","HCC827","DBL"
"CELL_003674","H2228","DBL"
"CELL_000922","H2228","DBL"
"CELL_002077","H1975","DBL"
"CELL_000949","H1975","DBL"
"CELL_000540","H2228","DBL"
"CELL_002094","H1975","DBL"
"CELL_002418","H1975","DBL"
"CELL_000900","H1975","DBL"
"CELL_003353","H1975","DBL"
"CELL_001014","H1975","DBL"
"CELL_002240","H1975","DBL"
"CELL_001395","H1975","DBL"
"CELL_003802","H1975","DBL"
"CELL_000958","H2228","DBL"
"CELL_003931","H1975","DBL"
"CELL_003474","H1975","DBL"
"CELL_002347","H1975","DBL"
"CELL_002096","H1975","DBL"
"CELL_002080","H1975","DBL"
"CELL_000582","H2228","DBL"
"CELL_001614","HCC827","DBL"
"CELL_001954","H1975","DBL"
"CELL_001969","H1975","DBL"
"CELL_001061","H1975","DBL"
"CELL_000649","H2228","DBL"
"CELL_003811","H1975","DBL"
"CELL_000493","HCC827","DBL"
"CELL_003870","H2228","SNG"
"CELL_003430","H1975","DBL"
"CELL_000456","H1975","DBL"
"CELL_003783","A549","DBL"
"CELL_002654","H1975","DBL"
"CELL_000254","HCC827","DBL"
"CELL_000178","HCC827","SNG"
"CELL_003546","H1975","DBL"
"CELL_000550","H1975","DBL"
"CELL_000022","H2228","SNG"
"CELL_003005","H1975","DBL"
"CELL_000441","H1975","DBL"
"CELL_003364","H1975","DBL"
"CELL_003930","H1975","DBL"
"CELL_003505","H1975","DBL"
"CELL_002611","H1975","DBL"
"CELL_001422","H1975","DBL"
"CELL_003063","H2228","DBL"
"CELL_000419","HCC827","DBL"
"CELL_003318","H2228","DBL"
"CELL_001896","H1975","DBL"
"CELL_000778","H1975","DBL"
"CELL_003337","H1975","DBL"
"CELL_002334","H1975","DBL"
"CELL_002785","H1975","DBL"
"CELL_000567","H2228","DBL"
"CELL_001484","HCC827","DBL"
"CELL_003059","H2228","DBL"
"CELL_003277","H1975","DBL"
"CELL_002851","H1975","DBL"
"CELL_000743","H1975","DBL"
"CELL_003161","H1975","DBL"
"CELL_001240","H1975","DBL"
"CELL_002098","HCC827","DBL"
"CELL_002592","H1975","DBL"
"CELL_002944","A549","DBL"
"CELL_002912","H2228","DBL"
"CELL_001883","H1975","DBL"
"CELL_002781","H1975","DBL"
"CELL_003044","H2228","DBL"
"CELL_001400","HCC827","DBL"
"CELL_003821","A549","DBL"
"CELL_002985","H1975","DBL"
"CELL_002331","HCC827","DBL"
"CELL_002455","H1975","DBL"
"CELL_002047","H2228","DBL"
"CELL_003001","H1975","DBL"
"CELL_001301","H2228","DBL"
"CELL_001539","H2228","DBL"
"CELL_000375","H1975","DBL"
"CELL_001834","HCC827","DBL"
"CELL_003011","H1975","DBL"
"CELL_002580","H1975","DBL"
"CELL_002464","H1975","DBL"
"CELL_003272","H1975","DBL"
"CELL_002607","H2228","DBL"
"CELL_002408","H1975","DBL"
"CELL_002484","A549","DBL"
"CELL_000142","H1975","SNG"
"CELL_000432","H2228","DBL"
"CELL_002113","HCC827","DBL"
"CELL_001726","H1975","DBL"
"CELL_000726","H1975","DBL"
"CELL_003998","HCC827","DBL"
"CELL_000884","H2228","DBL"
"CELL_001112","H2228","DBL"
"CELL_000964","HCC827","DBL"
"CELL_000985","H1975","DBL"
"CELL_000562","H1975","DBL"
"CELL_001258","H1975","DBL"
"CELL_002135","H1975","DBL"
"CELL_003480","HCC827","DBL"
"CELL_003798","HCC827","DBL"
"CELL_002573","HCC827","DBL"
"CELL_003265","H2228","DBL"
"CELL_001735","H1975","DBL"
"CELL_001964","H2228","DBL"
"CELL_001264","H2228","DBL"
"CELL_003565","H1975","DBL"
"CELL_001576","H2228","DBL"
"CELL_003557","HCC827","DBL"
"CELL_002268","HCC827","DBL"
"CELL_000376","HCC827","DBL"
"CELL_000272","HCC827","DBL"
"CELL_002052","H2228","DBL"
"CELL_001421","H2228","DBL"
"CELL_002568","H2228","DBL"
"CELL_000117","H1975","SNG"
"CELL_001058","H2228","DBL"
"CELL_001682","H1975","DBL"
"CELL_003220","H1975","DBL"
"CELL_000355","HCC827","DBL"
"CELL_002275","HCC827","DBL"
"CELL_002661","H1975","DBL"
"CELL_000878","H1975","DBL"
"CELL_001373","H1975","DBL"
"CELL_003780","H1975","DBL"
"CELL_002531","H1975","DBL"
"CELL_003477","H1975","DBL"
"CELL_003772","H1975","DBL"
"CELL_002663","HCC827","DBL"
"CELL_001201","H1975","DBL"
"CELL_000543","H1975","DBL"
"CELL_000782","HCC827","DBL"
"CELL_003402","H1975","DBL"
"CELL_000877","H1975","DBL"
"CELL_002389","HCC827","DBL"
"CELL_001827","A549","DBL"
"CELL_003139","H1975","DBL"
"CELL_003915","HCC827","DBL"
"CELL_003610","H1975","DBL"
"CELL_001543","HCC827","DBL"
"CELL_002939","H1975","DBL"
"CELL_002311","H1975","DBL"
"CELL_002554","HCC827","DBL"
"CELL_000373","H1975","DBL"
"CELL_003322","H1975","DBL"
"CELL_003667","H1975","DBL"
"CELL_000643","H2228","DBL"
"CELL_001604","HCC827","DBL"
"CELL_002646","H1975","DBL"
"CELL_002831","H1975","DBL"
"CELL_001194","H1975","DBL"
"CELL_003544","H1975","DBL"
"CELL_002810","HCC827","DBL"
"CELL_003019","H1975","DBL"
"CELL_003942","H2228","DBL"
"CELL_002941","H1975","DBL"
"CELL_001869","A549","DBL"
"CELL_000906","HCC827","DBL"
"CELL_001415","H2228","DBL"
"CELL_003752","HCC827","DBL"
"CELL_001800","HCC827","DBL"
"CELL_001531","H1975","DBL"
"CELL_002136","HCC827","DBL"
"CELL_002242","H2228","DBL"
"CELL_001887","H2228","DBL"
"CELL_001418","HCC827","DBL"
"CELL_002353","A549","DBL"
"CELL_002966","H2228","DBL"
"CELL_002976","H1975","DBL"
"CELL_002241","H1975","DBL"
"CELL_001622","HCC827","DBL"
"CELL_002007","H1975","DBL"
"CELL_001221","H1975","DBL"
"CELL_000842","H2228","DBL"
"CELL_003561","H1975","DBL"
"CELL_003056","H2228","DBL"
"CELL_001467","H2228","DBL"
"CELL_001659","HCC827","DBL"
"CELL_000735","H2228","DBL"
"CELL_003339","H1975","DBL"
"CELL_001188","HCC827","DBL"
"CELL_002951","H2228","DBL"
"CELL_001063","H1975","DBL"
"CELL_001797","H1975","DBL"
"CELL_003257","HCC827","DBL"
"CELL_002070","H1975","DBL"
"CELL_003585","H1975","DBL"
"CELL_001069","HCC827","DBL"
"CELL_002960","H1975","DBL"
"CELL_000124","H1975","SNG"
"CELL_002984","A549","DBL"
"CELL_001990","H1975","DBL"
"CELL_001886","H1975","SNG"
"CELL_001764","A549","DBL"
"CELL_002665","H1975","DBL"
"CELL_003119","H1975","DBL"
"CELL_003679","A549","DBL"
"CELL_000091","H2228","SNG"
"CELL_002017","H1975","DBL"
"CELL_003452","A549","DBL"
"CELL_000098","HCC827","SNG"
"CELL_003454","H1975","DBL"
"CELL_002712","H1975","DBL"
"CELL_002299","H1975","DBL"
"CELL_002475","HCC827","DBL"
"CELL_003641","H1975","DBL"
"CELL_002041","H1975","DBL"
"CELL_001300","HCC827","DBL"
"CELL_001577","A549","DBL"
"CELL_001355","H1975","DBL"
"CELL_000613","H1975","DBL"
"CELL_001611","H2228","DBL"
"CELL_003122","HCC827","DBL"
"CELL_000844","HCC827","DBL"
"CELL_002426","H2228","DBL"
"CELL_003434","H1975","DBL"
"CELL_000628","HCC827","DBL"
"CELL_003328","H1975","DBL"
"CELL_001581","H2228","DBL"
"CELL_000786","HCC827","DBL"
"CELL_000133","HCC827","SNG"
"CELL_000404","H2228","DBL"
"CELL_002969","HCC827","DBL"
"CELL_003569","HCC827","DBL"
"CELL_003647","H1975","DBL"
"CELL_003269","H1975","DBL"
"CELL_000477","H1975","DBL"
"CELL_000624","H1975","DBL"
"CELL_001511","H1975","DBL"
"CELL_003088","H1975","DBL"
"CELL_000034","HCC827","SNG"
"CELL_002114","H1975","DBL"
"CELL_003246","H1975","DBL"
"CELL_000888","HCC827","DBL"
"CELL_001428","H1975","DBL"
"CELL_003710","H1975","DBL"
"CELL_001606","H1975","DBL"
"CELL_001802","H1975","DBL"
"CELL_002999","H2228","DBL"
"CELL_003215","A549","DBL"
"CELL_003102","H2228","DBL"
"CELL_001804","H1975","DBL"
"CELL_000020","H2228","SNG"
"CELL_002749","HCC827","DBL"
"CELL_002073","H1975","DBL"
"CELL_002495","H1975","DBL"
"CELL_003051","H2228","DBL"
"CELL_002541","H1975","DBL"
"CELL_000066","HCC827","SNG"
"CELL_002619","H1975","DBL"
"CELL_000577","H1975","DBL"
"CELL_002194","H1975","DBL"
"CELL_001973","H1975","SNG"
"CELL_001180","H1975","SNG"
"CELL_000471","H1975","SNG"
"CELL_003388","H1975","DBL"
"CELL_002773","H2228","DBL"
"CELL_001976","A549","DBL"
"CELL_000443","H2228","DBL"
"CELL_000841","HCC827","DBL"
"CELL_000601","HCC827","DBL"
"CELL_002751","H1975","DBL"
"CELL_001204","HCC827","DBL"
"CELL_000988","H1975","DBL"
"CELL_001207","H1975","DBL"
"CELL_001838","H1975","DBL"
"CELL_002656","H2228","DBL"
"CELL_001776","HCC827","DBL"
"CELL_000772","HCC827","DBL"
"CELL_001222","H1975","DBL"
"CELL_002917","HCC827","DBL"
"CELL_000096","H1975","SNG"
"CELL_003685","HCC827","DBL"
"CELL_002238","H1975","DBL"
"CELL_000853","H2228","DBL"
"CELL_002361","H2228","DBL"
"CELL_001224","H2228","DBL"
"CELL_000226","HCC827","DBL"
"CELL_000536","H1975","DBL"
"CELL_000763","H1975","DBL"
"CELL_000362","H1975","DBL"
"CELL_001398","H1975","DBL"
"CELL_000927","H2228","DBL"
"CELL_002214","H1975","DBL"
"CELL_002753","H2228","DBL"
"CELL_002351","H1975","DBL"
"CELL_001095","HCC827","DBL"
"CELL_000032","HCC827","SNG"
"CELL_001457","HCC827","DBL"
"CELL_003995","H1975","DBL"
"CELL_000712","H1975","DBL"
"CELL_003464","H2228","SNG"
"CELL_003762","H1975","DBL"
"CELL_002284","A549","DBL"
"CELL_001494","H1975","DBL"
"CELL_003883","HCC827","DBL"
"CELL_000954","HCC827","DBL"
"CELL_001597","H2228","SNG"
"CELL_002110","H1975","DBL"
"CELL_001779","H1975","DBL"
"CELL_003183","H2228","DBL"
"CELL_001388","H1975","DBL"
