"cell_name","cell_line_demuxlet","demuxlet_cls"
"CELL_002750","HCC827","DBL"
"CELL_002741","H1975","DBL"
"CELL_002474","HCC827","DBL"
"CELL_002048","H1975","DBL"
"CELL_002466","HCC827","DBL"
"CELL_001598","H2228","DBL"
"CELL_001524","HCC827","SNG"
"CELL_002709","H2228","DBL"
"CELL_001856","HCC827","DBL"
"CELL_002170","H1975","DBL"
"CELL_001028","H1975","SNG"
"CELL_001464","H1975","DBL"
"CELL_003296","HCC827","DBL"
"CELL_001834","H1975","DBL"
"CELL_001719","HCC827","DBL"
"CELL_000145","HCC827","SNG"
"CELL_000408","H2228","SNG"
"CELL_003144","H1975","DBL"
"CELL_002947","HCC827","DBL"
"CELL_001495","HCC827","SNG"
"CELL_002740","HCC827","DBL"
"CELL_002734","H1975","DBL"
"CELL_002507","HCC827","DBL"
"CELL_000016","HCC827","SNG"
"CELL_003706","H1975","DBL"
"CELL_002478","HCC827","SNG"
"CELL_000888","H2228","SNG"
"CELL_002701","HCC827","DBL"
"CELL_001836","H1975","DBL"
"CELL_001922","HCC827","DBL"
"CELL_003326","H1975","DBL"
"CELL_003178","HCC827","DBL"
"CELL_001437","HCC827","SNG"
"CELL_002052","HCC827","DBL"
"CELL_003829","H2228","DBL"
"CELL_003611","HCC827","DBL"
"CELL_000443","HCC827","SNG"
"CELL_003374","H1975","DBL"
"CELL_002893","HCC827","DBL"
"CELL_001858","H1975","DBL"
"CELL_003250","A549","DBL"
"CELL_000034","HCC827","SNG"
"CELL_001664","H1975","DBL"
"CELL_001283","HCC827","SNG"
"CELL_000768","H2228","SNG"
"CELL_003249","HCC827","DBL"
"CELL_002291","HCC827","DBL"
"CELL_003284","HCC827","DBL"
"CELL_001572","HCC827","SNG"
"CELL_002850","HCC827","DBL"
"CELL_002013","HCC827","SNG"
"CELL_001149","H1975","SNG"
"CELL_001048","HCC827","SNG"
"CELL_003094","H1975","DBL"
"CELL_001023","HCC827","SNG"
"CELL_000417","H1975","SNG"
"CELL_003573","HCC827","DBL"
"CELL_002880","HCC827","DBL"
"CELL_001403","HCC827","DBL"
"CELL_000358","HCC827","SNG"
"CELL_002805","H1975","DBL"
"CELL_003425","H2228","DBL"
"CELL_000263","HCC827","SNG"
"CELL_000505","HCC827","SNG"
"CELL_003565","H2228","DBL"
"CELL_000296","H1975","SNG"
"CELL_000111","HCC827","SNG"
"CELL_002477","H1975","DBL"
"CELL_002109","HCC827","DBL"
"CELL_002945","HCC827","SNG"
"CELL_000271","HCC827","SNG"
"CELL_002206","HCC827","DBL"
"CELL_001313","H1975","DBL"
"CELL_003641","HCC827","DBL"
"CELL_002409","HCC827","DBL"
"CELL_002070","HCC827","DBL"
"CELL_002910","H1975","DBL"
"CELL_000763","H2228","SNG"
"CELL_003879","HCC827","DBL"
"CELL_003669","HCC827","DBL"
"CELL_001144","H1975","SNG"
"CELL_002235","HCC827","DBL"
"CELL_002733","H2228","DBL"
"CELL_002154","H1975","DBL"
"CELL_001628","H2228","DBL"
"CELL_001772","HCC827","DBL"
"CELL_000292","H2228","SNG"
"CELL_003207","H1975","DBL"
"CELL_003003","H1975","DBL"
"CELL_002736","HCC827","DBL"
"CELL_002944","H1975","DBL"
"CELL_003041","H1975","DBL"
"CELL_002577","HCC827","DBL"
"CELL_003030","HCC827","DBL"
"CELL_000438","H2228","SNG"
"CELL_002163","HCC827","DBL"
"CELL_003283","HCC827","DBL"
"CELL_003232","H1975","DBL"
"CELL_003081","H1975","DBL"
"CELL_003206","HCC827","DBL"
"CELL_003168","HCC827","DBL"
"CELL_002276","HCC827","DBL"
"CELL_000631","H2228","SNG"
"CELL_001935","H2228","DBL"
"CELL_000221","H1975","SNG"
"CELL_001224","HCC827","SNG"
"CELL_003760","H2228","DBL"
"CELL_001760","H1975","SNG"
"CELL_000871","H2228","SNG"
"CELL_000029","HCC827","SNG"
"CELL_002659","HCC827","DBL"
"CELL_000440","H1975","SNG"
"CELL_001599","H1975","DBL"
"CELL_002794","HCC827","DBL"
"CELL_000621","H1975","SNG"
"CELL_001137","H2228","SNG"
"CELL_002178","HCC827","DBL"
"CELL_001593","HCC827","DBL"
"CELL_002460","H1975","DBL"
"CELL_002063","H1975","DBL"
"CELL_000018","HCC827","SNG"
"CELL_001385","H1975","DBL"
"CELL_001998","HCC827","DBL"
"CELL_000057","HCC827","SNG"
"CELL_002427","HCC827","DBL"
"CELL_002262","HCC827","DBL"
"CELL_003008","H1975","DBL"
"CELL_003759","HCC827","DBL"
"CELL_003654","HCC827","DBL"
"CELL_001946","H1975","DBL"
"CELL_001295","H1975","SNG"
"CELL_003337","H1975","DBL"
"CELL_000298","H1975","SNG"
"CELL_001592","HCC827","DBL"
"CELL_002496","H1975","DBL"
"CELL_003782","HCC827","DBL"
"CELL_002543","HCC827","DBL"
"CELL_001944","HCC827","SNG"
"CELL_002638","H1975","DBL"
"CELL_003868","HCC827","DBL"
"CELL_001669","HCC827","DBL"
"CELL_002904","H1975","DBL"
"CELL_002851","HCC827","DBL"
"CELL_000391","HCC827","SNG"
"CELL_001930","HCC827","DBL"
"CELL_001604","H1975","DBL"
"CELL_003325","HCC827","DBL"
"CELL_000622","H1975","SNG"
"CELL_003598","H1975","DBL"
"CELL_002247","HCC827","DBL"
"CELL_002862","HCC827","DBL"
"CELL_001460","HCC827","DBL"
"CELL_002644","HCC827","DBL"
"CELL_000457","H1975","SNG"
"CELL_000184","H1975","SNG"
"CELL_002769","HCC827","DBL"
"CELL_003113","H1975","DBL"
"CELL_001586","H2228","DBL"
"CELL_003928","HCC827","DBL"
"CELL_003794","H1975","DBL"
"CELL_001623","H2228","DBL"
"CELL_003177","H1975","DBL"
"CELL_000796","H2228","SNG"
"CELL_000168","H2228","SNG"
"CELL_002495","H1975","DBL"
"CELL_003876","H1975","DBL"
"CELL_001829","H1975","DBL"
"CELL_003640","HCC827","DBL"
"CELL_001795","H1975","DBL"
"CELL_001381","HCC827","DBL"
"CELL_002718","H1975","DBL"
"CELL_002584","HCC827","DBL"
"CELL_000227","H1975","SNG"
"CELL_001510","H1975","DBL"
"CELL_003536","HCC827","DBL"
"CELL_002190","HCC827","DBL"
"CELL_001683","HCC827","DBL"
"CELL_001897","H2228","DBL"
"CELL_002324","HCC827","DBL"
"CELL_000449","H2228","SNG"
"CELL_002368","HCC827","DBL"
"CELL_002793","HCC827","DBL"
"CELL_000175","H2228","SNG"
"CELL_000338","H2228","SNG"
"CELL_000169","H1975","SNG"
"CELL_002920","H1975","DBL"
"CELL_002431","HCC827","DBL"
"CELL_001641","H2228","DBL"
"CELL_001329","H1975","SNG"
"CELL_000782","H2228","SNG"
"CELL_002430","H1975","DBL"
"CELL_003332","HCC827","DBL"
"CELL_003107","H1975","DBL"
"CELL_001999","HCC827","DBL"
"CELL_001962","H1975","DBL"
"CELL_002254","HCC827","DBL"
"CELL_000775","H2228","SNG"
"CELL_002253","H1975","DBL"
"CELL_003673","HCC827","DBL"
"CELL_002082","H1975","DBL"
"CELL_000570","H2228","SNG"
"CELL_002083","HCC827","DBL"
"CELL_003692","HCC827","DBL"
"CELL_002321","HCC827","DBL"
"CELL_002198","HCC827","DBL"
"CELL_002133","HCC827","DBL"
"CELL_002912","H1975","DBL"
"CELL_003119","HCC827","DBL"
"CELL_002349","HCC827","DBL"
"CELL_003479","H1975","DBL"
"CELL_002158","H1975","DBL"
"CELL_002558","H1975","DBL"
"CELL_003626","HCC827","DBL"
"CELL_001386","HCC827","DBL"
"CELL_003274","H1975","DBL"
"CELL_003381","HCC827","DBL"
"CELL_001359","H2228","DBL"
"CELL_003858","HCC827","DBL"
"CELL_001688","H2228","DBL"
"CELL_002422","H1975","DBL"
"CELL_003777","H1975","DBL"
"CELL_002807","HCC827","DBL"
"CELL_002749","H2228","DBL"
"CELL_002657","HCC827","DBL"
"CELL_002781","H1975","DBL"
"CELL_001030","HCC827","SNG"
"CELL_003981","H1975","DBL"
"CELL_000280","H2228","SNG"
"CELL_003416","H2228","DBL"
"CELL_001877","H1975","DBL"
"CELL_002301","HCC827","DBL"
"CELL_002465","H2228","DBL"
"CELL_000118","H2228","SNG"
"CELL_002257","H1975","DBL"
"CELL_003728","H1975","DBL"
"CELL_003541","H1975","DBL"
"CELL_001119","HCC827","SNG"
"CELL_001364","HCC827","DBL"
"CELL_003999","HCC827","DBL"
"CELL_002580","HCC827","DBL"
"CELL_002833","HCC827","DBL"
"CELL_002246","HCC827","DBL"
"CELL_003576","HCC827","DBL"
"CELL_003036","H2228","DBL"
"CELL_001426","H1975","DBL"
"CELL_003242","H1975","DBL"
"CELL_002153","H1975","DBL"
"CELL_002934","HCC827","DBL"
"CELL_002537","H1975","DBL"
"CELL_002480","H1975","DBL"
"CELL_002300","H1975","DBL"
"CELL_000337","H2228","SNG"
"CELL_002286","H2228","DBL"
"CELL_000286","H1975","SNG"
"CELL_003196","H1975","DBL"
"CELL_001323","HCC827","SNG"
"CELL_003163","HCC827","DBL"
"CELL_001342","HCC827","DBL"
"CELL_003886","HCC827","DBL"
"CELL_002598","HCC827","DBL"
"CELL_002903","H1975","DBL"
"CELL_003610","HCC827","DBL"
"CELL_000154","H1975","SNG"
"CELL_001282","HCC827","SNG"
"CELL_000101","HCC827","SNG"
"CELL_000899","H1975","DBL"
"CELL_003580","H1975","DBL"
"CELL_003380","H1975","DBL"
"CELL_003143","HCC827","DBL"
"CELL_001718","H1975","DBL"
"CELL_002406","HCC827","DBL"
"CELL_002367","HCC827","DBL"
"CELL_002381","HCC827","DBL"
"CELL_003684","HCC827","DBL"
"CELL_001185","HCC827","DBL"
"CELL_001698","HCC827","DBL"
"CELL_002217","HCC827","SNG"
"CELL_000218","H1975","SNG"
"CELL_001639","HCC827","DBL"
"CELL_003217","H1975","DBL"
"CELL_000722","H2228","SNG"
"CELL_000601","H2228","SNG"
"CELL_001727","HCC827","DBL"
"CELL_002102","HCC827","DBL"
"CELL_002611","H1975","DBL"
"CELL_002747","HCC827","SNG"
"CELL_001458","HCC827","DBL"
"CELL_003478","H1975","DBL"
"CELL_000108","H2228","SNG"
"CELL_003397","H1975","DBL"
"CELL_001429","H2228","DBL"
"CELL_000811","H1975","SNG"
"CELL_000456","H1975","SNG"
"CELL_002940","H1975","DBL"
"CELL_003927","HCC827","DBL"
"CELL_000635","H1975","SNG"
"CELL_000324","H1975","SNG"
"CELL_000472","H2228","SNG"
"CELL_001345","H1975","DBL"
"CELL_002547","HCC827","DBL"
"CELL_002662","HCC827","DBL"
"CELL_000557","H2228","SNG"
"CELL_001577","HCC827","DBL"
"CELL_000963","HCC827","SNG"
"CELL_000711","H1975","SNG"
"CELL_003548","H1975","DBL"
"CELL_000982","H1975","SNG"
"CELL_000067","HCC827","SNG"
"CELL_002337","HCC827","DBL"
"CELL_003241","HCC827","DBL"
"CELL_002351","HCC827","DBL"
"CELL_001334","H1975","SNG"
"CELL_003300","H1975","DBL"
"CELL_001397","HCC827","DBL"
"CELL_002746","HCC827","DBL"
"CELL_003662","H1975","DBL"
"CELL_002051","H1975","DBL"
"CELL_000535","H1975","SNG"
"CELL_001578","H2228","DBL"
"CELL_002753","H1975","DBL"
"CELL_002211","H1975","DBL"
"CELL_003653","HCC827","DBL"
"CELL_002637","H2228","DBL"
"CELL_002189","HCC827","DBL"
"CELL_002755","HCC827","DBL"
"CELL_003011","HCC827","DBL"
"CELL_003966","H1975","DBL"
"CELL_000210","H1975","SNG"
"CELL_000423","HCC827","SNG"
"CELL_001188","H1975","DBL"
"CELL_003841","H1975","DBL"
"CELL_002866","HCC827","DBL"
"CELL_001459","HCC827","DBL"
"CELL_002595","HCC827","DBL"
"CELL_002485","H1975","DBL"
"CELL_001146","H2228","SNG"
"CELL_001729","HCC827","DBL"
"CELL_000649","HCC827","SNG"
"CELL_003668","HCC827","DBL"
"CELL_003281","H1975","DBL"
"CELL_003661","H1975","DBL"
"CELL_003324","H1975","DBL"
"CELL_000500","H1975","SNG"
"CELL_001926","H1975","DBL"
"CELL_000414","H1975","SNG"
"CELL_000941","HCC827","SNG"
"CELL_001399","H1975","DBL"
"CELL_000464","H2228","SNG"
"CELL_000027","HCC827","SNG"
"CELL_000458","HCC827","SNG"
"CELL_001321","H1975","DBL"
"CELL_001537","HCC827","DBL"
"CELL_000695","H1975","SNG"
"CELL_003776","HCC827","DBL"
"CELL_000971","H1975","SNG"
"CELL_002542","H1975","DBL"
"CELL_000230","H1975","SNG"
"CELL_001143","H1975","SNG"
"CELL_003248","HCC827","DBL"
"CELL_002136","H1975","DBL"
"CELL_003088","HCC827","DBL"
"CELL_000519","H1975","SNG"
"CELL_003040","HCC827","DBL"
"CELL_001415","HCC827","DBL"
"CELL_002873","H1975","DBL"
"CELL_001411","HCC827","DBL"
"CELL_003456","HCC827","DBL"
"CELL_002355","HCC827","DBL"
"CELL_003341","H1975","DBL"
"CELL_000066","HCC827","SNG"
"CELL_002817","HCC827","DBL"
"CELL_003840","HCC827","DBL"
"CELL_002976","HCC827","DBL"
"CELL_000571","H2228","SNG"
"CELL_000376","H2228","SNG"
"CELL_000254","H2228","SNG"
"CELL_003828","HCC827","DBL"
"CELL_000466","H1975","SNG"
"CELL_002778","H1975","DBL"
"CELL_002388","A549","DBL"
"CELL_001448","H1975","DBL"
"CELL_000689","H2228","SNG"
"CELL_001101","H1975","SNG"
"CELL_000226","HCC827","SNG"
"CELL_001521","H1975","DBL"
"CELL_000987","H1975","SNG"
"CELL_000522","H2228","SNG"
"CELL_002870","H1975","DBL"
"CELL_002801","HCC827","DBL"
"CELL_002002","HCC827","DBL"
"CELL_001955","HCC827","DBL"
"CELL_000491","HCC827","SNG"
"CELL_003264","HCC827","DBL"
"CELL_000099","HCC827","SNG"
"CELL_003106","H1975","DBL"
"CELL_003165","HCC827","DBL"
"CELL_000666","H1975","SNG"
"CELL_002011","H2228","DBL"
"CELL_002065","H2228","DBL"
"CELL_003554","HCC827","DBL"
"CELL_002970","H1975","DBL"
"CELL_003355","HCC827","DBL"
"CELL_000690","H1975","SNG"
"CELL_001337","HCC827","SNG"
"CELL_000121","H2228","SNG"
"CELL_003118","H1975","DBL"
"CELL_000547","H2228","SNG"
"CELL_003745","H1975","DBL"
"CELL_001746","H1975","DBL"
"CELL_001915","H1975","DBL"
"CELL_002298","H1975","DBL"
"CELL_003319","H1975","DBL"
"CELL_003926","H1975","DBL"
"CELL_003331","H1975","DBL"
"CELL_003162","H1975","DBL"
"CELL_002307","HCC827","DBL"
"CELL_002919","HCC827","DBL"
"CELL_003097","HCC827","DBL"
"CELL_001514","H1975","SNG"
"CELL_003049","H1975","DBL"
"CELL_003609","H1975","DBL"
"CELL_001564","HCC827","DBL"
"CELL_003508","H1975","DBL"
"CELL_002902","HCC827","DBL"
"CELL_003424","H1975","DBL"
"CELL_003354","H1975","DBL"
"CELL_002567","H1975","DBL"
"CELL_000201","HCC827","SNG"
"CELL_001528","H1975","DBL"
"CELL_002678","H1975","DBL"
"CELL_002290","H1975","DBL"
"CELL_002667","HCC827","DBL"
"CELL_003142","H1975","DBL"
"CELL_003722","HCC827","DBL"
"CELL_003295","H1975","DBL"
"CELL_000346","HCC827","SNG"
"CELL_000786","H2228","SNG"
"CELL_001056","H2228","SNG"
"CELL_001522","HCC827","DBL"
"CELL_000012","HCC827","SNG"
"CELL_002962","HCC827","DBL"
"CELL_002256","H1975","DBL"
"CELL_003421","HCC827","DBL"
"CELL_002035","H1975","DBL"
"CELL_000521","H1975","SNG"
"CELL_002341","H1975","DBL"
"CELL_002317","H1975","DBL"
"CELL_002446","H2228","DBL"
"CELL_000412","H1975","SNG"
"CELL_002064","H1975","DBL"
"CELL_001758","HCC827","DBL"
"CELL_003101","HCC827","DBL"
"CELL_002272","HCC827","DBL"
"CELL_002728","HCC827","DBL"
"CELL_000327","H1975","SNG"
"CELL_001850","HCC827","DBL"
"CELL_001575","H1975","SNG"
"CELL_000780","H2228","SNG"
"CELL_001647","H1975","DBL"
"CELL_001207","H2228","DBL"
"CELL_001723","H1975","DBL"
"CELL_003560","H1975","DBL"
"CELL_002525","HCC827","DBL"
"CELL_002459","HCC827","DBL"
"CELL_002243","H1975","DBL"
"CELL_001820","H1975","DBL"
"CELL_000754","H2228","SNG"
"CELL_002541","H2228","DBL"
"CELL_000494","H2228","SNG"
"CELL_001616","HCC827","DBL"
"CELL_003048","HCC827","DBL"
"CELL_003240","HCC827","DBL"
"CELL_002177","H1975","DBL"
"CELL_001995","H1975","DBL"
"CELL_002602","HCC827","DBL"
"CELL_003373","H1975","DBL"
"CELL_002289","H1975","DBL"
"CELL_002032","H1975","DBL"
"CELL_002448","H2228","DBL"
"CELL_001472","HCC827","DBL"
"CELL_001546","H1975","DBL"
"CELL_001603","HCC827","DBL"
"CELL_002648","HCC827","DBL"
"CELL_003918","HCC827","DBL"
"CELL_001555","HCC827","SNG"
"CELL_001682","HCC827","DBL"
"CELL_002295","HCC827","DBL"
"CELL_002379","H2228","DBL"
"CELL_000564","H1975","SNG"
"CELL_002772","H2228","DBL"
"CELL_001471","HCC827","DBL"
"CELL_001457","HCC827","DBL"
"CELL_001455","HCC827","DBL"
"CELL_002561","HCC827","DBL"
"CELL_002909","HCC827","DBL"
"CELL_001614","H1975","DBL"
"CELL_001730","H1975","DBL"
"CELL_002848","H1975","DBL"
"CELL_002651","H1975","DBL"
"CELL_000806","H2228","SNG"
"CELL_003444","H2228","DBL"
"CELL_003593","HCC827","DBL"
"CELL_002281","HCC827","DBL"
"CELL_000278","H2228","SNG"
"CELL_002939","HCC827","DBL"
"CELL_003393","HCC827","DBL"
"CELL_002516","HCC827","DBL"
"CELL_002377","A549","DBL"
"CELL_002285","HCC827","DBL"
"CELL_001660","H1975","DBL"
"CELL_002918","HCC827","DBL"
"CELL_002421","H1975","DBL"
"CELL_000203","HCC827","SNG"
"CELL_002614","H1975","DBL"
"CELL_002636","H1975","DBL"
"CELL_003353","HCC827","DBL"
"CELL_003667","HCC827","DBL"
"CELL_000703","H1975","SNG"
"CELL_002039","H1975","DBL"
"CELL_000789","H1975","SNG"
"CELL_000640","H2228","SNG"
"CELL_000665","H1975","SNG"
"CELL_002437","HCC827","DBL"
"CELL_003913","HCC827","DBL"
"CELL_001993","HCC827","DBL"
"CELL_001073","HCC827","SNG"
"CELL_000120","HCC827","SNG"
"CELL_000830","HCC827","SNG"
"CELL_001670","HCC827","DBL"
"CELL_000863","HCC827","SNG"
"CELL_001987","H1975","DBL"
"CELL_003569","HCC827","DBL"
"CELL_003173","H2228","DBL"
"CELL_000997","H1975","SNG"
"CELL_001590","HCC827","SNG"
"CELL_003080","HCC827","DBL"
"CELL_000083","HCC827","SNG"
"CELL_000241","HCC827","SNG"
"CELL_001884","H1975","DBL"
"CELL_000866","H1975","SNG"
"CELL_000542","H2228","SNG"
"CELL_002560","HCC827","DBL"
"CELL_001865","H2228","DBL"
"CELL_002274","H2228","DBL"
"CELL_000514","H2228","SNG"
"CELL_003912","H1975","DBL"
"CELL_002735","H1975","DBL"
"CELL_001861","H1975","DBL"
"CELL_003225","HCC827","DBL"
"CELL_002122","H1975","DBL"
"CELL_001413","HCC827","DBL"
"CELL_001123","H1975","SNG"
"CELL_000368","H2228","SNG"
"CELL_001082","HCC827","SNG"
"CELL_002245","HCC827","DBL"
"CELL_003459","HCC827","DBL"
"CELL_001808","HCC827","SNG"
"CELL_000044","H1975","SNG"
"CELL_001174","H1975","DBL"
"CELL_003735","H1975","DBL"
"CELL_002214","H1975","DBL"
"CELL_002615","HCC827","DBL"
"CELL_001292","H1975","SNG"
"CELL_001849","HCC827","DBL"
"CELL_002050","H1975","DBL"
"CELL_000923","H2228","SNG"
"CELL_000807","H1975","SNG"
"CELL_001984","HCC827","DBL"
"CELL_000038","H2228","SNG"
"CELL_002494","H1975","DBL"
"CELL_002822","H1975","DBL"
"CELL_003911","H2228","DBL"
"CELL_001097","HCC827","SNG"
"CELL_002426","HCC827","DBL"
"CELL_002957","H2228","DBL"
"CELL_001198","H1975","SNG"
"CELL_003910","H1975","DBL"
"CELL_002077","H1975","DBL"
"CELL_001127","HCC827","SNG"
"CELL_003316","H1975","DBL"
"CELL_003154","HCC827","DBL"
"CELL_001398","HCC827","DBL"
"CELL_000415","H1975","SNG"
"CELL_002597","HCC827","DBL"
"CELL_000702","H2228","SNG"
"CELL_001597","HCC827","DBL"
"CELL_000306","H1975","SNG"
"CELL_001503","HCC827","DBL"
"CELL_000572","H1975","SNG"
"CELL_002694","H1975","DBL"
"CELL_000070","H1975","SNG"
"CELL_000709","H2228","SNG"
"CELL_000064","H1975","SNG"
"CELL_001901","H2228","DBL"
"CELL_000469","HCC827","SNG"
"CELL_002690","HCC827","DBL"
"CELL_002572","HCC827","DBL"
"CELL_000054","HCC827","SNG"
"CELL_000553","HCC827","SNG"
"CELL_000085","HCC827","SNG"
"CELL_002357","HCC827","DBL"
"CELL_002348","HCC827","DBL"
"CELL_002576","HCC827","DBL"
"CELL_002969","H1975","DBL"
"CELL_002536","HCC827","DBL"
"CELL_003134","H1975","DBL"
"CELL_000042","H1975","SNG"
"CELL_000340","H2228","SNG"
"CELL_003117","H2228","DBL"
"CELL_001363","HCC827","SNG"
"CELL_003455","H2228","DBL"
"CELL_002453","HCC827","DBL"
"CELL_001190","H1975","SNG"
"CELL_002812","HCC827","DBL"
"CELL_002415","H1975","DBL"
"CELL_002943","HCC827","DBL"
"CELL_003584","HCC827","DBL"
"CELL_001425","HCC827","SNG"
"CELL_003625","H1975","DBL"
"CELL_002025","H2228","DBL"
"CELL_002074","HCC827","DBL"
"CELL_002081","H1975","DBL"
"CELL_003205","HCC827","DBL"
"CELL_002884","HCC827","DBL"
"CELL_003498","H1975","DBL"
"CELL_001780","HCC827","DBL"
"CELL_001388","HCC827","DBL"
"CELL_000427","H1975","SNG"
"CELL_002108","H1975","DBL"
"CELL_003194","HCC827","DBL"
"CELL_000737","H2228","SNG"
"CELL_001714","HCC827","DBL"
"CELL_002674","HCC827","DBL"
"CELL_003216","H1975","DBL"
"CELL_002869","HCC827","DBL"
"CELL_001244","HCC827","SNG"
"CELL_000080","H2228","SNG"
"CELL_003199","H1975","DBL"
"CELL_000110","H2228","SNG"
"CELL_003768","H1975","DBL"
"CELL_002540","HCC827","DBL"
"CELL_002629","HCC827","DBL"
"CELL_002532","HCC827","DBL"
"CELL_002706","HCC827","DBL"
"CELL_001378","HCC827","SNG"
"CELL_000630","H2228","SNG"
"CELL_002501","H1975","DBL"
"CELL_001267","H1975","SNG"
"CELL_001145","H1975","SNG"
"CELL_001071","HCC827","SNG"
"CELL_002768","H1975","DBL"
"CELL_001451","HCC827","DBL"
"CELL_001109","H1975","SNG"
"CELL_000072","H2228","DBL"
"CELL_003064","H1975","DBL"
"CELL_002114","HCC827","DBL"
"CELL_000677","H1975","SNG"
"CELL_002811","H2228","DBL"
"CELL_003666","H1975","DBL"
"CELL_001913","HCC827","DBL"
"CELL_003605","HCC827","DBL"
"CELL_001893","HCC827","DBL"
"CELL_001950","HCC827","DBL"
"CELL_003553","H2228","DBL"
"CELL_001142","HCC827","SNG"
"CELL_002054","H1975","DBL"
"CELL_003020","HCC827","DBL"
"CELL_003698","HCC827","DBL"
"CELL_000392","H2228","SNG"
"CELL_002434","HCC827","DBL"
"CELL_002390","H1975","DBL"
"CELL_001003","H2228","SNG"
"CELL_003938","H2228","DBL"
"CELL_001054","HCC827","SNG"
"CELL_003835","H1975","DBL"
"CELL_001492","H1975","SNG"
"CELL_000765","H2228","SNG"
"CELL_003959","HCC827","SNG"
"CELL_003230","H2228","DBL"
"CELL_001965","HCC827","DBL"
"CELL_000837","H2228","SNG"
"CELL_003822","H1975","DBL"
"CELL_001169","H1975","SNG"
"CELL_003834","H1975","DBL"
"CELL_003917","H1975","DBL"
"CELL_001690","H1975","DBL"
"CELL_000686","H2228","SNG"
"CELL_000721","H2228","SNG"
"CELL_003660","H1975","DBL"
"CELL_001620","HCC827","DBL"
"CELL_000750","HCC827","SNG"
"CELL_002149","H2228","DBL"
"CELL_003875","HCC827","DBL"
"CELL_001981","H1975","DBL"
"CELL_001695","HCC827","DBL"
"CELL_001976","H1975","DBL"
"CELL_001827","HCC827","DBL"
"CELL_000001","HCC827","SNG"
"CELL_000639","H2228","SNG"
"CELL_003366","HCC827","DBL"
"CELL_001857","HCC827","DBL"
"CELL_003998","HCC827","DBL"
"CELL_002535","H1975","DBL"
"CELL_002334","H1975","DBL"
"CELL_003128","HCC827","DBL"
"CELL_001228","H1975","SNG"
"CELL_001406","H8383","SNG"
"CELL_003909","HCC827","DBL"
"CELL_003396","H2228","DBL"
"CELL_002452","H1975","DBL"
"CELL_002514","H2228","DBL"
"CELL_000225","HCC827","SNG"
"CELL_003172","HCC827","DBL"
"CELL_000259","HCC827","SNG"
"CELL_000219","H2228","SNG"
"CELL_002174","H1975","DBL"
"CELL_002705","H1975","DBL"
"CELL_003473","HCC827","DBL"
"CELL_000683","H2228","SNG"
"CELL_000674","H2228","SNG"
"CELL_000077","H1975","DBL"
"CELL_001933","H1975","DBL"
"CELL_003756","H2228","DBL"
"CELL_000526","HCC827","SNG"
"CELL_002788","H1975","DBL"
"CELL_000341","HCC827","SNG"
"CELL_000256","HCC827","SNG"
"CELL_000025","H1975","DBL"
"CELL_002630","H1975","DBL"
"CELL_000345","H2228","SNG"
"CELL_002336","H1975","DBL"
"CELL_002500","HCC827","DBL"
"CELL_000214","H1975","SNG"
"CELL_001855","HCC827","DBL"
"CELL_002157","H1975","DBL"
"CELL_001792","H1975","DBL"
"CELL_000320","HCC827","SNG"
"CELL_000125","H2228","SNG"
"CELL_000655","H2228","SNG"
"CELL_003161","H1975","DBL"
"CELL_000486","H2228","SNG"
"CELL_003793","HCC827","DBL"
"CELL_000604","H1975","SNG"
"CELL_003515","H1975","DBL"
"CELL_001629","HCC827","DBL"
"CELL_000839","HCC827","SNG"
"CELL_000992","HCC827","SNG"
"CELL_003002","H1975","DBL"
"CELL_003986","H1975","DBL"
"CELL_002148","HCC827","SNG"
"CELL_003750","HCC827","DBL"
"CELL_000966","H1975","SNG"
"CELL_001724","H2228","DBL"
"CELL_000422","H1975","SNG"
"CELL_003809","H1975","DBL"
"CELL_001408","HCC827","DBL"
"CELL_002557","HCC827","DBL"
"CELL_002961","H1975","DBL"
"CELL_000487","H2228","SNG"
"CELL_002275","H1975","DBL"
"CELL_003979","H2228","DBL"
"CELL_002396","H1975","DBL"
"CELL_003087","HCC827","DBL"
"CELL_003878","HCC827","DBL"
"CELL_003347","HCC827","DBL"
"CELL_001973","H1975","DBL"
"CELL_003452","HCC827","DBL"
"CELL_000349","H1975","SNG"
"CELL_000293","H1975","SNG"
"CELL_000096","HCC827","SNG"
"CELL_002360","H1975","DBL"
"CELL_000476","H1975","SNG"
"CELL_000531","H2228","SNG"
"CELL_003100","HCC827","DBL"
"CELL_000729","H2228","SNG"
"CELL_003507","HCC827","DBL"
"CELL_000964","H2228","SNG"
"CELL_000405","H1975","SNG"
"CELL_000163","H2228","SNG"
"CELL_000480","H1975","SNG"
"CELL_001404","H1975","DBL"
"CELL_001098","H1975","SNG"
"CELL_002656","HCC827","DBL"
"CELL_000879","H1975","SNG"
"CELL_000642","H1975","SNG"
"CELL_001585","H1975","DBL"
"CELL_003931","HCC827","DBL"
"CELL_000947","H2228","SNG"
"CELL_000069","HCC827","SNG"
"CELL_000670","H1975","SNG"
"CELL_003468","H1975","DBL"
"CELL_002352","H1975","DBL"
"CELL_002179","H2228","DBL"
"CELL_002759","HCC827","DBL"
"CELL_003491","H2228","DBL"
"CELL_003193","H2228","DBL"
"CELL_003005","H1975","DBL"
"CELL_002610","H1975","DBL"
"CELL_000956","H1975","SNG"
"CELL_002642","H2228","DBL"
"CELL_003160","H1975","DBL"
