unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_mt_percent non_ribo_percent outliers total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RaceID
93993 5777 280585 32672 10011 0 13693 10378 138688 0.823301222829423 0.817705870896842 FALSE 9993 3.99973934510657 138279 5.14075937087037 23.3650807425567 33.8771613911006 45.8688593351123 60.4965323729561 9914 3.99629271854132 131019 5.11733759509592 94.7497450805979 22.2921866294202 32.3601920332166 44.2218304215419 59.064715804578 79 1.90308998699194 7260 3.8609964367572 5.25025491940208 99.5454545454545 100 21 1.34242268082221 6822 3.83397537127991 4.93350400277699 58 1.77085201164214 438 2.64246452024212 0.316750916625084 98.1735159817352 FALSE 1
96586 5162 280991 27310 11918 0 11363 9777 141163 0.814583141417044 0.803510778071394 FALSE 9434 3.97474190450095 140795 5.14859031671942 22.4077559572428 33.9245001598068 46.332611243297 61.5952271032352 9363 3.97146140502459 134640 5.12917732855355 95.6283958947406 22.0565953654189 33.151366607249 45.2525252525253 60.6001188354129 71 1.85733249643127 6155 3.78929861115944 4.37160410525942 99.5125913891145 100 21 1.34242268082221 5709 3.75663610824585 4.05483149259562 50 1.70757017609794 446 2.65030752313194 0.316772612663802 100 FALSE 3
94548 5357 285202 25724 11738 0 10899 9701 142322 0.828888014444085 0.79632096258337 FALSE 9411 3.97368191850398 142021 5.15235562423195 22.4431598143936 34.2646510023166 47.315537842995 61.9147872497729 9333 3.97006779654914 136220 5.13424406411931 95.9153927940234 22.2382909998532 33.8408456907943 46.4366466010865 61.046101893995 78 1.89762709129044 5801 3.76357772446665 4.08460720597658 99.3277021203241 100 23 1.38021124171161 5313 3.72542155007426 3.74099604987995 55 1.7481880270062 488 2.68930885912362 0.343611156096634 98.9754098360656 FALSE 3
94245 5874 280965 28951 11834 0 9053 9816 138026 0.833306768229659 0.782591628925592 FALSE 9496 3.97758643800385 137696 5.13892447840043 22.9382117127585 34.3728212874739 46.895334650244 61.7999070415989 9424 3.97428135887783 132891 5.12349883752339 96.5104287706251 22.9752202933231 34.0888397257903 46.225101775139 61.1252831267731 72 1.86332286012046 4805 3.68178376646788 3.48957122937485 99.3548387096774 100 19 1.30102999566398 4388 3.64236558084497 3.18673018824076 53 1.73239375982297 417 2.62117628177504 0.302841041134092 99.2805755395683 FALSE 3
90869 5587 283908 28723 12780 0 8216 10091 145826 0.818406868403549 0.806646221754267 FALSE 9674 3.98565097369095 145383 5.162516613579 21.6283884635755 32.0463878170075 43.8703287179381 59.498703424747 9610 3.98276857725101 140702 5.1483033573463 96.7802287750287 21.7054483944791 31.8239968159657 43.2637773450271 58.8925530553937 64 1.81291335664286 4681 3.67043140936061 3.21977122497128 99.7009186071352 100 17 1.25527250510331 4211 3.62448836251345 2.89648720964624 47 1.68124123737559 470 2.6730209071289 0.323284015325038 100 FALSE 3
94819 5488 284407 25867 11095 0 8712 9719 141248 0.823735557259307 0.808556524088375 FALSE 9403 3.9733126204529 140921 5.14897879816802 21.3467119875675 32.5089944011184 45.3268143144031 60.3189020798887 9331 3.96997473012172 136163 5.1340623009104 96.6236401955706 21.4213846639689 32.3744335832789 44.7632616790171 59.743102017435 72 1.86332286012046 4758 3.67751570479876 3.37635980442943 99.3905002101723 100 19 1.30102999566398 4259 3.62940959910272 3.02226069925703 53 1.73239375982297 499 2.69897000433602 0.354099105172402 99.3987975951904 FALSE 3
83183 5388 287856 35005 9676 0 9329 10512 144662 0.834351799309124 0.841741380477155 FALSE 10140 4.00608078271609 144275 5.15919409315555 21.845087506498 31.5460058915266 43.3179691561255 57.8998440478253 10067 4.00294320687633 138867 5.14260218076626 96.2516028417952 21.5025888079961 30.8943089430894 42.4312471645531 57.0214665831335 73 1.86923171973098 5408 3.73311698144206 3.74839715820482 99.3713017751479 100 24 1.39794000867204 4903 3.69055046151036 3.39837116617571 49 1.69897000433602 505 2.7041505168398 0.350025992029111 100 FALSE 1
96343 5399 275505 32315 11062 0 9422 9581 137395 0.828458095212456 0.793900739189873 FALSE 9281 3.96764156408301 137081 5.13698043207697 23.2016107265048 35.1077100400493 48.2969922892305 63.032805421612 9204 3.96402379284003 132072 5.1208140428264 96.3459560405891 23.2835120237446 34.9642619177418 47.6527954449088 62.3599248894542 77 1.89209460269048 5009 3.69983772586725 3.65404395941086 99.2613296067079 100 23 1.38021124171161 4601 3.66294661433262 3.35640971396474 54 1.74036268949424 408 2.61172330800734 0.297634245446123 99.0196078431373 FALSE 3
91567 5398 281212 28946 12066 0 9233 9952 139163 0.823315105249002 0.793400487672694 FALSE 9556 3.98032158600876 138748 5.14222986173311 20.9797618704414 32.1337965231931 43.8024331882261 59.4646409317612 9488 3.97722044663539 133804 5.1264723423693 96.4367053939516 20.7422797524738 31.7247615915817 42.9927356431796 58.7052703955039 68 1.83884909073726 4944 3.6941662959332 3.56329460604838 99.6359223300971 100 20 1.32221929473392 4504 3.65369479531508 3.24617291780782 48 1.69019608002851 440 2.64443858946784 0.317121688240551 100 FALSE 3
92141 4091 283095 26875 12794 0 8518 9808 140180 0.824340134054477 0.782529548970641 FALSE 9450 3.97547776316587 139805 5.14552581025784 21.2653338578735 32.729873752727 44.8210006795179 60.0529308679947 9379 3.97220283837906 135160 5.13085139627891 96.6775151103323 21.257768570583 32.591003255401 44.2519976324356 59.4495412844037 71 1.85733249643127 4645 3.66707920546422 3.32248488966775 99.4402583423036 100 19 1.30102999566398 4119 3.61489721603313 2.94624655770538 52 1.72427586960079 526 2.72181061521255 0.376238331962376 99.6197718631179 FALSE 3
88953 5743 281673 29534 11039 0 8174 9798 135627 0.838571965697201 0.811829443117562 FALSE 9440 3.97501799763288 135242 5.1311147958485 21.4252968752311 31.9693586311944 44.0077786486447 59.4349388503571 9370 3.97178593787911 130730 5.11637858323907 96.6637582999364 21.4671460261608 31.7126902776715 43.3519467604987 58.7929319972462 70 1.85125834871908 4512 3.65446533352015 3.33624170006359 99.4237588652482 100 17 1.25527250510331 4095 3.61235994796777 3.02790553230505 53 1.73239375982297 417 2.62117628177504 0.308336167758537 99.2805755395683 FALSE 3
93358 5002 278527 29151 11190 0 10767 9688 142366 0.825906466373579 0.792562775342232 FALSE 9373 3.97192494918419 142039 5.15241066362958 22.4980463112244 34.6862481431156 47.7073198206126 62.0885813051345 9301 3.9685763351755 136303 5.13450860090025 95.9616724983983 22.3626772704929 34.2090783034856 46.8206862651592 61.2011474435632 72 1.86332286012046 5736 3.75868484988244 4.03832750160167 99.5467224546722 100 21 1.34242268082221 5343 3.72786644946749 3.7616429290547 51 1.7160033436348 393 2.59549622182557 0.276684572546977 99.7455470737914 FALSE 3
92489 6264 270849 32938 12412 0 8641 10229 137166 0.825291981917874 0.798667249998742 FALSE 9774 3.9901167660679 136694 5.13575262932918 23.0478294584985 33.6927736403939 45.7913295389703 61.178983715452 9703 3.98695078785852 132013 5.12061999029932 96.5755629361933 22.9591025126313 33.3368683387242 45.0682887291403 60.5031322672767 71 1.85733249643127 4681 3.67043140936061 3.42443706380675 99.5513779107028 100 21 1.34242268082221 4311 3.63467875217868 3.15375949200404 50 1.70757017609794 370 2.56937390961505 0.270677571802713 100 FALSE 3
94431 5741 273381 30678 10879 0 11225 9842 138127 0.831148146211013 0.810304950494476 FALSE 9572 3.98104805891317 137847 5.13940046942427 24.1216711281348 35.2891248993449 47.9974174265671 62.139183297424 9497 3.977632165246 131938 5.12037318812606 95.7133633666311 23.8020888599191 34.6753778289803 46.9917688611317 61.1567554457397 75 1.88081359228079 5909 3.77158748088126 4.28663663336888 99.4415298696903 100 21 1.34242268082221 5484 3.73917663191073 3.97832379377136 54 1.74036268949424 425 2.62940959910272 0.308312839597525 99.0588235294118 FALSE 3
91338 6916 264226 42171 9182 0 8484 9960 130060 0.840581270118362 0.804759279966225 FALSE 9601 3.98236170163315 129681 5.11287969972962 21.9731494976134 32.491267032179 43.9648059469005 58.8544196913966 9533 3.97927514759102 125095 5.09724342315704 96.4636299843462 21.9337303649227 32.0068747751709 43.2127583036892 58.138214956633 68 1.83884909073726 4586 3.66152874013198 3.5363700156538 99.5202791103358 100 20 1.32221929473392 4140 3.61710523050238 3.19244916371712 48 1.69019608002851 446 2.65030752313194 0.343920851936675 100 FALSE 1
96621 7353 258494 39756 11183 0 16299 10211 128211 0.829733798127327 0.811513769371289 FALSE 9812 3.99180179884464 127787 5.10649007308317 27.7148692746524 38.158028594458 48.691963971296 62.7246903049606 9731 3.98820210025878 119738 5.07823562681538 93.7012372150532 26.1445823381049 35.9702016068416 46.5249127261187 60.9347074445873 81 1.91381385238372 8049 3.90579588036787 6.29876278494683 99.5278916635607 100 25 1.41497334797082 7675 3.88513496606343 6.0060882562389 56 1.75587485567249 374 2.57403126772772 0.292674528707928 98.3957219251337 FALSE 3
93954 7076 265609 34127 11649 0 10135 10475 133375 0.818849109591839 0.806312966724426 FALSE 10063 4.00277062810119 132929 5.12362300475127 21.8996607211368 31.8884517298708 42.9462344559878 57.8278629945309 9988 3.9995220131289 127315 5.10488298554733 95.7766928209796 21.2818599536582 30.9303695558261 41.7876919451754 56.7655028865413 75 1.88081359228079 5614 3.74934976059748 4.22330717902038 99.3943712148201 100 19 1.30102999566398 5141 3.71113207230684 3.86747812742141 56 1.75587485567249 473 2.67577834167409 0.355829051598974 98.7315010570825 FALSE 3
84172 4606 285395 28839 9568 0 9379 10131 136516 0.826188871573575 0.859613462186596 FALSE 9796 3.99109310804889 136164 5.13406549039431 21.0841338386064 30.7048852853911 42.8424546869951 58.0314914367968 9721 3.98775561673852 130908 5.11696950534353 96.1399488851679 20.498365264155 29.9859443273138 41.8759739664497 57.1179759831332 75 1.88081359228079 5256 3.72073797701843 3.86005111483211 99.3721461187215 100 22 1.36172783601759 4763 3.67797175281074 3.49798772068976 53 1.73239375982297 493 2.69372694892365 0.362063394142358 99.3914807302231 FALSE 2
87539 4251 282165 29067 9530 0 8765 10289 138509 0.844255607877881 0.837974367154888 FALSE 9949 3.99782308074573 138153 5.14036346364832 21.8605459164839 31.7807068974253 43.7247110088091 58.5712941448973 9878 3.99471298543157 133270 5.12473565646433 96.4655128734085 21.5517370751107 31.3228783672244 42.9211375403317 57.7789449988745 71 1.85733249643127 4883 3.68877565527285 3.53448712659153 99.4265820192505 100 20 1.32221929473392 4436 3.64708942871655 3.21093280638133 51 1.7160033436348 447 2.65127801399814 0.323554320210202 99.7762863534676 FALSE 1
94939 8389 271220 26475 11890 0 8236 9694 137494 0.82763611497028 0.77977942457275 FALSE 9391 3.97275808390354 137180 5.1372939643841 23.0995771978423 34.3220586091267 46.8034698935705 62.3727948680566 9319 3.96941591235398 132758 5.12306397244915 96.7764980317831 23.2746802452583 34.2849395140029 46.3505024179334 61.8877958390455 72 1.86332286012046 4422 3.6457169393696 3.22350196821694 99.4572591587517 100 21 1.34242268082221 4016 3.60390183173167 2.92754045779268 51 1.7160033436348 406 2.60959440922522 0.29596151042426 99.7536945812808 FALSE 3
95385 4674 276323 23913 10980 0 9702 9287 148737 0.841626495032062 0.779019290491317 FALSE 8997 3.95414598882955 148439 5.17155094567675 26.3273129029433 38.6320306657954 51.7741294403762 66.3363401801413 8928 3.95080282296466 142989 5.15530566615963 96.3284581545281 26.3076180685228 38.6708068452818 51.2011413465371 65.7519109861598 69 1.84509804001426 5450 3.7364761820277 3.67154184547188 99.5963302752294 100 22 1.36172783601759 5020 3.70079022137435 3.38186056225116 47 1.68124123737559 430 2.63447727016073 0.289681283220717 100 FALSE 3
93630 5247 272463 28424 10285 0 12824 9842 136682 0.823385668864709 0.80826291623894 FALSE 9479 3.97680833733807 136300 5.13449904213613 23.2318415260455 35.1019809244314 47.8826118855466 62.1900220102715 9399 3.9731278535997 129680 5.11287635079795 95.1430667644901 22.5994756323257 34.1648673658236 46.4859654534238 60.9484885872918 80 1.90848501887865 6620 3.82092358788132 4.8569332355099 99.3957703927493 100 25 1.41497334797082 6266 3.79705969469997 4.59721203228173 55 1.7481880270062 354 2.55022835305509 0.259721203228173 98.5875706214689 FALSE 3
92089 4158 277112 24729 12369 0 8323 9856 138397 0.830617715641913 0.793037364029758 FALSE 9515 3.97845443336523 138038 5.14000180445852 23.82749677625 34.9715295788116 47.3529028238601 62.6016024572944 9443 3.97515597840669 133502 5.1254910250175 96.7139483330677 23.8131263951102 34.8534104357987 46.7820706805891 62.0200446435259 72 1.86332286012046 4536 3.65676877926602 3.28605166693229 99.3606701940035 100 20 1.32221929473392 4155 3.61867553888514 3.01004071342674 52 1.72427586960079 381 2.58206336291171 0.276010953505556 99.4750656167979 FALSE 3
92641 5445 265115 36145 10942 0 8273 9759 133642 0.835792639975772 0.802868798516275 FALSE 9416 3.9739125704197 133280 5.12476824256251 23.4603841536615 34.952731092437 47.8578931572629 62.5480192076831 9343 3.97053282976832 128773 5.10982818603335 96.6183973589436 23.50337415452 34.8924075699098 47.321255232075 61.9765012852073 73 1.86923171973098 4507 3.65398390737407 3.38160264105642 99.2234302196583 100 21 1.34242268082221 4090 3.61182947949837 3.0687274909964 52 1.72427586960079 417 2.62117628177504 0.312875150060024 99.5203836930456 FALSE 3
94213 4279 276625 23373 10929 0 9164 9378 137729 0.822317739849827 0.802176680134418 FALSE 9032 3.95583201023242 137369 5.13789189824736 22.7933522119255 35.0610399726285 48.1753525176714 63.1867451899628 8958 3.95225953659082 132526 5.12230436700078 96.4744593030451 22.9585138010655 34.8656112762779 47.5250139595249 62.5628178621553 74 1.8750612633917 4843 3.68520413447101 3.52554069695492 99.4218459632459 100 22 1.36172783601759 4447 3.648164778574 3.23726604983657 52 1.72427586960079 396 2.59879050676312 0.288274647118345 99.4949494949495 FALSE 3
91000 4705 269521 31400 12097 0 6369 10051 131429 0.832647284782457 0.796878862589013 FALSE 9665 3.98524679080286 131024 5.11735416837463 20.9053303211625 31.7789107339113 43.6813102942972 58.8220478690927 9590 3.98186389099135 127343 5.10497848735792 97.1905910367566 21.2355606511548 31.9200898361119 43.4024642108322 58.4437307115428 75 1.88081359228079 3681 3.566083784168 2.80940896324338 99.1306710133116 100 21 1.34242268082221 3149 3.4983105537896 2.40337648064477 54 1.74036268949424 532 2.72672720902657 0.406032482598608 99.2481203007519 FALSE 3
86000 4284 280178 28695 10151 0 6235 9899 138146 0.833733875694285 0.812517133140508 FALSE 9587 3.98172802536162 137822 5.13932169899084 21.6554686479662 32.6094527724166 45.0167607493724 60.1210256707928 9517 3.97854570046274 134294 5.12805984354859 97.4401764594912 22.0017275529808 32.7192577479262 44.8165964227739 59.7785455791026 70 1.85125834871908 3528 3.54765165835997 2.55982354050877 99.2913832199546 100 22 1.36172783601759 3110 3.4929000111087 2.25653378996096 48 1.69019608002851 418 2.6222140229663 0.303289750547808 100 FALSE 1
89888 4919 273370 28377 10698 0 9936 9746 138034 0.830411347868611 0.826760013709665 FALSE 9442 3.97510998968616 137722 5.13900647430896 21.0895862679891 32.0500718839401 44.6471878131308 59.0370456426715 9366 3.97160052023006 132299 5.1215598441875 96.0623575027955 20.7938079652907 31.5059070741275 43.706301634933 58.1364938510495 76 1.88649072517248 5423 3.73431968085901 3.93764249720451 99.4099207080951 100 21 1.34242268082221 4968 3.69626899674553 3.60726681285488 55 1.7481880270062 455 2.65896484266444 0.330375684349632 98.9010989010989 FALSE 3
89748 5196 274811 27058 11681 0 5711 9788 136071 0.835122840220538 0.795481712085476 FALSE 9437 3.97487997300693 135709 5.13261185049545 22.0346476652249 33.0516030624351 45.2512361007744 60.3357183385037 9368 3.97169323894986 132430 5.12198965846519 97.5838006322352 22.2087140376048 33.245488182436 45.1310126104357 60.0845729819527 69 1.84509804001426 3279 3.51587384371168 2.41619936776485 99.4205550472705 100 18 1.27875360095283 2801 3.44746813094976 2.06397512324164 51 1.7160033436348 478 2.68033551341456 0.352224244523208 99.7907949790795 FALSE 3
92322 4602 272542 26359 11504 0 8317 9557 140207 0.830957084822373 0.792078798342536 FALSE 9277 3.96745436818274 139922 5.14588910800206 23.5638427123683 35.998627806921 49.5147296350824 64.0785580537728 9202 3.96392942202656 135483 5.13188801017722 96.8275181887051 23.7291763542289 36.0436364709964 49.0740535712968 63.5555752382218 75 1.88081359228079 4439 3.64738297011462 3.17248181129486 99.0313133588646 100 23 1.38021124171161 4105 3.61341894503457 2.93377739026029 52 1.72427586960079 334 2.52504480703685 0.238704421034576 99.4011976047904 FALSE 3
92801 4990 270160 26476 11471 0 12072 9516 135902 0.816794454767642 0.793167076778335 FALSE 9258 3.96656408409731 135629 5.13235576175396 23.5945114982784 35.1901142086132 47.5252342788047 62.1268312823954 9187 3.96322098652299 129227 5.11135662300899 95.279770550546 22.984360853382 34.2683804468107 46.3030171713342 61.0096961161367 71 1.85733249643127 6402 3.80638350182417 4.72022944945402 99.5470165573258 100 23 1.38021124171161 5975 3.77641058880734 4.40540002506838 48 1.69019608002851 427 2.63144376901317 0.31482942438564 100 FALSE 3
92853 3487 273254 24415 11645 0 8161 9688 137485 0.840818998375036 0.770585826047509 FALSE 9368 3.97169323894986 137152 5.13720531153367 24.0769365375642 36.5842277181521 48.7597701819879 63.6417988800747 9297 3.96838954184707 132746 5.12302471507804 96.7875058329445 24.2553447938168 36.5781266478839 48.3065403100658 63.1220526418875 71 1.85733249643127 4406 3.64414305050992 3.21249416705553 99.3418066273264 100 18 1.27875360095283 3986 3.60064623566239 2.90626458236118 53 1.73239375982297 420 2.62428209583567 0.306229584694354 99.2857142857143 FALSE 3
103600 4971 255752 31415 9683 0 15200 9039 130879 0.835458706069311 0.763774114733906 FALSE 8739 3.9415114326344 130560 5.11581346779473 27.4486825980392 41.1795343137255 54.8399203431373 68.8932291666667 8668 3.93796900295145 122871 5.08945292738667 94.1107536764706 26.7076852959608 40.2210448356406 53.314451742071 67.5912135491695 71 1.85733249643127 7689 3.88592633980143 5.88924632352941 99.6618545974769 100 23 1.38021124171161 7399 3.86923171973098 5.6671262254902 48 1.69019608002851 290 2.46389298898591 0.222120098039216 100 FALSE 3
88263 5580 269953 30390 11271 0 7400 9968 131699 0.831608440395781 0.808502660726151 FALSE 9569 3.98091193777684 131282 5.11820849239421 23.2270989168355 33.5247787206167 45.3291388004448 60.5391447418534 9501 3.97781502608319 127171 5.10439150137465 96.8685729955363 23.3182093401798 33.3967649857279 44.8262575587202 60.005032593909 68 1.83884909073726 4111 3.61405310598722 3.13142700446367 99.4405254196059 100 19 1.30102999566398 3647 3.56205482965638 2.7779893664021 49 1.69897000433602 464 2.66745295288995 0.353437638061577 100 FALSE 3
95363 4593 269913 24278 10686 0 10058 9738 136968 0.832566730854465 0.810101570432395 FALSE 9408 3.97354346853249 136615 5.13550156541279 21.7121106759873 33.2979541046005 46.770120411375 60.9113201332211 9337 3.97025386959479 131162 5.11781134142631 96.0084910148959 21.4231256004026 32.8334426129519 45.9599579146399 60.0448300574862 71 1.85733249643127 5453 3.73671513360561 3.99150898510412 99.4681826517513 100 20 1.32221929473392 4980 3.69731654173238 3.64528053288438 51 1.7160033436348 473 2.67577834167409 0.346228452219742 99.7885835095137 FALSE 3
86971 5796 271356 32053 9063 0 9991 10393 133579 0.840948053149002 0.827180857231986 FALSE 10041 4.00182021703833 133213 5.12454986900277 21.9475576707979 32.3384354379828 43.9499147981053 58.759280250426 9964 3.99847730303651 127782 5.10647307997824 95.9230705711905 21.5953733702712 31.5999123507223 42.8871046000219 57.7632217370209 77 1.89209460269048 5431 3.73495976127245 4.0769294288095 99.3003130178604 100 23 1.38021124171161 4996 3.69870934944259 3.7503847222118 54 1.74036268949424 435 2.63948648926859 0.326544706597704 99.0804597701149 FALSE 1
84011 3552 285248 20161 12999 0 8496 9971 149450 0.812452325138009 0.797370304625607 FALSE 9630 3.9836713828602 149091 5.17345434064235 21.2769382457694 32.1810169627945 44.2903998229269 59.7259391915005 9558 3.98041246160689 144111 5.15870014539968 96.6597581342938 21.2530618759151 31.8122835869573 43.6004191213717 59.0815413119054 72 1.86332286012046 4980 3.69731654173238 3.34024186570618 99.5381526104418 100 22 1.36172783601759 4473 3.65069597976061 3.00018109745055 50 1.70757017609794 507 2.70586371228392 0.340060768255629 100 FALSE 3
85345 4598 276715 28932 9261 0 9587 9779 136179 0.827785488156927 0.829202679620009 FALSE 9446 3.97529391535621 135823 5.13297651623784 24.3110518837016 34.8534489740324 47.1702141758023 62.1242352178939 9374 3.97197127639976 130555 5.11579683561521 96.1214227339994 23.7646968710505 34.2162307073647 46.2556010876642 61.3113247290414 72 1.86332286012046 5268 3.72172819857279 3.8785772660006 99.3925588458618 100 22 1.36172783601759 4890 3.68939766282128 3.60027388586616 50 1.70757017609794 378 2.57863920996807 0.27830338013444 100 FALSE 1
87435 4023 280327 22209 9656 0 9058 9698 139835 0.835734973301696 0.819515799369557 FALSE 9370 3.97178593787911 139491 5.1445493011187 22.9297947537834 33.9792531417798 46.6804309955481 61.8125900595737 9303 3.96866970172039 134507 5.12874811521228 96.4270096278613 22.9504784137629 33.5841257332332 45.9381296140721 61.0823228530857 67 1.83250891270624 4984 3.69766516264767 3.5729903721387 99.5786516853933 100 19 1.30102999566398 4590 3.66190729276602 3.29053487321763 48 1.69019608002851 394 2.59659709562646 0.282455498921077 100 FALSE 1
91031 4993 266249 31902 10370 0 9072 9560 132785 0.835885077317778 0.804006416085671 FALSE 9219 3.96473092105363 132433 5.12199949655966 22.7549024789894 34.4136280232268 47.7063873807888 62.4942423716143 9146 3.96127867908504 127630 5.1059561719854 96.3732604411287 22.8457259265063 34.3602601269294 47.0516336284573 61.8224555355324 73 1.86923171973098 4803 3.68160299873087 3.62673955887128 99.2712887778472 100 23 1.38021124171161 4400 3.64355136856295 3.32243474058581 50 1.70757017609794 403 2.60638136511061 0.304304818285473 100 FALSE 3
89217 4925 267089 29767 12404 0 8349 9831 130731 0.824525169942514 0.806725198558475 FALSE 9485 3.97708312031585 130356 5.11513435717484 23.8408665500629 35.2235416858449 47.2153180521035 62.6139188069594 9413 3.97377419397058 125869 5.09992223219692 96.5578876307957 23.8676719446409 34.954595651034 46.6032144531219 62.0065305992738 72 1.86332286012046 4487 3.6520528482481 3.44211236920433 99.4874080677513 100 19 1.30102999566398 4111 3.61405310598722 3.15367148424315 53 1.73239375982297 376 2.57634135020579 0.288440884961183 99.2021276595745 FALSE 3
92645 4452 266787 25699 13214 0 9097 9710 132687 0.819100590048829 0.786331683862648 FALSE 9371 3.97183227992493 132335 5.12167800348136 24.1523406506215 35.701817357464 48.2480069520535 63.943779045604 9306 3.96880971391286 127565 5.10573493786482 96.3955113915442 24.1445537569082 35.4046956453573 47.5686904715243 63.2955748050014 65 1.81954393554187 4770 3.67860941655893 3.60448860845581 99.685534591195 100 21 1.34242268082221 4427 3.64620761220669 3.34529791816224 44 1.65321251377534 343 2.53655844257153 0.259190690293573 100 FALSE 3
99935 6633 254468 32652 9500 0 14140 9926 130354 0.822636819673916 0.788253464546277 FALSE 9575 3.98118413739835 129988 5.1139066027574 25.8093054743515 38.0035080161246 50.4592731636766 64.0882235283257 9504 3.97795212120146 122679 5.08877376731045 94.3771732775333 25.1151378801588 36.6827248347313 48.7972676660227 62.6129981496426 71 1.85733249643127 7309 3.86391737695786 5.62282672246669 99.6442741825147 100 23 1.38021124171161 6997 3.84497393814689 5.38280456657538 48 1.69019608002851 312 2.49554433754645 0.240022155891313 100 FALSE 3
90182 5698 266689 29293 9984 0 10139 9830 133548 0.836530685533551 0.825231315689391 FALSE 9482 3.97694575055924 133185 5.1244585758681 21.1630438863235 31.8279085482599 44.6183879566017 59.0051432218343 9405 3.97340497441006 127787 5.10649007308317 95.9469910275181 20.6327717216931 31.1612292330206 43.6194605085024 58.0552012333023 77 1.89209460269048 5398 3.73231332747124 4.05300897248189 99.2775101889589 100 21 1.34242268082221 4929 3.69284691927723 3.70086721477644 56 1.75587485567249 469 2.67209785793572 0.352141757705447 98.7206823027719 FALSE 3
85222 5506 260937 41030 8878 0 9438 10031 126727 0.828718426157905 0.825790808131589 FALSE 9648 3.98448230640226 126327 5.1014996205297 22.3451835316282 32.9161620239537 45.1843232246471 60.3093558779992 9579 3.98136550907854 121292 5.08383573780726 96.0143120631377 21.8134749200277 32.171124229133 44.2073673449197 59.364179006035 69 1.84509804001426 5035 3.70208572143583 3.98568793686227 99.5034756703079 100 20 1.32221929473392 4682 3.67052415778208 3.70625440325504 49 1.69897000433602 353 2.54900326202579 0.279433533607226 100 FALSE 1
91354 5358 263579 30113 10999 0 10634 9980 133477 0.823924721051273 0.779812193875185 FALSE 9634 3.98385171899147 133112 5.1242204713467 22.5839894224413 34.2223090329948 46.3166356151211 60.8660376224533 9561 3.98054873935977 127404 5.10518647218928 95.7118817236613 22.2489089824495 33.6072650780195 45.2638849643653 59.8850899500801 73 1.86923171973098 5708 3.75656004300668 4.28811827633872 99.3693062368605 100 21 1.34242268082221 5201 3.71617034785985 3.90723601177955 52 1.72427586960079 507 2.70586371228392 0.380882264559168 99.6055226824458 FALSE 3
91954 5460 259805 33001 10160 0 9315 9741 131701 0.828338433206404 0.802750107990819 FALSE 9390 3.97271184054707 131337 5.11839039861537 21.8872061947509 33.6120057561845 46.2139381895429 61.3330592293109 9317 3.9693227061122 126419 5.10181578599174 96.2554344929456 21.8266241625072 33.2687333391342 45.4860424461513 60.6040231294347 73 1.86923171973098 4918 3.69187682255933 3.74456550705437 99.410329402196 100 18 1.27875360095283 4472 3.65059889817266 3.40498107920845 55 1.7481880270062 446 2.65030752313194 0.339584427845923 98.8789237668161 FALSE 3
85289 5042 269592 29360 11234 0 7458 10333 137156 0.835829274633568 0.801576248827886 FALSE 9938 3.99734269060162 136735 5.1358828711371 21.9080703550664 32.7531356273083 44.6557209200278 59.4836727977475 9864 3.99409708958821 132466 5.12210770089242 96.8779025121586 22.010176196156 32.6302598402609 44.1788836380656 58.9472015460571 74 1.8750612633917 4269 3.63042787502502 3.12209748784145 99.0630124150855 100 24 1.39794000867204 3765 3.57588031568065 2.75350129813142 50 1.70757017609794 504 2.70329137811866 0.368596189710023 100 FALSE 3
81553 4918 268045 37235 8611 0 9043 10051 127878 0.838471042647017 0.854752118835756 FALSE 9705 3.98704028697927 127517 5.10557149260462 22.1452825897723 31.8224236768431 43.394214104786 58.269093532627 9639 3.98407703390283 122671 5.08874544591216 96.1997223899559 21.5731509484719 31.0953689135982 42.424859991359 57.3688972943891 66 1.82607480270083 4846 3.68547301972276 3.80027761004415 99.5047461824185 100 17 1.25527250510331 4418 3.64532400156229 3.46463608773732 49 1.69897000433602 428 2.63245729218472 0.33564152230683 100 FALSE 1
88845 4345 277157 19638 10601 0 10258 9643 137971 0.833501242954425 0.812619984444558 FALSE 9344 3.97057930571485 137655 5.1387951456974 22.8121027205695 33.3355126947804 46.4095020159093 61.5437143583597 9274 3.96731391828708 132116 5.12095870354316 95.9761723148451 22.4938690241909 32.7636319597929 45.5221169275485 60.6694117290866 70 1.85125834871908 5539 3.74350976472843 4.02382768515492 99.422278389601 100 19 1.30102999566398 5047 3.70311934623608 3.66641240783117 51 1.7160033436348 492 2.69284691927723 0.357415277323744 99.7967479674797 FALSE 3
