unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_mt_percent non_ribo_percent outliers total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RaceID
28101 3278 65954 34357 1670 0 2563 5678 21047 0.850715065876032 0.910485622423328 FALSE 5442 3.73583833431707 20800 4.31808421400326 17.2836538461538 24.2163461538462 33.3125 47.9663461538462 5390 3.73166933182864 19715 4.29481880948269 94.7836538461538 15.3487192493026 22.247020035506 31.2655338574689 46.1932538676135 52 1.72427586960079 1085 3.03582982525283 5.21634615384615 99.815668202765 19 1.30102999566398 968 2.98632377705077 4.65384615384615 33 1.53147891704226 117 2.07188200730613 0.5625 100 FALSE 1
22371 5168 31954 71171 724 0 4190 3014 9275 0.875471697169303 0.976063637667237 FALSE 2867 3.45757914699576 9114 3.95975667299099 46.8071099407505 50.5924950625411 55.9907834101382 66.7215273206057 2824 3.45101845215546 7572 3.87926795682461 83.080974325214 38.5367142102483 42.6703645007924 48.6265187533016 61.2519809825674 43 1.64345267648619 1542 3.18836592606315 16.919025674786 100 21 1.34242268082221 1452 3.16226561429802 15.9315339038841 22 1.36172783601759 90 1.95904139232109 0.987491770901909 100 FALSE 1
30109 2750 72530 23755 2066 0 3025 5638 22360 0.836359570287853 0.893783142315232 FALSE 5436 3.73535933300171 22144 4.34527568462078 16.1894869942197 23.3381502890173 32.4241329479769 48.1936416184971 5381 3.73094369342774 21008 4.32240538106765 94.8699421965318 14.2612338156893 21.253808073115 30.3551028179741 46.5108530083778 55 1.7481880270062 1136 3.05576046468773 5.13005780346821 99.5598591549296 20 1.32221929473392 1026 3.01157044359728 4.63330924855491 35 1.55630250076729 110 2.04532297878666 0.496748554913295 100 FALSE 1
28333 2877 77532 19133 2056 0 3405 6016 23905 0.850658857623652 0.907215684076267 FALSE 5777 3.76177753750818 23647 4.37379441671473 16.7632257791686 24.1214530384404 33.3065505138072 47.5789740770499 5730 3.75823040845775 22365 4.34958832056246 94.5785934790883 14.5539906103286 21.8153364632238 30.9143751397273 45.5309635591326 47 1.68124123737559 1282 3.10822665637493 5.42140652091174 100 17 1.25527250510331 1182 3.07298474462793 4.99851989681566 30 1.49136169383427 100 2.00432137378264 0.42288662409608 100 FALSE 1
29520 1657 83297 11260 2513 0 1918 6078 25492 0.834300956835752 0.893848700043661 FALSE 5841 3.76656155263753 25247 4.40222698152933 15.5662058858478 22.4620747019448 31.2512377708243 46.2589614607676 5796 3.76320330037077 24489 4.38898878512471 96.9976630886838 14.9577361264241 21.7567070929805 30.4422393727796 45.5143125484912 45 1.66275783168157 758 2.88024177589548 3.0023369113162 100 16 1.23044892137827 659 2.81954393554187 2.61021111419178 29 1.47712125471966 99 2 0.392125797124411 100 FALSE 1
29815 2363 81711 13506 2198 0 4251 6007 26496 0.83261624364711 0.906740297878813 FALSE 5789 3.76267856372744 26259 4.41929472175346 17.6396664000914 24.8181575840664 33.8169770364446 48.8708633230511 5729 3.75815462196739 24611 4.39114690641599 93.7240565139571 14.9770427857462 21.8642070618829 30.9861444069725 46.4792166104587 60 1.78532983501077 1648 3.21722065564452 6.27594348604288 99.3932038834951 19 1.30102999566398 1535 3.18639121569549 5.84561483681785 41 1.6232492903979 113 2.05690485133647 0.430328649225028 100 FALSE 1
29722 2535 74230 19366 2034 0 4314 5632 22951 0.838917693852591 0.895821142511811 FALSE 5438 3.73551905881517 22745 4.35690503481008 17.8984392174104 25.0296768520554 34.0998021543196 49.0701253022642 5377 3.73062079788728 21329 4.32899085544943 93.774455924379 15.012424398706 22.1576257677341 31.3469923578227 46.8188850860331 61 1.79239168949825 1416 3.15136985024746 6.22554407562102 99.2231638418079 20 1.32221929473392 1280 3.10754912974469 5.62761046383821 41 1.6232492903979 136 2.13672056715641 0.597933611782809 100 FALSE 1
30074 2547 73320 19007 2010 0 2737 5792 23508 0.844733707314644 0.887144424389814 FALSE 5552 3.74452767347257 23258 4.36659103868917 16.0804884340872 23.6649754923037 33.1283859317224 47.9060968268983 5502 3.74059951281116 22244 4.34723241008406 95.6402098202769 14.637655098004 22.1138284481208 31.4961337888869 46.5338967811545 50 1.70757017609794 1014 3.00646604224923 4.35979017972311 100 18 1.27875360095283 915 2.96189547366785 3.93413019176197 32 1.51851393987789 99 2 0.425659987961132 100 FALSE 1
26452 3584 72493 24665 1864 0 2980 5556 21623 0.853720574918503 0.924663125069082 FALSE 5316 3.72566666031418 21360 4.32962158001926 18.7125468164794 25.2340823970037 33.6563670411985 48.497191011236 5264 3.72139837552151 20270 4.30687517364464 94.8970037453184 16.8080907745437 23.1179082387765 31.5589541193883 46.7538233843118 52 1.72427586960079 1090 3.03782475058834 5.10299625468165 99.8165137614679 18 1.27875360095283 995 2.9982593384237 4.65823970037453 34 1.54406804435028 95 1.98227123303957 0.444756554307116 100 FALSE 1
26633 4146 56099 41041 1399 0 2558 5289 17412 0.873822650543405 0.919939742740786 FALSE 5087 3.70654710264036 17205 4.23567991856469 16.3963963963964 22.5341470502761 30.7178145887823 45.8355129322871 5034 3.70199947488964 16252 4.21093353535762 94.4609125254287 13.5860201821314 19.8252522766429 28.1688407580605 43.8099926162934 53 1.73239375982297 953 2.9795483747041 5.53908747457135 99.6852046169989 19 1.30102999566398 864 2.93701610746481 5.02179598953793 34 1.54406804435028 89 1.95424250943932 0.51729148503342 100 FALSE 1
28764 2041 72664 20958 2047 0 2771 5696 21796 0.854927509242555 0.906358549110594 FALSE 5469 3.73798732633343 21551 4.33348757837891 19.335529673797 26.258642290381 34.8568511902 49.5707855783954 5418 3.73391915101239 20503 4.31183859317619 95.137116607118 17.8071501731454 24.5086084963176 33.1024728088572 48.0856460030239 51 1.7160033436348 1048 3.02077548819356 4.862883392882 99.9045801526718 18 1.27875360095283 938 2.97266559226611 4.35246624286576 33 1.53147891704226 110 2.04532297878666 0.510417150016241 100 FALSE 1
28887 1775 83526 7745 2574 0 2929 6210 26464 0.834945586141571 0.90107281549546 FALSE 5960 3.77531912182948 26199 4.41830129131975 16.4204740638956 23.1993587541509 32.1958853391351 46.6201000038169 5911 3.77173442538677 25060 4.39899839649919 95.6525058208329 14.7885075818037 21.5562649640862 30.4788507581804 45.1795690343176 49 1.69897000433602 1139 3.05690485133647 4.34749417916714 100 17 1.25527250510331 1021 3.00945089579869 3.89709530898126 32 1.51851393987789 118 2.07554696139253 0.450398870185885 100 FALSE 1
25866 2803 65061 29205 1849 0 2488 5471 19705 0.848870844532418 0.924840941466155 FALSE 5274 3.72222246396973 19498 4.29001233927954 16.4068109549697 22.9151707867474 31.7160734434301 46.758641911991 5227 3.71833557890851 18545 4.26825025544695 95.1123192122269 14.3273119439202 20.7764896198436 29.571313022378 44.9069830142896 47 1.68124123737559 953 2.9795483747041 4.8876807877731 100 17 1.25527250510331 877 2.9434945159061 4.49789722022772 30 1.49136169383427 76 1.88649072517248 0.389783567545389 100 FALSE 1
31917 2250 72564 15982 2089 0 4213 5497 23137 0.829061675744884 0.858365017778875 FALSE 5288 3.72337356701898 22917 4.36017671509018 19.6448051664703 28.0054108303879 37.4569097176768 52.1970589518698 5235 3.71899963787872 21488 4.33221620587828 93.7644543352097 17.3073343261355 25.4467609828742 34.7635889798958 50 53 1.73239375982297 1429 3.15533603746506 6.23554566479033 99.7900629811057 20 1.32221929473392 1335 3.12580645813953 5.82536981280272 33 1.53147891704226 94 1.97772360528885 0.410175851987607 100 FALSE 1
27750 1951 72276 21101 1933 0 3285 5657 21688 0.849917004403395 0.898929869545431 FALSE 5429 3.73479982958885 21435 4.33114374837157 16.1184977839981 22.7478423139725 31.2199673431304 46.3727548402146 5370 3.7300551523755 20291 4.30732485364537 94.6629344529974 13.8780740229658 20.373564634567 28.8797989256321 44.5074170814647 59 1.77815125038364 1144 3.05880548667591 5.33706554700257 99.2132867132867 18 1.27875360095283 1020 3.00902574208691 4.75857242827152 41 1.6232492903979 124 2.09691001300806 0.578493118731047 100 FALSE 1
27180 1932 81971 11222 2217 0 1895 6156 26291 0.844205241016239 0.922786914614539 FALSE 5916 3.77210156927701 26034 4.41555758201171 17.3081355150956 24.4603211185373 33.1758469693478 47.714527156795 5865 3.76834205864453 25274 4.40269116426304 97.0807405700238 16.7682203054522 23.8782938988684 32.4444092743531 47.0127403655931 51 1.7160033436348 760 2.88138465677057 2.91925942997619 99.8684210526316 18 1.27875360095283 665 2.8234742291703 2.55435200122916 33 1.53147891704226 95 1.98227123303957 0.364907428747023 100 FALSE 1
27707 2421 67717 25599 1786 0 2584 5598 19788 0.842076005234447 0.901909792849306 FALSE 5357 3.72900270927219 19527 4.29065776640913 16.1571157883956 22.6506887898807 31.2336764479951 45.7366722998925 5309 3.72509452108147 18530 4.26789885605736 94.8942489885799 14.0043173232596 20.5180787911495 29.1041554236373 43.8963842417701 48 1.69019608002851 997 2.99913054128737 5.10575101142009 100 16 1.23044892137827 871 2.94051648493257 4.46049060275516 32 1.51851393987789 126 2.10380372095596 0.645260408664926 100 FALSE 1
25525 2610 65150 27521 1607 0 1938 5790 20141 0.855071743778823 0.92537563905683 FALSE 5578 3.74655636141037 19908 4.29904944659754 15.7675306409484 21.9961824392204 30.1888687964637 44.4595137633112 5525 3.74241088058049 19114 4.28137430235505 96.0116536065903 14.350737679188 20.5503819190122 28.743329496704 43.1516166160929 53 1.73239375982297 794 2.90036712865647 3.98834639340968 99.6221662468514 18 1.27875360095283 689 2.83884909073726 3.46092023307213 35 1.55630250076729 105 2.02530586526477 0.527426160337553 100 FALSE 1
27698 1995 71395 19402 2053 0 3586 5803 22811 0.831879356086152 0.909779970286278 FALSE 5601 3.74834310448755 22597 4.35407000430673 19.5733946984113 26.1760410673983 34.6992963667743 49.4490419082179 5548 3.74421472481417 21234 4.3270522653267 93.9682258706908 16.8314966563059 23.259866252237 31.9440519920882 47.2261467457851 53 1.73239375982297 1363 3.13481437032046 6.0317741293092 99.7798972853999 18 1.27875360095283 1265 3.10243370568134 5.59808824180201 35 1.55630250076729 98 1.99563519459755 0.433685887507191 100 FALSE 1
27265 2284 59887 30609 1505 0 1847 5340 19058 0.848567530250516 0.904449100404502 FALSE 5164 3.71307032585564 18876 4.27593297582171 15.9037931765205 23.0610298792117 32.1148548421276 47.3988133079042 5120 3.7093547758344 18123 4.25825405350715 96.0108073744437 14.7768029575677 21.7734370689179 30.7233901671909 46.1954422556972 44 1.65321251377534 753 2.87737134586977 3.98919262555626 100 19 1.30102999566398 670 2.82672252016899 3.54948082220809 25 1.41497334797082 83 1.92427928606188 0.439711803348167 100 FALSE 1
24904 2093 75141 15935 1834 0 1475 5980 22830 0.864038545394639 0.919403889880031 FALSE 5765 3.76087463805219 22605 4.35422372326485 14.3331121433311 20.2963946029639 28.6971908869719 43.419597434196 5714 3.7570162347313 21984 4.34212646995573 97.2528201725282 13.6189956331878 19.6370087336245 28.0203784570597 42.8220524017467 51 1.7160033436348 621 2.79379038469082 2.7471798274718 99.8389694041868 20 1.32221929473392 504 2.70329137811866 2.22959522229595 31 1.50514997831991 117 2.07188200730613 0.517584605175846 100 FALSE 1
29372 1491 75194 10316 2454 0 3968 5769 24085 0.819389661274906 0.869005244340775 FALSE 5528 3.74264658993874 23829 4.37712404234646 17.8312140668933 25.8550505686349 35.5323345503378 50.7281044105921 5473 3.7383047930741 22410 4.35046123559764 94.0450711318142 15.4841588576528 23.3958054439982 33.0254350736278 48.7103971441321 55 1.7481880270062 1419 3.15228834438306 5.95492886818582 99.6476391825229 20 1.32221929473392 1288 3.1102529173534 5.4051785639347 35 1.55630250076729 131 2.12057393120585 0.549750304251123 100 FALSE 1
25017 1792 74585 17502 1966 0 1651 5861 23534 0.851236508519063 0.918967910696052 FALSE 5656 3.75258617874041 23323 4.36780303274901 15.1910131629722 22.1455215881319 31.4882305020795 46.9279252240278 5609 3.74896286125616 22585 4.35383932380454 96.8357415426832 14.6070400708435 21.4832853663936 30.7062209431038 46.2120876688067 47 1.68124123737559 738 2.86864443839483 3.16425845731681 100 17 1.25527250510331 642 2.80821097292422 2.75264760108048 30 1.49136169383427 96 1.98677173426624 0.411610856236333 100 FALSE 1
26341 2093 74805 13551 2151 0 3617 6050 24344 0.837167268798403 0.90601342999777 FALSE 5852 3.76737852411418 24133 4.38262930839692 17.3123938175942 24.2530974184726 32.6979654415116 46.7575518998881 5797 3.76327821101898 22761 4.35721041900612 94.3148386027431 14.8016343745881 21.6466763323228 30.1304863582444 44.5762488467115 55 1.7481880270062 1372 3.13767053723676 5.68516139725687 99.6355685131195 18 1.27875360095283 1247 3.09621458534641 5.16719844196743 37 1.57978359661681 125 2.10037054511756 0.517962955289438 100 FALSE 1
28232 2196 64582 17989 1752 0 2259 5340 20588 0.843355352222967 0.882601086749035 FALSE 5152 3.71206014246107 20390 4.30943852464192 16.8563021088769 24.350171652771 33.6145169200589 48.8572829818538 5100 3.70765532353119 19528 4.29068000541786 95.7724374693477 15.6339614911921 22.9055714870955 32.1487095452683 47.5675952478492 52 1.72427586960079 862 2.93601079571521 4.22756253065228 99.7679814385151 17 1.25527250510331 779 2.89209460269048 3.82050024521824 35 1.55630250076729 83 1.92427928606188 0.407062285434036 100 FALSE 1
25271 1982 68686 15693 1975 0 1569 5630 20807 0.849810159633868 0.903012974954114 FALSE 5412 3.73343802709106 20578 4.31342426716919 15.0111769851298 22.1401496744096 31.0088443969288 46.1269316746039 5361 3.72932680964686 19902 4.2989185430051 96.7149382836038 14.3854888955884 21.3898100693398 30.2431916390313 45.4728168023314 51 1.7160033436348 676 2.83058866868514 3.28506171639615 99.8520710059172 19 1.30102999566398 555 2.74507479158206 2.69705510739625 32 1.51851393987789 121 2.08635983067475 0.588006608999903 100 FALSE 1
22697 2039 70244 18005 1670 0 2496 5575 21096 0.861585134214266 0.933873277458628 FALSE 5382 3.73102437981569 20892 4.32000080426473 15.8768906758568 22.3243346735593 30.8299827685238 45.8596591996937 5335 3.72721582090849 19936 4.29965980886702 95.4240857744591 14.2255216693419 20.5256821829856 28.9977929373997 44.3569422150883 47 1.68124123737559 956 2.98091193777684 4.57591422554088 100 15 1.20411998265592 847 2.92839585225671 4.05418341949071 32 1.51851393987789 109 2.04139268515822 0.521730806050163 100 FALSE 1
26565 2307 69879 13130 2089 0 3091 5465 21134 0.84844326637246 0.888804349009014 FALSE 5253 3.72049006845005 20911 4.32039557023647 17.6462149108125 25.1350963607671 34.1447085266128 48.749462005643 5200 3.71608685377483 19761 4.29583089495859 94.5005021280666 15.8038560801579 23.0555133849502 31.9720661909822 46.935883811548 53 1.73239375982297 1150 3.06107532362979 5.49949787193343 99.7391304347826 19 1.30102999566398 1041 3.01786771896351 4.97824111711539 34 1.54406804435028 109 2.04139268515822 0.521256754818038 100 FALSE 1
25135 2555 64394 17605 1646 0 3173 5202 19180 0.844421271718237 0.889936970835782 FALSE 5026 3.70130888522808 18991 4.27857070161052 17.7083881838766 24.9644568479806 34.0055815912801 49.1495971776104 4978 3.69714212627546 17937 4.25377401967888 94.4500026328261 15.5934660199587 22.6682276857891 31.6831131181357 47.2431287283269 48 1.69019608002851 1054 3.02325245963371 5.54999736717392 100 18 1.27875360095283 957 2.98136550907854 5.03922910852509 30 1.49136169383427 97 1.99122607569249 0.510768258648834 100 FALSE 1
25817 2883 67279 16870 1793 0 2360 5467 20150 0.856178659624725 0.905061585577377 FALSE 5264 3.72139837552151 19935 4.29963802497908 15.4552294958616 22.6385753699523 31.6930022573363 47.4843240531728 5213 3.71717102683231 19033 4.27953006497544 95.4752947078003 13.9599642725792 21.0424000420323 30.0110334681868 46.0988808910839 51 1.7160033436348 902 2.95568775031351 4.52470529219965 99.8891352549889 17 1.25527250510331 779 2.89209460269048 3.90770002508151 34 1.54406804435028 123 2.09342168516224 0.617005267118134 100 FALSE 1
27465 1762 72711 7792 2088 0 1253 5713 23500 0.854851063466021 0.879701753318403 FALSE 5461 3.73735169580371 23233 4.36612398502113 18.2369904876684 25.7349459820084 35.4194464769939 50.3895321310205 5421 3.73415951324447 22702 4.35608324914729 97.7144578831834 18.0116289313717 25.4779314597833 35.0938243326579 50.0088097964937 40 1.61278385671974 531 2.72591163229505 2.2855421168166 100 15 1.20411998265592 434 2.63848925695464 1.86803253992166 25 1.41497334797082 97 1.99122607569249 0.417509576894934 100 FALSE 1
28769 1775 73452 5752 1842 0 1843 5775 24686 0.838288908353606 0.859920254427508 FALSE 5554 3.74468406327689 24458 4.38843869704369 16.6693924278355 24.7976122332161 34.2096655491046 48.986016845204 5500 3.74044164494977 23661 4.37405145002372 96.741352522692 16.1193525210262 24.1790287815392 33.3925024301593 48.2693039178395 54 1.74036268949424 797 2.90200289135073 3.25864747730804 99.4981179422836 17 1.25527250510331 681 2.83378437465648 2.78436503393573 37 1.57978359661681 116 2.06818586174616 0.474282443372312 100 FALSE 1
27275 2134 68658 10980 1710 0 1153 5842 23166 0.84097384061082 0.887938837978573 FALSE 5634 3.75089392038213 22945 4.36070698924874 15.3628241446938 22.9374591414251 32.0984964044454 47.1606014382218 5585 3.74710093136499 22385 4.34997649942447 97.5593811287862 15.0949296403842 22.5865534956444 31.6953316953317 46.7411212865758 49 1.69897000433602 560 2.74896286125616 2.44061887121377 100 16 1.23044892137827 453 2.6570558528571 1.97428633689257 33 1.53147891704226 107 2.03342375548695 0.466332534321203 100 FALSE 1
27262 1626 63786 14308 1930 0 2333 5539 19997 0.839825973476108 0.880931699289044 FALSE 5345 3.72802895442052 19789 4.2964457942064 15.3519632118854 22.3356410126838 31.5225630400728 46.4854211935924 5299 3.72427586960079 18928 4.27712767122986 95.6490979837283 13.7732459847844 20.8262890955199 29.950338123415 45.0602282333052 46 1.67209785793572 861 2.93550726582471 4.35090201627167 100 17 1.25527250510331 757 2.87966920563205 3.82535752185558 29 1.47712125471966 104 2.02118929906994 0.52554449441609 100 FALSE 1
23752 2448 61372 21303 1511 0 2032 5432 19203 0.849294380644017 0.911211315309423 FALSE 5234 3.71891668601486 18988 4.27850209449388 15.4413313671793 22.0876342953444 31.0248578049294 46.0448704444913 5185 3.71483251243333 18148 4.2588527006423 95.5761533600168 13.814194401587 20.4044522812431 29.3255455146573 44.5944456689442 49 1.69897000433602 840 2.92479599579791 4.42384663998315 100 18 1.27875360095283 736 2.86746748785905 3.87613229408047 31 1.50514997831991 104 2.02118929906994 0.547714345902675 100 FALSE 1
26728 1912 62628 14434 1736 0 1291 5447 19774 0.839132193365464 0.887933201207039 FALSE 5239 3.71933128698373 19553 4.29123561084879 15.4605431391602 22.5745409911523 31.6728890707308 47.2664041323582 5190 3.71525102887885 19013 4.27907348957394 97.2382754564517 14.9055909114816 22.0428128122863 31.1102929574502 46.7206648082891 49 1.69897000433602 540 2.73319726510657 2.7617245435483 100 19 1.30102999566398 445 2.64933485871214 2.27586559607221 30 1.49136169383427 95 1.98227123303957 0.485858947476091 100 FALSE 1
28415 1948 62568 12260 1718 0 2180 5372 20952 0.828321878184268 0.869892673781656 FALSE 5162 3.71290212504722 20733 4.31668309419945 15.7864274345247 23.7544011961607 33.3863888486953 49.2065788839049 5115 3.70893053580662 19824 4.29721319598964 95.6156851396325 14.4219128329298 22.2608958837772 31.8755044390638 47.9166666666667 47 1.68124123737559 909 2.95904139232109 4.38431486036753 100 16 1.23044892137827 811 2.90955602924118 3.91163845077895 31 1.50514997831991 98 1.99563519459755 0.472676409588579 100 FALSE 1
25390 1996 62989 13860 1791 0 2739 5376 20946 0.833428816559998 0.894394684238191 FALSE 5207 3.71667097556014 20767 4.31739467512028 17.2292579573362 24.58708527953 33.6591707998266 48.8611739779458 5152 3.71206014246107 19674 4.2939147410311 94.7368421052632 15.4416997051947 22.5678560536749 31.6356612788452 47.163769441903 55 1.7481880270062 1093 3.03901732199741 5.26315789473684 99.5425434583715 18 1.27875360095283 976 2.98989456371877 4.69976404873116 37 1.57978359661681 117 2.07188200730613 0.563393846005682 100 FALSE 1
19860 4448 31361 51826 622 0 1489 4134 10638 0.910133482881995 0.964278093365206 FALSE 3986 3.60064623566239 10487 4.02069267868203 22.6280156384095 27.4244302469724 34.566606274435 48.4599980928769 3941 3.59571661994342 9946 3.99769211794173 94.8412320015257 19.9879348481802 24.9648099738588 32.3446611703197 46.7725718881963 45 1.66275783168157 541 2.73399928653839 5.1587679984743 100 16 1.23044892137827 470 2.6730209071289 4.48173929627157 29 1.47712125471966 71 1.85733249643127 0.677028702202727 100 FALSE 1
24268 2314 64406 14964 1784 0 3281 5635 20397 0.843849585309678 0.90150468132339 FALSE 5451 3.73655584716264 20207 4.30552333321126 16.9495719305191 23.2147275696541 31.2911367347949 45.8356015242243 5402 3.7326349675392 18976 4.27822755759474 93.9080516652645 14.2601180438449 20.3098650927487 28.4201096121417 43.3969224283305 49 1.69897000433602 1231 3.09061070782841 6.09194833473549 100 17 1.25527250510331 1102 3.04257551244019 5.45355569852032 32 1.51851393987789 129 2.11394335230684 0.638392636215173 100 FALSE 1
23729 1662 63503 14315 1856 0 3711 5671 20684 0.829723457343974 0.894797478825431 FALSE 5456 3.73695395378315 20455 4.31082071501828 19.4084575898313 25.9643119041799 34.4267905157663 48.3207039843559 5405 3.73287604136271 19040 4.27968975303362 93.0823759472012 16.0609243697479 22.5420168067227 31.1659663865546 45.5199579831933 51 1.7160033436348 1415 3.15106325335375 6.91762405279883 99.9293286219081 19 1.30102999566398 1308 3.11693964655076 6.39452456612075 32 1.51851393987789 107 2.03342375548695 0.523099486678074 100 FALSE 1
23385 1692 61051 16319 1707 0 2039 5398 18625 0.84842952974581 0.89143576298751 FALSE 5231 3.71866773531621 18451 4.26604344593623 16.335157986017 23.1261178255921 31.960327353531 46.4365075063682 5184 3.71474876072506 17653 4.24684312225132 95.6750311636226 14.7283747804906 21.6110576106044 30.3347872882796 45.0631620687702 47 1.68124123737559 798 2.90254677931399 4.32496883637743 100 17 1.25527250510331 677 2.83122969386706 3.66917782234025 30 1.49136169383427 121 2.08635983067475 0.65579101403718 100 FALSE 1
24713 2252 64144 12345 1875 0 1526 5738 20780 0.840567853300978 0.904956253630292 FALSE 5519 3.7419390777292 20546 4.31274842092956 14.1049352672053 21.0405918426944 30.059378954541 45.1085369414971 5473 3.7383047930741 19925 4.29942012598203 96.9775138713131 13.3651191969887 20.2609786700125 29.2647427854454 44.366373902133 46 1.67209785793572 621 2.79379038469082 3.02248612868685 100 17 1.25527250510331 520 2.71683772329952 2.53090625912586 29 1.47712125471966 101 2.00860017176192 0.491579869560985 100 FALSE 1
23778 1429 67493 9742 2100 0 2402 5325 20673 0.832535190425901 0.891403815893283 FALSE 5153 3.71214441421489 20490 4.31156315331991 14.4997559785261 21.7911176183504 31.3372376769156 47.2181551976574 5109 3.70842090013471 19584 4.29192357588388 95.5783308931186 13.1433823529412 20.3022875816993 29.8253676470588 45.9252450980392 44 1.65321251377534 906 2.9576072870601 4.42166910688141 100 18 1.27875360095283 771 2.88761730033574 3.76281112737921 26 1.43136376415899 135 2.13353890837022 0.658857979502196 100 FALSE 1
22740 2247 63898 13868 1604 0 1488 5322 19868 0.855194281832497 0.914334148211119 FALSE 5131 3.71028664770289 19670 4.29382643838618 18.0630401626843 24.9415353329944 33.5485510930351 48.4443314692425 5088 3.70663245087329 19046 4.27982658179401 96.8276563294357 17.4524834610942 24.120550246771 32.6577759109524 47.6635514018692 43 1.64345267648619 624 2.79588001734408 3.17234367056431 100 16 1.23044892137827 544 2.73639650227664 2.76563294356889 27 1.44715803134222 80 1.90848501887865 0.406710726995424 100 FALSE 1
23151 1662 64347 12960 1741 0 2395 5326 19622 0.866476403594702 0.90158959250352 FALSE 5110 3.70850588095524 19389 4.28757780907871 20.2640672546289 26.5872401877353 34.8548145855898 49.2856774459745 5062 3.70440792738684 18510 4.267429880814 95.4665016246325 18.6277687736359 24.8028092922744 33.1442463533225 47.8444084278768 48 1.69019608002851 879 2.94448267215017 4.53349837536748 100 20 1.32221929473392 799 2.90308998699194 4.1208932900098 28 1.46239799789896 80 1.90848501887865 0.412605085357677 100 FALSE 1
24288 1668 70498 6143 1994 0 2543 6191 26762 0.844555713009283 0.904640570719464 FALSE 5995 3.77786162417624 26555 4.42416265997488 17.1568442854453 24.0030126153267 32.6605159103747 47.1888533232913 5946 3.77429793849928 25426 4.40529512304229 95.7484466202222 15.7201290018092 22.4848580193503 31.0744906788327 45.7641784000629 49 1.69897000433602 1129 3.05307844348342 4.25155337977782 100 16 1.23044892137827 1015 3.0068937079479 3.82225569572585 33 1.53147891704226 114 2.06069784035361 0.429297684051968 100 FALSE 1
23799 1935 57654 17562 1490 0 3318 5170 18101 0.835920666904635 0.901993866640591 FALSE 5012 3.70009770461305 17936 4.25374980813981 19.4190454950937 26.5276538804639 35.0635593220339 49.4982158786798 4964 3.6959192528314 16732 4.22357381105469 93.2872435325602 16.2742051159455 23.2369113076739 31.8909873296677 46.8622997848434 48 1.69019608002851 1204 3.08098704691089 6.71275646743979 100 18 1.27875360095283 1121 3.04999285692014 6.25 30 1.49136169383427 83 1.92427928606188 0.462756467439786 100 FALSE 1
26549 1668 65936 5826 1946 0 1409 5125 22249 0.851004539147375 0.869162268343625 FALSE 4942 3.69399061046078 22055 4.34352675309772 17.2613919746089 25.4364089775561 35.4568125141691 51.7070958966221 4898 3.69010743945633 21465 4.33175112502444 97.3248696440716 16.9997670626601 25.1199627300256 35.0663871418588 51.2555322618216 44 1.65321251377534 590 2.77158748088126 2.67513035592836 100 17 1.25527250510331 506 2.70500795933334 2.29426433915212 27 1.44715803134222 84 1.92941892571429 0.380866016776241 100 FALSE 1
20619 2375 44660 21908 1112 0 3064 4307 13553 0.853611745846963 0.896479822563401 FALSE 4159 3.61909333062674 13394 4.12694271794423 20.8750186650739 28.2365238166343 37.2704195908616 52.1054203374645 4114 3.61436983954829 12423 4.0942614427205 92.7504852919218 17.5883442002737 24.9537148836835 34.0819447798438 49.561297593174 45 1.66275783168157 971 2.98766626492627 7.24951470807824 100 18 1.27875360095283 897 2.9532763366673 6.69702852023294 27 1.44715803134222 74 1.8750612633917 0.552486187845304 100 FALSE 1
22669 1648 64661 9740 1697 0 1876 5499 20076 0.845287905536318 0.908298013400073 FALSE 5316 3.72566666031418 19888 4.29861294775995 16.4722445695897 23.8988334674175 33.0450522928399 48.2904263877715 5266 3.72156331835748 19123 4.28157873502375 96.1534593724859 15.4264498248183 22.6951838100716 31.8360089944046 47.1840192438425 50 1.70757017609794 765 2.8842287696326 3.84654062751408 100 18 1.27875360095283 667 2.82477646247555 3.35378117457763 32 1.51851393987789 98 1.99563519459755 0.492759452936444 100 FALSE 1
20154 1743 59240 18664 1346 0 1223 5128 17535 0.878300541272711 0.940917627078627 FALSE 4975 3.69688037168276 17374 4.23992481326215 15.9836537354668 22.6718084494072 31.938528836192 47.392655692414 4927 3.69267069915637 16834 4.22621312072411 96.8919074479107 15.4568135915409 22.0981347273375 31.2938101461328 46.6852797908994 48 1.69019608002851 540 2.73319726510657 3.10809255208933 100 16 1.23044892137827 443 2.64738297011462 2.54978703810291 32 1.51851393987789 97 1.99122607569249 0.558305513986416 100 FALSE 1
